headline,date,doc_type,type_of_material,snippet,source,news_desk,section_name,keywords
Barr Defends Response to Virus in Stormy Twitter Session,2020-05-01,article,News,"Given a chance to ask questions of the attorney general, many users opted for insults or accusations.",The New York Times,Washington,U.S.,"['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Prisons and Prisoners', 'Frauds and Swindling', 'Attorneys General', 'Civil Rights and Liberties']"
SpaceX to Bring Crew to Short-Staffed Space Station for Longer Stay,2020-05-01,article,News,Two NASA astronauts will now stay for more than a month and not two weeks during their first flight aboard the Crew Dragon capsule.,The New York Times,Science,Science,['Space and Astronomy']
"Kim Jong-un Resurfaces, State Media Says, After Weeks of Health Rumors",2020-05-01,article,News,"The North Korean leader was said to have visited a factory on Friday, after a series of unsubstantiated news reports suggested that he was gravely ill.",The New York Times,Foreign,World,"['Rumors and Misinformation', 'Politics and Government', 'News and News Media']"
"Harvard Kept Ties With Jeffrey Epstein After ’08 Conviction, Report Shows",2020-05-01,article,News,"A university review found that the disgraced financier, who killed himself last year, visited Harvard more than 40 times after he was convicted of sex charges involving a minor in Florida.",The New York Times,Express,U.S.,"['Philanthropy', 'Colleges and Universities', 'Sex Crimes']"
Colleges Won’t Refund Tuition. Autumn May Force a Reckoning.,2020-05-01,article,News,Educators at schools from Brown to Northern Arizona know the experience is lacking. So why won’t they give some money back?,The New York Times,Business,Your Money,"['Colleges and Universities', 'Tuition', 'Coronavirus (2019-nCoV)', 'Rebates and Refunds']"
"Think Twice, Mnuchin Tells Prep Schools Seeking Virus Loans",2020-05-01,article,News,The Treasury secretary ordered elite schools with “significant endowments” to return loans intended to help small businesses pay employees during the coronavirus pandemic. Some are resisting.,The New York Times,Investigative,U.S.,"['Endowments', 'Private and Sectarian Schools', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Coronavirus (2019-nCoV)']"
"Two Medical Systems, Two Pandemic Responses",2020-05-01,article,News,A health economist who has taught on both sides of the border examines the difference between Canada and the United States.,The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Medicine and Health']"
A Onetime Leader of Fox News Returns to the Murdoch Fold,2020-05-01,article,News,"David Rhodes, a news executive who has held leadership roles at CBS News and Bloomberg, has been advising the media empire’s British operation.",The New York Times,Business,Business Day,"['News and News Media', 'Television', 'Appointments and Executive Changes']"
Doctor Who Promoted Malarial Drug Draws Scrutiny of Federal Prosectors,2020-05-01,article,News,"In an interview, Dr. Vladimir Zelenko said he was guilty of nothing more than sloppy wording.",The New York Times,Washington,U.S.,"['Coronavirus (2019-nCoV)', 'Hydroxychloroquine (Drug)', 'Azithromycin (Drug)', 'Clinical Trials', 'United States Politics and Government']"
Some Trump Officials Take Harder Actions on China During Pandemic,2020-05-01,article,News,"Since the coronavirus spread from a metropolis on the Yangtze River across the globe, hard-liners in both Washington and Beijing have accelerated efforts to decouple elements of the relationship.",The New York Times,Washington,U.S.,"['Coronavirus (2019-nCoV)', 'United States International Relations', 'International Trade and World Market', '5G (Wireless Communications)', 'Pensions and Retirement Plans']"
"How Remdesivir, New Hope for Covid-19 Patients, Was Resurrected",2020-05-01,article,News,"The drug failed as a treatment for hepatitis and Ebola. With federal funding, scientists trained it on the coronavirus.",The New York Times,Science,Health,"['Coronavirus (2019-nCoV)', 'Remdesivir (Drug)', 'Drugs (Pharmaceuticals)', 'Tests (Medical)', 'Clinical Trials', 'Research', 'RNA (Ribonucleic Acid)']"
Blue Bell’s Ex-C.E.O. Charged in Conspiracy to Cover Up Listeria Outbreak,2020-05-01,article,News,"The ice cream company pleaded guilty and agreed to pay more than $19 million in fines and settlements related to the 2015 episode, federal prosecutors said Friday.",The New York Times,Express,Business Day,"['Food Contamination and Poisoning', 'Listeriosis', 'Recalls and Bans of Products', 'Shutdowns (Institutional)', 'Ice Cream and Frozen Desserts', 'Factories and Manufacturing', 'Listeria Monocytogenes']"
"‘I Will Never Lie to You,’ McEnany Says in First White House Briefing",2020-05-01,article,News,"But Kayleigh McEnany, the president’s fourth press secretary, found that vow tested almost immediately.",The New York Times,Washington,U.S.,"['News and News Media', 'Rumors and Misinformation', 'United States Politics and Government', 'Presidential Election of 2020', 'Coronavirus (2019-nCoV)']"
Capitol Lacks Tests for Returning Senators While White House Tests Many in Trump’s Circle,2020-05-01,article,News,"As senators prepare to return on Monday, Congress’s doctor warned that he does not have the capacity to test all 100 for coronavirus. At the White House, the president and many of his aides are tested repeatedly.",The New York Times,Washington,U.S.,"['Coronavirus (2019-nCoV)', 'Tests (Medical)', 'United States Politics and Government', 'Quarantines', 'Epidemics']"
"As Businesses Resurface After State Shutdowns, So Does Divisiveness",2020-05-01,article,News,Nearly a dozen states resumed portions of public life as a debate over the safety and timing of reopening grew louder.,The New York Times,National,U.S.,"['States (US)', 'Governors (US)', 'Local Government', 'Shopping and Retail', 'Restaurants', 'Shutdowns (Institutional)', 'Quarantines', 'Coronavirus (2019-nCoV)']"
‘No One Needs Botox in a Pandemic.’ But Some in Beverly Hills Are Now Getting It.,2020-05-01,article,News,"The city on Tuesday rescinded a moratorium on elective surgery, clearing the way for some cosmetic surgeons to reopen.",The New York Times,National,U.S.,"['Surgery and Surgeons', 'Plastic Surgery', 'Coronavirus (2019-nCoV)', 'Botox (Drug)']"
