headline,date,doc_type,type_of_material,snippet,source,news_desk,section_name,keywords
Tulsa Massacre Survivors Sue City Nearly 100 Years After Attack,2020-09-01,article,News,"In 1921, white looters destroyed a prosperous Black business district and killed up to 300 people. In a lawsuit, survivors of the catastrophe and descendants of victims said the city and state needed to rectify the past.",The New York Times,Express,U.S.,"['Tulsa Race Riot (1921)', 'Black People', 'Blacks', 'Looting (Crime)', 'Suits and Litigation (Civil)', 'Discrimination', 'Race and Ethnicity']"
Mnuchin Says Economy Is Recovering but ‘More Work’ Is Needed to Alleviate Pain,2020-09-01,article,News,"The Treasury secretary’s House testimony, combined with renewed stimulus discussions among Republicans, highlighted divisions over how big an economic package should be.",The New York Times,Washington,Business Day,"['United States Economy', 'Stimulus (Economic)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'United States Politics and Government', 'Small Business', 'Recession and Depression', 'Coronavirus (2019-nCoV)', 'Unemployment']"
How the Trump Campaign Pushes Voting by Mail on Facebook,2020-09-01,article,News,"Even as the president rails against mail-in voting, his campaign is using Facebook ads to encourage its supporters to request absentee ballots.",The New York Times,Politics,U.S.,"['Absentee Voting', 'Political Advertising', 'Presidential Election of 2020']"
"Ideal, Perfect, Ultimate: What Drives Parents to Seek the Unattainable?",2020-09-01,article,News,"Working parents toggle constantly among competing commitments, but many don’t want to do less; they want to do it all, better.",The New York Times,Gender,U.S.,"['Work-Life Balance', 'Families and Family Life', 'Parenting']"
"Trump Says Some Really Strange Things. Republicans Say No Comment, Again.",2020-09-01,article,News,"“If the leader comments, I’ll be sure to pass it along,” said a spokesman for Senator Mitch McConnell of Kentucky, the majority leader. As of Tuesday afternoon, there was nothing to pass along.",The New York Times,Washington,U.S.,['United States Politics and Government']
"Jetpack Sighting at 3,000 Feet Over Los Angeles Prompts Investigation",2020-09-01,article,News,Two commercial pilots approaching the city’s main airport reported a man out for a high-altitude spin. The F.B.I. is looking into it.,The New York Times,Express,U.S.,"['Aviation Accidents, Safety and Disasters', 'AIRLINES AND AIRPLANES', 'Jetpacks']"
U.S. Orders Eviction Moratorium for Most Through Year’s End,2020-09-01,article,News,The C.D.C. action cited the coronavirus risk if tenants are forced into shelters or other crowded quarters. It did not lift their rent obligation.,The New York Times,Business,Business Day,"['Evictions', 'Renting and Leasing (Real Estate)', 'Real Estate and Housing (Residential)', 'Landlords', 'Coronavirus (2019-nCoV)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Executive Orders and Memorandums', 'United States Politics and Government']"
Trump’s False and Misleading Statements About Protests and Violence,2020-09-01,article,News,"The president has wrongly claimed credit for sending in the National Guard. He has also made misleading assertions in attacking his Democratic rival, Joseph R. Biden Jr.",The New York Times,Washington,U.S.,"['Rumors and Misinformation', 'George Floyd Protests (2020)', 'Demonstrations, Protests and Riots', 'Black Lives Matter Movement', 'Police Brutality, Misconduct and Shootings', 'Antifa Movement (US)', 'United States Politics and Government', 'Black People', 'Blacks', 'Presidential Election of 2020', 'Coronavirus (2019-nCoV)']"
"Richard Neal, Powerful House Democrat, Fights Off Challenge From His Left",2020-09-02,article,News,"Mr. Neal had faced a well-funded young progressive, Alex Morse, in a race that typified the tensions between Democratic leadership in Washington and upstart activists on the left.",The New York Times,Politics,U.S.,"['Elections, House of Representatives', 'Primaries and Caucuses']"
Markey Holds Off Joseph Kennedy in Massachusetts Senate Race,2020-09-02,article,News,The result was the first loss by a Kennedy in a Massachusetts election and demonstrated the progressive energy that is reshaping the Democratic Party.,The New York Times,Politics,U.S.,"['Elections, Senate', 'Elections, House of Representatives', 'Green New Deal', 'Primaries and Caucuses', 'United States Politics and Government']"
"In a Changed Kashmir, Moderates Feel Betrayed by India",2020-09-02,article,News,"Those who once preached harmony with New Delhi have not only been imprisoned but continue to be targeted by militants, dampening hopes for a peaceful solution.",The New York Times,Foreign,World,"['Politics and Government', 'Defense and Military Forces', 'Prisons and Prisoners']"
"For the Kremlin, Aleksei Navalny Is a Threat It Cannot Speak Of",2020-09-02,article,News,"President Vladimir V. Putin has never publicly mentioned the opposition leader’s name in 20 years of speeches and interviews. Why? He is “completely out of their control,” which is intolerable, one analyst says.",The New York Times,Foreign,World,"['Politics and Government', 'Assassinations and Attempted Assassinations', 'Corruption (Institutional)']"
"For Successful Aging, Pick Up the Pace or Mix It Up",2020-09-02,article,News,Older people who cycled for exercise walked more efficiently than people whose primary exercise is placid walking.,The New York Times,Well,Well,"['Exercise', 'Running', 'Longevity', 'Age, Chronological', 'Bicycles and Bicycling', 'Mitochondria', 'Elderly']"
"For Kids With O.C.D., Coronavirus Precautions Can Go Too Far",2020-09-02,article,News,How parents can distinguish between hand-washing that is a reasonable reaction to a real threat and something more concerning.,The New York Times,Well,Well,"['Coronavirus Risks and Safety Concerns', 'Obsessive-Compulsive Disorder', 'Coronavirus (2019-nCoV)', 'Children and Childhood', 'Fear (Emotion)', 'Content Type: Service', 'Telemedicine', 'Therapy and Rehabilitation', 'Hygiene and Cleanliness', 'Parenting']"
"To Build Emotional Strength, Expand Your Brain",2020-09-02,article,News,The quest to understand something new is a key factor to building the resilience necessary to weather setbacks and navigate life’s volatility.,The New York Times,SpecialSections,Health,"['Mental Health and Disorders', 'Education', 'Content Type: Service', 'Quarantine (Life and Culture)', 'Psychology and Psychologists']"
Inflation Is Higher Than the Numbers Say,2020-09-02,article,News,"While government statistics say inflation is low, the reality is that the cost of living has risen during the pandemic, especially for poorer Americans.",The New York Times,SundayBusiness,Business Day,"['Inflation (Economics)', 'Prices (Fares, Fees and Rates)', 'Shopping and Retail', 'E-Commerce', 'Delivery Services', 'Shortages', 'Income Inequality', 'United States Economy', 'Coronavirus (2019-nCoV)']"
A New Coronavirus Adviser Roils the White House With Unorthodox Ideas,2020-09-02,article,News,"Dr. Scott Atlas arrived at the White House as a coronavirus contrarian, questioning controls like masks. He has angered top health officials while pushing a suite of disputed policy prescriptions.",The New York Times,Washington,U.S.,"['Coronavirus (2019-nCoV)', 'Masks', 'United States Politics and Government']"
"As Virus Wanes in Florida, a City Battles ‘Pandemic Fatigue’",2020-09-02,article,News,"If ever a place checked almost every box for conditions that put people at risk of the coronavirus, it is Hialeah.",The New York Times,National,U.S.,"['Coronavirus (2019-nCoV)', 'Hispanic-Americans', 'Disease Rates']"
This Is Democrats’ Doomsday Scenario for Election Night,2020-09-02,article,News,"What if early results in swing states on Nov. 3 show President Trump ahead, and he declares victory before heavily Democratic mail-in votes, which he has falsely linked with fraud, are fully counted?",The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Absentee Voting', 'Voter Fraud (Election Fraud)', 'Postal Service and Post Offices', 'States (US)', 'United States Politics and Government']"
Melting Glaciers Are Filling Unstable Lakes. And They’re Growing.,2020-09-02,article,News,"A census of the world’s glacial lakes shows there are more than there used to be, and their water volume is growing.",The New York Times,Science,Science,"['Glaciers', 'Lakes', 'Floods', 'Satellites', 'Global Warming', 'Cloud Computing', 'Research', 'your-feed-science']"
"After 5 Months, N.Y.C. Gyms Reopen. Here’s What to Expect.",2020-09-02,article,News,"Expect less crowds, but no group activities like spin classes or yoga.",The New York Times,Metro,New York,"['Health Clubs', 'Shutdowns (Institutional)', 'Coronavirus Reopenings', 'Coronavirus (2019-nCoV)', 'Exercise', 'Content Type: Service', 'Coronavirus Risks and Safety Concerns']"
