headline,date,doc_type,type_of_material,snippet,source,news_desk,section_name,keywords
Trump Organization Is Charged With Running 15-Year Employee Tax Scheme,2021-07-01,article,News,The company was accused of helping its executives evade taxes on compensation by hiding luxury perks and bonuses.,The New York Times,Metro,New York,"['Tax Evasion', 'United States Politics and Government']"
17 Are Wounded After Seized Explosives Blow Up in Los Angeles,2021-07-01,article,News,"The explosion happened during what was supposed to be a controlled detonation of improvised explosives that the police had confiscated from a residential property, the authorities said.",The New York Times,Express,U.S.,"['Fireworks', 'Explosions (Accidental)', 'Bombs and Explosives']"
Catch up: Nikole Hannah-Jones is granted tenure at U.N.C.,2021-07-01,article,News,,The New York Times,Business,Business Day,[]
Time to increase oil production? OPEC and its allies are unable to decide.,2021-07-01,article,News,"For more than a year, OPEC Plus has kept a tight grip on oil production, helping to lift prices by around 85 percent since November.",The New York Times,Business,Business Day,"['Oil (Petroleum) and Gasoline', 'Production', 'Economic Conditions and Trends']"
Robinhood Looks Beyond Its Big Fine,2021-07-01,article,News,The $70 million punishment clears the deck for the trading app’s I.P.O.,The New York Times,Business,Business Day,"['Antitrust Laws and Competition Issues', 'Initial Public Offerings', 'Wages and Salaries']"
Tropical Storm Elsa Weakens Before Expected Landfall in Florida,2021-07-01,article,News,"The storm is expected to make landfall along the Gulf Coast in northern Florida on Wednesday, bringing heavy rain and gusty winds.",The New York Times,Express,U.S.,['Hurricane Elsa (2021)']
The first open meeting of the F.T.C. under Lina Khan starts with political sparks.,2021-07-01,article,News,"Ms. Khan, the agency’s chair, opened with a statement about the importance of transparency, but the two Republican commissioners pushed back on her approach.",The New York Times,Business,Business Day,['United States Politics and Government']
Rescue work resumed in Surfside after concerns the whole building could fall.,2021-07-01,article,News,Crews had halted their search for survivors of the Champlain Towers South collapse out of safety concerns.,The New York Times,National,U.S.,"['Surfside, Fla, Building Collapse (2021)']"
"Unveiling of Diana Statue Reunites William and Harry, Briefly",2021-07-01,article,News,The estranged princes put aside their differences for a ceremony at Kensington Palace in London on what would have been their mother’s 60th birthday.,The New York Times,Foreign,World,"['Royal Families', 'Monuments and Memorials (Structures)']"
"Crowds for European Championship soccer games are driving infections, the W.H.O. says.",2021-07-01,article,News,"Fans have been amassing in stadiums, pubs and bars to watch the tournament.",The New York Times,Foreign,World,"['Fans (Persons)', 'Soccer', 'Travel Warnings', 'Stadiums and Arenas', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization']"
Homes for Sale in New York and New Jersey,2021-07-01,article,News,"This week’s properties are in Ardsley, N.Y., and Saddle River, N.J.",The New York Times,RealEstate,Real Estate,['Real Estate and Housing (Residential)']
"Homes for Sale in Brooklyn, Queens and Manhattan",2021-07-01,article,News,"This week’s properties are in Boerum Hill, Corona and Carnegie Hill.",The New York Times,RealEstate,Real Estate,['Real Estate and Housing (Residential)']
The I.R.S. had a backlog of 35 million returns by the end of the tax season.,2021-07-01,article,News,The backlog means that millions of Americans could still be waiting for their refunds.,The New York Times,Business,Business Day,"['Federal Taxes (US)', 'Rebates and Refunds', 'Income Tax']"
Krispy Kreme and Didi Chuxing were part of a blockbuster week for public listings.,2021-07-01,article,News,"Nineteen initial public offerings hit the stock market last week, making it the busiest since 2004.",The New York Times,Business,Business Day,"['Venture Capital', 'Initial Public Offerings']"
We Want to Hear from Afghan War Veterans,2021-07-01,article,News,"As the U.S. involvement in Afghanistan draws to a close, The New York Times is asking service members and veterans who served there to share their stories.",The New York Times,Foreign,World,"['United States Defense and Military Forces', 'Afghanistan War (2001- )', 'internal-essential']"
Scouting Groups Report Losing About 1.7 Million Members During Pandemic,2021-07-01,article,News,"The Boy Scouts have lost more than half of its members since 2019, while enrollment in the Girl Scouts dropped by 30 percent in one year, the groups estimated.",The New York Times,Express,U.S.,"['Coronavirus (2019-nCoV)', 'Bankruptcies', 'Compensation for Damages (Law)', 'Youth', 'Sex Crimes', 'Child Abuse and Neglect', 'Suits and Litigation (Civil)', 'Men and Boys', 'Women and Girls', 'Quarantine (Life and Culture)']"
Supreme Court Upholds Arizona Voting Restrictions,2021-07-01,article,News,"The decision, a test of what remains of the Voting Rights Act, suggests that challenges to many new measures making it harder to vote may not be successful.",The New York Times,Washington,U.S.,"['Decisions and Verdicts', 'Voting Rights Act (1965)', 'Voter Registration and Requirements', 'Voter Fraud (Election Fraud)', 'Minorities', 'Discrimination', 'United States Politics and Government', 'State Legislatures']"
Supreme Court Backs Donor Privacy for California Charities,2021-07-01,article,News,The 6-to-3 decision held that a state requirement infringed on the First Amendment. The court’s liberal members suggested it could erode disclosure laws for political campaigns.,The New York Times,Washington,U.S.,"['Decisions and Verdicts', 'Philanthropy', 'First Amendment (US Constitution)', 'Freedom of Speech and Expression', 'Campaign Finance']"
Arctic’s ‘Last Ice Area’ May Be Less Resistant to Global Warming,2021-07-01,article,News,"The region, which could provide a last refuge for polar bears and other Arctic wildlife that depends on ice, is not as stable as previously thought, according to a new study.",The New York Times,Climate,Climate,"['Global Warming', 'Oceans and Seas', 'Research', 'Ice']"
Stolen Picasso and Mondrian Paintings Found Stashed in a Ravine in Greece,2021-07-01,article,News,"Ending a long-running mystery, a construction worker guided the police to the hiding place after admitting he had taken the works in a daring one-man raid on the National Gallery in Athens in 2012.",The New York Times,Foreign,World,"['Art', 'Museums', 'Robberies and Thefts']"
Joe Rogan Is Too Big to Cancel,2021-07-01,article,News,"He’s now one of the most consumed media products on the planet. His Spotify deal, estimated at $100 million, speaks to the allure of making audiences feel they’re in on something subversive.",The New York Times,SundayBusiness,Business Day,"['Comedy and Humor', 'Content Type: Personal Profile', 'Podcasts']"
"Virus Surges in Myanmar, Where Generals Control Vaccines",2021-07-01,article,News,"With doctors and other health care workers already on strike to protest the coup, Myanmar’s health care system may buckle under the outbreak.",The New York Times,Foreign,World,"[""Coups D'Etat and Attempted Coups D'Etat"", 'Defense and Military Forces', 'Disease Rates', 'Coronavirus (2019-nCoV)', 'Politics and Government', 'Vaccination and Immunization', 'Hospitals', 'Deaths (Fatalities)', 'Strikes']"
Meghan McCain says she’s leaving ‘The View.’,2021-07-01,article,News,"After a sometimes stormy four-year run, the show’s conservative voice announces her departure.",The New York Times,Business,Business Day,"['Television', 'Coronavirus (2019-nCoV)']"
Frontline Health Care Workers Aren’t Feeling the ‘Summer of Joy’,2021-07-01,article,News,"Doctors and nurses are reeling from new Covid cases, staff burnout and the prolonged stress of dealing with the pandemic.",The New York Times,Science,Health,"['Nursing and Nurses', 'Workplace Hazards and Violations', 'Coronavirus (2019-nCoV)', 'Hospitals', 'Vaccination and Immunization', 'Post-Traumatic Stress Disorder', 'Summer (Season)', 'Grief (Emotion)', 'your-feed-healthcare']"
"‘Crucial Time’ for Cloud Gaming, Which Wants to Change How You Play",2021-07-01,article,News,"Facebook, Microsoft and Amazon are ramping up offerings on a platform that lets people enjoy high-quality games on any device.",The New York Times,Business,Technology,"['Computer and Video Games', 'Computers and the Internet', 'Cloud Computing', 'Software', 'Mobile Applications', 'Xbox (Video Game System)', 'Innovation']"
U.S. Proposal for 15% Global Minimum Tax Wins Support From 130 Countries,2021-07-01,article,News,"A 15 percent minimum tax rate would generate $150 billion in additional tax revenue each year, the Organization for Economic Cooperation and Development said.",The New York Times,Business,Business Day,"['Corporate Taxes', 'Corporations', 'International Trade and World Market', 'Politics and Government', 'E-Commerce']"
Indoor smoking returns in Atlantic City casinos on the Fourth of July.,2021-07-01,article,News,Smoking on gambling floors has not been permitted since casinos reopened a year ago because of concerns the exhaled vapor could spread the coronavirus.,The New York Times,Metro,New York,"['Casinos', 'Smoking and Tobacco', 'Independence Day (US) (July 4)', 'Coronavirus (2019-nCoV)']"
"After Biden Meets Putin, U.S. Exposes Details of Russian Hacking Campaign",2021-07-01,article,News,"The revelations, which dealt with a Russian espionage campaign, came after President Biden demanded that President Vladimir V. Putin rein in more destructive ransomware attacks.",The New York Times,Washington,U.S.,"['Cyberwarfare and Defense', 'Espionage and Intelligence Services', 'United States Politics and Government', 'United States International Relations', 'US Federal Government Data Breach (2020)', 'Russian Interference in 2016 US Elections and Ties to Trump Associates']"
Why Didn’t Microsoft Die?,2021-07-01,article,News,"Microsoft made epic mistakes for years, but it’s again one of the tech world’s superstars.",The New York Times,Business,Technology,"['Computers and the Internet', 'Software', 'Antitrust Laws and Competition Issues']"
Here’s How Biden Aims to Increase Electric Car Sales,2021-07-01,article,News,"The president wants to use pollution rules to rapidly lift sales, but there are hurdles ahead.",The New York Times,Climate,Climate,"['Global Warming', 'Greenhouse Gas Emissions', 'Automobiles', 'Electric and Hybrid Vehicles', 'Fuel Efficiency', 'United States Politics and Government', 'Infrastructure (Public Works)', 'Automobile Service and Charging Stations', 'Air Pollution', 'Organized Labor', 'Environment']"
Democrats Brace for a Narrower Path to Challenge New Voting Laws,2021-07-01,article,News,The Supreme Court’s ruling on Thursday involving Arizona voting laws appeared to limit the options for voting rights groups to mount legal challenges to restrictive new measures being passed in Republican-controlled states.,The New York Times,Politics,U.S.,"['Voter Registration and Requirements', 'Decisions and Verdicts', 'Suits and Litigation (Civil)', 'Voting Rights Act (1965)', 'Law and Legislation']"
Canada Goose’s Image Is Challenged by Union Effort,2021-07-01,article,News,"Production of the company’s parkas was once fully unionized, but labor organizers say the owners have taken a harder line in recent years.",The New York Times,Business,Business Day,"['Organized Labor', 'Collective Bargaining', 'Fashion and Apparel', 'Factories and Manufacturing', 'Wages and Salaries']"
Air France-KLM urges the U.S. to drop travel restrictions on Europeans.,2021-07-01,article,News,U.S. airlines have been enjoying a summer rebound. But the industry in Europe is struggling.,The New York Times,Business,Business Day,"['AIRLINES AND AIRPLANES', 'Travel Warnings', 'Travel and Vacations', 'Politics and Government', 'Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Vaccination and Immunization']"
Robinhood Reveals Rising Revenue and a $1.4 Billion Loss,2021-07-01,article,News,"The stock-trading app unveiled its initial public offering prospectus on Thursday, pulling back the curtain on its financial performance for the first time.",The New York Times,Business,Technology,"['Venture Capital', 'Mobile Applications', 'Stocks and Bonds', 'Company Reports', 'Computers and the Internet']"
Budget Deficit Projected to Hit $3 Trillion as Pandemic Spending Buoys Economy,2021-07-01,article,News,"Stimulus spending will help fuel economic growth and erase pandemic job losses, according to a new report from the Congressional Budget Office.",The New York Times,Business,Business Day,"['Federal Budget (US)', 'United States Economy', 'Stimulus (Economic)', 'Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Inflation (Economics)']"
"The Delta variant is not driving a surge in hospitalization rates in England, health data shows.",2021-07-01,article,News,"Although the number of coronavirus infections has risen sharply in recent weeks, hospitalization rates remain low.",The New York Times,Science,Health,"['Disease Rates', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)']"
Prominent Women Call for Tech Giants to Act Against Online Harassment,2021-07-01,article,News,"The signatories included the tennis champion Billie Jean King, and the actors Thandiwe Newton, Ashley Judd and Emma Watson.",The New York Times,Foreign,World,"['Cyberharassment', 'Women and Girls', 'Computers and the Internet', 'Social Media']"
"Wally Funk, Trailblazing Female Pilot, Will Join Jeff Bezos on Spaceflight",2021-07-01,article,News,"At 82, Ms. Funk will become the oldest person ever to go to space. In the 1960s, she was part of a test program to determine whether women were fit for space.",The New York Times,Express,Science,"['Women and Girls', 'Space and Astronomy', 'Private Spaceflight', 'Age, Chronological']"
Woman Who Falsely Accused Black Teen in SoHo Is Charged With Hate Crime,2021-07-01,article,News,"The charges against the woman, Miya Ponsetto, stem from an episode at a New York City hotel where she tackled a teenager who she wrongly said had taken her phone.",The New York Times,Metro,New York,"['Black People', 'Blacks', 'Assaults', 'Hate Crimes', 'Robberies and Thefts']"
"House, Setting a Marker for Talks, Passes $715 Billion Infrastructure Bill",2021-07-01,article,News,"House Democrats loaded their infrastructure measure with climate change spending, staking out a contrast with the Senate’s bipartisan bill that President Biden has embraced.",The New York Times,Washington,U.S.,"['Law and Legislation', 'Infrastructure (Public Works)', 'American Jobs Plan (2021)', 'United States Politics and Government', 'Bridges and Tunnels', 'Transportation', 'Water', 'Global Warming', 'Green New Deal', 'Earmarks (Finance)', 'States (US)']"
Biden meets with families of victims in Surfside: ‘We’re here for you as one nation.’,2021-07-01,article,News,President Biden on Thursday offered impassioned remarks in a hotel ballroom filled with the families of some of those who died or remain missing.,The New York Times,National,U.S.,"['Surfside, Fla, Building Collapse (2021)']"
"Homeland Security Watchdog Delayed Inquiry, Complaint Says",2021-07-01,article,News,"The department’s inspector general delayed looking into a retaliation complaint by a former intelligence chief until after the 2020 election, according to officials and a whistle-blower.",The New York Times,Washington,U.S.,"['Inspectors General', 'Whistle-Blowers', 'Ethics and Official Misconduct', 'Appointments and Executive Changes', 'United States Politics and Government']"
Restaurant Grant Program Ends in a Cloud of Errors and Confusion,2021-07-01,article,News,"More than 100,000 business owners got help from the relief effort, but 265,000 were turned away — some after awards were rescinded.",The New York Times,Business,Business Day,"['Restaurants', 'Small Business', 'American Rescue Plan (2021)', 'Banking and Financial Institutions', 'Federal Aid (US)', 'United States Politics and Government', 'Bars and Nightclubs']"
"Anheuser-Busch still plans to offer free beer, via gift card, during the July 4 weekend.",2021-07-01,article,News,The White House recently acknowledged that President Biden did not expect to meet his self-imposed deadline of 70 percent of U.S. adults at least partly vaccinated by July 4.,The New York Times,National,U.S.,"['Independence Day (US) (July 4)', 'Vaccination and Immunization', 'Beer', 'Coronavirus (2019-nCoV)']"
Coronavirus Briefing: What Happened Today,2021-07-01,article,News,Our colleague in Auckland describes her lockdown whiplash.,The New York Times,NYTNow,U.S.,"['Disease Rates', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Shortages']"
Heat-Related Death Toll Climbs to Nearly 100 in Washington State and Oregon,2021-07-01,article,News,"The heat wave in parts of the Pacific Northwest played a role in the deaths of dozens of people, some of whom lived alone.",The New York Times,National,U.S.,"['Heatstroke', 'Deaths (Fatalities)', 'Heat and Heat Waves']"
Britney Spears’s case leads 2 senators to question the country’s conservatorship systems.,2021-07-01,article,News,The move could signal the beginning of a legislative effort to overhaul the system.,The New York Times,Washington,U.S.,"['United States Politics and Government', 'Wills and Estates', 'Elder Abuse']"
Legal Threats Hover Over Trump as He Hints at a 2024 Bid,2021-07-01,article,News,"As the former president weighs another run for the White House, he’s confronting various investigations and lawsuits. Here’s a rundown.",The New York Times,Politics,U.S.,"['Suits and Litigation (Civil)', 'United States Politics and Government', 'Presidential Election of 2024', 'Federal Taxes (US)', 'Tax Evasion']"
What We Know About the Trump Organization Indictment,2021-07-01,article,News,"Charges against the former president’s company and a top executive, explained.",The New York Times,Metro,New York,"['United States Politics and Government', 'Trump Tax Returns', 'Tax Evasion', 'Income Tax', 'Corporate Taxes', 'Frauds and Swindling']"
"Pandemic Lockdowns Aided Predators Worldwide, Especially Online, U.S. Says",2021-07-01,article,News,"The number of cases of online sex exploitation, including of children, appeared to skyrocket last year as people spent more time on computers.",The New York Times,Washington,U.S.,"['Coronavirus (2019-nCoV)', 'Human Trafficking', 'Forced Labor', 'Prostitution', 'Child Abuse and Neglect', 'Computers and the Internet', 'United States Politics and Government', 'Sex Crimes', 'Uighurs (Chinese Ethnic Group)']"
"Office Vacancies Soar in New York, a Dire Sign for the City’s Recovery",2021-07-01,article,News,Nearly 19 percent of all office space in Manhattan has no tenants — the highest on record — as companies shed leases and embrace remote work.,The New York Times,Metro,New York,"['Real Estate (Commercial)', 'Relocation of Business', 'Economic Conditions and Trends', 'Coronavirus (2019-nCoV)', 'Renting and Leasing (Real Estate)', 'Telecommuting', 'Coronavirus Reopenings']"
"Give Africa greater access to buy vaccines, a special envoy urges the European Union.",2021-07-01,article,News,"“We are not asking for donations — in fact, we have money to buy vaccines,” said the official, Strive Masiyiwa. “Vaccines are not expensive, certainly when it comes to the lives of our people.”",The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Shortages', 'Disease Rates', 'Politics and Government', 'International Trade and World Market']"
"With the Delta variant spreading, Portugal brings back curfews.",2021-07-01,article,News,"The decision comes as countries are forced to revisit earlier moves to reopen their societies, even as hospitalizations and deaths remain far lower than in earlier waves of the pandemic.",The New York Times,Foreign,World,['Coronavirus (2019-nCoV)']
Trump Was Not Indicted. But the Charges Still Threaten Him.,2021-07-01,article,News,"The criminal case against the former president’s business could deliver a blow to his finances, and he remains the focus of a broader investigation in New York.",The New York Times,Metro,New York,"['Federal Taxes (US)', 'Tax Evasion']"
"J.D. Vance, ‘Hillbilly Elegy’ Author, Is Running for Senate in Ohio",2021-07-01,article,News,The author and venture capitalist will vie for the Republican nomination in one of the most wide-open 2022 Senate races.,The New York Times,Politics,U.S.,"['Elections, Senate', 'United States Politics and Government', 'Content Type: Personal Profile']"
"Cheney Agrees to Join Jan. 6 Inquiry, Drawing Threats of G.O.P. Retribution",2021-07-01,article,News,Speaker Nancy Pelosi’s decision to offer a slot to the Wyoming Republican was an effort to bring a veneer of bipartisanship to an investigation the G.O.P. has denounced as one-sided.,The New York Times,Washington,U.S.,"['Storming of the US Capitol (Jan, 2021)', 'Appointments and Executive Changes', 'United States Politics and Government', 'Presidential Election of 2020', 'Rumors and Misinformation', 'Fringe Groups and Movements', 'Demonstrations, Protests and Riots']"
California finally has a date for Gov. Gavin Newsom’s recall election. It’s Sept. 14.,2021-07-01,article,News,"The date, just 75 days away, is the soonest that county officials said they could manage to pull together a special election.",The New York Times,National,U.S.,"['Politics and Government', 'Elections, Governors', 'Coronavirus (2019-nCoV)', 'Elections, California Gubernatorial Recall (2021)']"
‘We’re Here for You’: Biden Meets With Florida Families Amid ‘Unbearable’ Wait,2021-07-01,article,News,The president said chances were fading that anyone else would be found alive under the mass of concrete and steel left by a collapsed condominium.,The New York Times,Washington,U.S.,"['Surfside, Fla, Building Collapse (2021)', 'Accidents and Safety', 'United States Politics and Government', 'Deaths (Fatalities)']"
Military and V.A. Struggle With Vaccination Rates in Their Ranks,2021-07-02,article,News,"President Biden could legally require members of the military to get vaccinated, but so far he has declined to do so.",The New York Times,Washington,U.S.,"['Coronavirus (2019-nCoV)', 'Disease Rates', 'Vaccination and Immunization', 'United States Defense and Military Forces', 'United States Politics and Government', 'Veterans', 'Workplace Hazards and Violations']"
Merrick Garland pauses federal executions a year after his predecessor resumed them.,2021-07-02,article,News,"As a candidate, President Biden said that he would work to abolish federal executions and incentivize states to follow suit.",The New York Times,Washington,U.S.,"['Capital Punishment', 'United States Politics and Government', 'Attorneys General']"
Collapse Wasn’t First for Inspector Who Said Tower Seemed in ‘Good Shape’,2021-07-02,article,News,"The chief building official of Surfside, Fla., had worked in at least six South Florida cities. The collapse of a 13-story condo tower prompted a review of his work in at least one city.",The New York Times,National,U.S.,"['Surfside, Fla, Building Collapse (2021)', 'Buildings (Structures)', 'Building (Construction)', 'Accidents and Safety', 'Engineering and Engineers', 'Regulation and Deregulation of Industry']"
"Johnson & Johnson Vaccine Protects Against Delta Variant, Company Reports",2021-07-02,article,News,"The vaccine also produced long-lasting immune responses, researchers said. Booster shots seem unnecessary, at least for now.",The New York Times,Science,Health,"['Clinical Trials', 'Vaccination and Immunization', 'Immune System', 'Coronavirus (2019-nCoV)', 'your-feed-science']"
No Charges for Honolulu Police Officers Who Fatally Shot South African Man,2021-07-02,article,News,"The death of Lindani Myeni became a cause célèbre in South Africa, intensifying criticism there of racism in the United States and a feeling of solidarity with African Americans.",The New York Times,Express,U.S.,"['Attacks on Police', 'Police Brutality, Misconduct and Shootings', 'Black People', 'Blacks', 'Murders, Attempted Murders and Homicides', 'Black Lives Matter Movement']"
Richard Branson Will Try to Beat Jeff Bezos to Space With July 11 Flight,2021-07-02,article,News,"The Virgin Galactic founder hopes to edge out, by nine days, Blue Origin’s first flight with a crew aboard.",The New York Times,Science,Science,"['Private Spaceflight', 'Rocket Science and Propulsion', 'Space and Astronomy']"
Teenager in ‘Slender Man’ Stabbing Is Ordered Released From Mental Hospital,2021-07-02,article,News,"Anissa Weier does not pose a threat to herself or others, a judge said, ruling in a case involving an attack on a 12-year-old by 12-year-old friends.",The New York Times,Express,U.S.,"['Murders, Attempted Murders and Homicides', 'Mental Health and Disorders', 'Women and Girls']"
Manhattan Real Estate Finally Bounces Back to Normal,2021-07-02,article,News,"The volume of sales surges back to pre-pandemic levels, but prices are up just slightly.",The New York Times,RealEstate,Real Estate,"['Real Estate and Housing (Residential)', 'Quarantine (Life and Culture)', 'Prices (Fares, Fees and Rates)']"
"125,000 Absentee Ballots Will Likely Decide New York’s Next Mayor",2021-07-02,article,News,"It’s a tight Democratic primary race between Eric Adams, Kathryn Garcia and Maya Wiley, and the winner will hinge on absentee ballots. Here’s what to know.",The New York Times,Metro,New York,"['Elections, Mayors', 'Absentee Voting', 'Ranked-Choice Voting', 'Voting and Voters', 'Primaries and Caucuses']"
"Labour Holds On to U.K. Parliament Seat, Easing Pressure on Its Leader",2021-07-02,article,News,"The election this week of the sister of Jo Cox, a lawmaker who was killed in 2016, was seen as a victory for Labour’s leader in a region where Prime Minister Boris Johnson’s Conservatives had made big inroads.",The New York Times,Foreign,World,"['Elections', 'Politics and Government', 'Legislatures and Parliaments']"
Australia’s Path Out of the Pandemic: Will It Make You Scream With Anger or Joy?,2021-07-02,article,News,The prime minister has finally acknowledged that Australia will eventually have to learn to live with Covid.,The New York Times,Foreign,World,"['Politics and Government', 'Vaccination and Immunization', 'Travel Warnings', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings']"
"U.S. Leaves Its Last Afghan Base, Effectively Ending Operations",2021-07-02,article,News,"With little fanfare, Bagram Air Base — once the military’s nerve center — was handed over to the Afghans, after nearly 20 years of waging war from the hub.",The New York Times,Foreign,World,"['Afghanistan War (2001- )', 'United States Defense and Military Forces', 'Military Bases and Installations', 'Defense and Military Forces', 'United States International Relations', 'United States Politics and Government']"
One Buyer Takes Two Full-Floor Apartments at 220 Central Park South,2021-07-02,article,News,"The units, on the 60th and 61st floors, sold for a combined $157.5 million, the biggest residential transaction so far in 2021.",The New York Times,RealEstate,Real Estate,"['Real Estate and Housing (Residential)', 'Luxury Goods and Services']"
Higher Inflation Ahead? Maybe. But Don’t Even Try to Predict It.,2021-07-02,article,News,"Consumers, economists and bond traders often attempt to forecast inflation, but we really are walking in the dark.",The New York Times,SundayBusiness,Business Day,"['Inflation (Economics)', 'Stocks and Bonds', 'Content Type: Service', 'Asset Allocation (Personal Finances)', 'Consumer Price Index', 'Research']"
Bezos’ Exit Is One of Many Among Amazon’s Top Ranks,2021-07-02,article,News,An unusual number of vice presidents are leaving for prominent jobs at public companies or high-growth start-ups.,The New York Times,Business,Technology,"['Appointments and Executive Changes', 'Computers and the Internet', 'Cloud Computing', 'E-Commerce']"
"Yes, the Board of Elections Is a Mess. But There’s a Bigger Problem.",2021-07-02,article,News,"In one of the most consequential primaries in decades, more than two-thirds of eligible New Yorkers didn’t bother to vote. Can that be fixed?",The New York Times,Metropolitan,New York,"['Primaries and Caucuses', 'Voting and Voters', 'Elections, Mayors']"
