headline,date,doc_type,type_of_material,snippet,source,news_desk,section_name,keywords
"Barbecues, Birthdays and Tangos: New York Parks Are Bustling Again",2021-06-01,article,News,"While Memorial Day is the unofficial start to summer in the city, New Yorkers have already been filling the city’s green spaces, celebrating the joy of being together.",The New York Times,Metro,New York,"['Parks and Other Recreation Areas', 'Summer (Season)', 'Coronavirus (2019-nCoV)']"
Some U.S. states have higher vaccination rates inside prisons than outside.,2021-06-01,article,News,Many states are slow to vaccinate incarcerated people despite the high risk of outbreaks in prisons and jails. But some are doing better with inmates than with the wider public.,The New York Times,National,U.S.,"['internal-essential', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Prisons and Prisoners']"
Add ‘Climate Hazards’ to Your Home-Buyer’s Checklist,2021-06-01,article,News,"Maps and other data are now available to help buyers analyze the risks of fires, floods and other disasters when searching for a new house.",The New York Times,RealEstate,Real Estate,"['Real Estate and Housing (Residential)', 'Floods', 'Disasters and Emergencies', 'Weather', 'Hurricanes and Tropical Storms', 'Global Warming', 'Insurance', 'Maps']"
"Have Three Children? No Way, Many Chinese Say.",2021-06-01,article,News,"Intense workplace competition, inadequate child care and widespread job discrimination against pregnant women have made childbearing an unappealing prospect for many.",The New York Times,Foreign,World,"['Birth Rates', 'Discrimination', 'Women and Girls', ""Women's Rights"", 'Parenting', 'Pregnancy and Childbirth', 'Family Leaves', 'Politics and Government']"
Belgium Recalls Ambassador Whose Wife Slapped a Shop Clerk in Seoul,2021-06-01,article,News,The Belgian embassy in South Korea said it would recall its ambassador because he could no longer work in a “serene way” after his wife slapped a shop assistant in Seoul.,The New York Times,Express,World,['Fashion and Apparel']
"Sri Lanka, Facing ‘Worst’ Marine Disaster, Investigates Cargo Ship Fire",2021-06-01,article,News,"A fire has raged on a cargo ship off the coast of Sri Lanka for 12 days, sending toxic chemicals and tons of plastic into the country’s waters and polluting its beaches.",The New York Times,Foreign,World,"['Maritime Accidents and Safety', 'Freight (Cargo)', 'Fires and Firefighters', 'Hazardous and Toxic Substances', 'Water Pollution', 'Oil Spills', 'Ships and Shipping', 'Beaches', 'Plastics']"
California’s Monarch Butterflies Are Down 99%. Can This Plant Help?,2021-06-01,article,News,"A coalition of conservation groups have partnered with the state to add 30,000 milkweed plants in an attempt to restore the species’ population.",The New York Times,Express,Science,"['Butterflies and Moths', 'Flowers and Plants', 'Endangered and Extinct Species']"
OPEC Plus agrees to add production as oil prices climb.,2021-06-01,article,News,"The member states of the Organization of the Petroleum Exporting Countries and allied producers like Russia confirmed a plan to increase output in June and July, reflecting growing demand for petroleum.",The New York Times,Business,Business Day,"['Oil (Petroleum) and Gasoline', 'Prices (Fares, Fees and Rates)']"
"With most adults vaccinated and case numbers low, Israel removes many restrictions.",2021-06-01,article,News,"About 81 percent of Israel’s adult population has been fully vaccinated. People must still wear masks in closed, public spaces.",The New York Times,Foreign,World,"['internal-essential', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization']"
Pope Widens Church Law to Target Sexual Abuse of Adults by Priests and Laity,2021-06-01,article,News,"The new rules explicitly criminalize the sexual exploitation of adults by priests who abuse their authority, and the changes also apply to laypeople with power in the church.",The New York Times,Foreign,World,"['Sex Crimes', 'Sexual Harassment', 'Child Abuse and Neglect', 'Priests', 'Clergy']"
When Work Takes a Toll on Mental Health,2021-06-01,article,News,Tennis stars and regular people alike struggle with wellness at work.,The New York Times,Business,Business Day,"['Mental Health and Disorders', 'French Open (Tennis)', 'Vaccination and Immunization', 'Discrimination']"
Here’s what happened in markets today.,2021-06-01,article,News,"Economic data is improving, but manufacturers are struggling to meet rising demand, which could add to inflationary pressures.",The New York Times,Business,Business Day,"['Economic Conditions and Trends', 'United States Economy', 'Oil (Petroleum) and Gasoline', 'Factories and Manufacturing']"
Covid has killed over 5 percent of lawmakers in Congo’s Parliament.,2021-06-01,article,News,"The rising toll comes as the country struggles with a difficult vaccine rollout, the presence of other deadly diseases and eruption of one of the world’s most dangerous volcanoes.",The New York Times,Foreign,World,"['internal-essential', 'Coronavirus (2019-nCoV)', 'Legislatures and Parliaments', 'Epidemics', 'Vaccination and Immunization', 'Deaths (Fatalities)']"
Seven European countries begin issuing a digital Covid certificate for travel.,2021-06-01,article,News,"The European Union plans to roll them out to all member states by July 1, and to eventually make them available to travelers from outside the bloc.",The New York Times,Foreign,World,"['internal-essential', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Quarantine (Life and Culture)']"
Recent Commercial Real Estate Transactions,2021-06-01,article,News,Recent commercial real estate transactions in New York.,The New York Times,Business,Business Day,"['Real Estate and Housing (Residential)', 'Real Estate (Commercial)']"
"E.E.O.C. Says Companies Can Mandate Vaccines, but Few Push Ahead",2021-06-01,article,News,The agency reminded employers to consider the fact that access to the vaccine was not yet equitably distributed.,The New York Times,Business,Business Day,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Labor and Jobs', 'Workplace Hazards and Violations']"
Krispy Kreme reveals its plans for an initial public offering trading as DNUT.,2021-06-01,article,News,"The company’s sales grew 17 percent to $1.1 billion its last fiscal year. Losses nearly doubled, to $60 million.",The New York Times,Business,Business Day,"['Doughnuts', 'Initial Public Offerings', 'Company Reports']"
Western States Sizzle Under Triple-Digit Temperatures,2021-06-01,article,News,"Temperatures in parts of California could reach well above 100 on Wednesday, and areas across Nevada and Washington State will continue to see sweltering conditions.",The New York Times,Express,U.S.,"['Weather', 'Global Warming']"
Biden unveiled a plan to help Black businesses and homeowners during his visit to Tulsa.,2021-06-01,article,News,The initiative includes a pledge to boost federal contracts to minority-owned businesses and a rollback of Trump-era actions that hamstrung fair housing laws.,The New York Times,Washington,U.S.,"['Discrimination', 'Black People', 'Blacks', 'United States Politics and Government', 'Real Estate and Housing (Residential)', 'Segregation and Desegregation']"
Moderna applies for full F.D.A. approval for its Covid vaccine.,2021-06-01,article,News,The company’s application follows the move by Pfizer and BioNTech to seek full approval last month. The vaccines already have emergency use authorization in the United States.,The New York Times,Science,Science,"['internal-essential', 'Vaccination and Immunization', 'Drugs (Pharmaceuticals)', 'Regulation and Deregulation of Industry', 'Coronavirus (2019-nCoV)']"
"Magic Tricks May Fool You, but These Birds Can See Through Them",2021-06-01,article,News,A small experiment using sleights of hand and illusions offers insights into how birds and people perceive the world.,The New York Times,Science,Science,"['Birds', 'Magic and Magicians', 'Animal Cognition', 'Research', 'your-feed-science', 'your-feed-animals']"
Mafia Killer Who Became a Turncoat Is Released From Prison in Italy,2021-06-01,article,News,"Giovanni Brusca completed 25 years in prison for murder, including the killings of Giovanni Falcone, an anti-mafia crusader, and a 14-year-old boy he dissolved in acid. He later became an informant.",The New York Times,Foreign,World,"['Informers', 'Organized Crime', 'Murders, Attempted Murders and Homicides']"
The Human Toll of Bearing Witness,2021-06-01,article,News,Smartphone videos are tools for bearing witness and holding the powerful to account. But they come at a cost.,The New York Times,Business,Technology,"['Black Lives Matter Movement', 'Police Brutality, Misconduct and Shootings', 'Black People', 'Blacks', 'Video Recordings, Downloads and Streaming']"
"‘SpongeBob’ and ‘Transformers’ Cost U.S. Taxpayers $4 Billion, Study Says",2021-06-01,article,News,A new report details ViacomCBS’s use of a labyrinthine tax shelter to sell rights to its shows and films overseas.,The New York Times,Business,Business Day,"['Tax Shelters', 'Corporate Taxes', 'Media', 'Intellectual Property', 'Law and Legislation', 'International Trade and World Market', 'SpongeBob SquarePants (Cartoon Character)', 'Movies', 'Television']"
Ini Archibong: What We Believe About Storytelling,2021-06-01,article,News,"In the rarefied world of art and luxury design, our stories help us negotiate a complex dynamic between personal beliefs and public expectations.",The New York Times,SpecialSections,Special Series,"['Luxury Goods and Services', 'Design']"
Supreme Court Rules on Tribal Police and Immigrants’ Testimony,2021-06-01,article,News,"In unanimous decisions, the justices refused to suppress evidence found by a tribal officer and rejected a presumption in favor of immigrants’ credibility.",The New York Times,Washington,U.S.,"['Immigration and Emigration', 'Decisions and Verdicts', 'Native Americans', 'Asylum, Right of', 'Appeals Courts (US)']"
Editor of JAMA Leaves After Outcry Over Colleague’s Remarks on Racism,2021-06-01,article,News,Dr. Howard Bauchner will step down after another editor suggested “taking racism out of the conversation” on a journal podcast.,The New York Times,Science,Health,"['Race and Ethnicity', 'Appointments and Executive Changes', 'Doctors', 'Academic and Scientific Journals', 'your-feed-science']"
‘You Feel Goose Bumps’: The Push to Preserve Where Wilde Was Jailed for Being Gay,2021-06-01,article,News,"Activists are trying to preserve the prison he was sent to after his conviction for “indecency,” saying his life is an important part of Britain’s history.",The New York Times,Foreign,World,"['Historic Buildings and Sites', 'Homosexuality and Bisexuality', 'Theater', 'Books and Literature']"
"Florida’s Democratic agricultural commissioner, Nikki Fried, announces her bid for governor.",2021-06-01,article,News,"Ms. Fried is hoping to emerge as the Democratic Party’s strongest candidate to unseat Gov. Ron DeSantis, a popular Republican.",The New York Times,Politics,U.S.,"['Elections, Governors', 'Politics and Government']"
The World Health Organization authorizes the Sinovac vaccine for emergency use.,2021-06-01,article,News,"The clearance means that the vaccine could be distributed as part of Covax, the global effort to share shots with hard-hit, undersupplied nations.",The New York Times,Foreign,World,"['internal-essential', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization']"
Why Could Boris Johnson Marry in a Catholic Church?,2021-06-01,article,News,"The British prime minister was married twice before, but the church didn’t recognize those unions because they were not Catholic.",The New York Times,Foreign,World,[]
The Discovery chief David Zaslav greets his WarnerMedia troops.,2021-06-01,article,News,A company name is unveiled — Warner Bros. Discovery . And a tagline to go with it: “The stuff that dreams are made of.”,The New York Times,Business,Business Day,"['Mergers, Acquisitions and Divestitures', 'Movies', 'Cable Television']"
Biden Suspends Drilling Leases in Arctic National Wildlife Refuge,2021-06-01,article,News,"The decision blocks, for now, oil and gas drilling in one of the largest tracts of undeveloped wilderness in the United States.",The New York Times,Climate,Climate,"['Wilderness Areas', 'Oil (Petroleum) and Gasoline', 'Drilling and Boring', 'Federal Lands', 'Global Warming', 'United States Politics and Government']"
Ransomware Disrupts Meat Plants in Latest Attack on Critical U.S. Business,2021-06-01,article,News,"All of JBS’s beef plants in the U.S. were shuttered on Tuesday, and many of its pork and poultry plants were affected, according to a union and Facebook posts meant for employees.",The New York Times,Business,Business Day,"['Poultry', 'Meatpacking Plants and Slaughterhouses', 'Computers and the Internet', 'Meat', 'Cyberattacks and Hackers', 'Extortion and Blackmail', 'Computer Security', 'Cyberwarfare and Defense']"
Coronavirus Briefing: What Happened Today,2021-06-01,article,News,Return-to-office shots.,The New York Times,NYTNow,U.S.,['Coronavirus (2019-nCoV)']
"With Homicides Rising, Cities Brace for a Violent Summer",2021-06-01,article,News,"Homicide rates in large cities were up more than 30 percent on average last year, and up another 24 percent for the beginning of this year, according to criminologists.",The New York Times,National,U.S.,"['Murders, Attempted Murders and Homicides', 'Summer (Season)', 'Coronavirus (2019-nCoV)', 'Memorial Day']"
"As Israelis Await Netanyahu’s Fate, Palestinians Seize a Moment of Unity",2021-06-01,article,News,"Seeing little hope for major change from a new Israeli government, Palestinians are focused on an internal generational shift toward a campaign for rights and justice.",The New York Times,Foreign,World,"['Palestinians', 'War and Armed Conflicts', 'Elections']"
"‘Contested, Heated Culture Wars’ Mark Ultraconservative Texas Session",2021-06-01,article,News,"This was the session that pushed Texas further to the right, at a time when it seemed least likely to do so — as the state becomes younger, less white and less Republican.",The New York Times,National,U.S.,"['State Legislatures', 'Law and Legislation', 'Politics and Government', 'Conservatism (US Politics)']"
"Biden Recognizes Pride Month, Vowing to Fight for L.G.B.T.Q. Rights",2021-06-01,article,News,"The official recognition is a turnabout from the policies of President Donald J. Trump, who refused to acknowledge the celebration.",The New York Times,Washington,U.S.,"['United States Politics and Government', 'Homosexuality and Bisexuality', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Defense of Marriage Act (1996)', 'Transgender and Transsexuals', 'Executive Orders and Memorandums', 'Civil Rights and Liberties']"
"A tabloid publisher will pay a $187,500 F.E.C. penalty for its Trump hush-money payment.",2021-06-01,article,News,But Donald Trump faces no further investigation or penalties related to the 2016 payment to a former Playboy model by the publisher of The National Enquirer.,The New York Times,Washington,U.S.,['Campaign Finance']
Biden Promises Tulsa Massacre Survivors Their Story Will Be ‘Known in Full View’,2021-06-01,article,News,"The president, who has made racial equity and justice central themes of his administration, was in Tulsa, Okla., to commemorate a painful part of the country’s history.",The New York Times,Washington,U.S.,"['Tulsa Race Riot (1921)', 'Black People', 'Blacks', 'United States Politics and Government']"
Anti-Government Activist in Belarus Stabs Himself in Courtroom,2021-06-01,article,News,"Before his apparent suicide attempt, Stepan Latypov said he had been tortured and his family threatened, amid President Alexander G. Lukashenko’s efforts to stifle dissent.",The New York Times,Foreign,World,"['Political Prisoners', 'Demonstrations, Protests and Riots', 'Torture', 'Human Rights and Human Rights Violations', 'Politics and Government']"
"On Vaccine Mandates, the G.O.P. Isn’t on Its Own Anymore",2021-06-01,article,News,Support for vaccine passports has once again fallen along partisan lines — but it isn’t as divisive as other pandemic precautions.,The New York Times,Politics,U.S.,"['Vaccination Proof and Immunization Records', 'Vaccination and Immunization', 'United States Politics and Government', 'Polls and Public Opinion']"
Michael Flynn suggested at a QAnon-affiliated event that a coup should happen in the U.S.,2021-06-01,article,News,"At the same event, Representative Louie Gohmert, a Republican from Texas, repeated a widely debunked claim that right-wing extremists were not solely responsible for the Capitol riot.",The New York Times,Washington,U.S.,"['United States Politics and Government', 'Fringe Groups and Movements', ""Coups D'Etat and Attempted Coups D'Etat"", 'QAnon']"
Elephant Trunks: Is There Anything They Can’t Do?,2021-06-01,article,News,A new study highlights the impressive biomechanics and suction power of an elephant’s most defining appendage.,The New York Times,Science,Science,"['Elephants', 'Animal Behavior', 'Conservation of Resources', 'Anatomy and Physiology', 'Robots and Robotics', 'Research', 'your-feed-science', 'your-feed-animals']"
Biden Assigns Harris Another Difficult Role: Protecting Voting Rights,2021-06-01,article,News,"The vice president has added another, and a politically thorny, problem to her growing portfolio.",The New York Times,Washington,U.S.,"['Voter Registration and Requirements', 'Law and Legislation', 'United States Politics and Government']"
N.Y.C. Mayor’s Race Tightens Ahead of Crucial In-Person Debate,2021-06-01,article,News,Democratic hopefuls sharpened attack lines as they tried to draw contrasts on critical issues like policing and the city’s economic recovery.,The New York Times,Metro,New York,"['Elections, Mayors', 'Debates (Political)', 'Primaries and Caucuses']"
"Want to Win $5 Million? Get Vaccinated, New Mexico Says.",2021-06-01,article,News,"As states scramble to persuade people to get coronavirus vaccines, New Mexico announces one of the biggest cash awards as an incentive.",The New York Times,Express,U.S.,"['States (US)', 'Vaccination and Immunization', 'Contests and Prizes', 'Coronavirus (2019-nCoV)']"
"Melanie Stansbury, a Democrat, Cruises in New Mexico House Race",2021-06-02,article,News,Ms. Stansbury won a landslide victory in a special election to fill the seat vacated by Interior Secretary Deb Haaland. The result was heartening for national Democrats.,The New York Times,Politics,U.S.,"['Elections, House of Representatives', 'United States Politics and Government', 'Crime and Criminals']"
Police Chief Who Threatened Facebook Critic With False Arrest Will Plead Guilty,2021-06-02,article,News,"Brian Buglio, the police chief in West Hazleton, Pa., agreed to resign as part of a plea agreement, according to court records.",The New York Times,Express,U.S.,"['Police Brutality, Misconduct and Shootings', 'False Arrests, Convictions and Imprisonments', 'Civil Rights and Liberties', 'Social Media', 'Threats and Threatening Messages']"
Why China’s Most-Hated Internet Company Decided to Play Nice,2021-06-02,article,News,Tencent’s popularity may help it avoid trouble with Beijing. But its vast power could still squelch innovation in the world’s largest online market.,The New York Times,Business,Technology,"['Antitrust Laws and Competition Issues', 'Regulation and Deregulation of Industry', 'Computers and the Internet', 'Instant Messaging', 'Politics and Government', 'E-Commerce', 'Mobile Applications', 'Social Media', 'Venture Capital', 'Entrepreneurship', 'Fines (Penalties)']"
Fires Sink Iran’s Largest Warship and Ravage Big Refinery,2021-06-02,article,News,"The double fire raised suspicions that Iran was once again a sabotage target, as diplomacy to resurrect the nuclear deal advanced.",The New York Times,Foreign,World,"['Defense and Military Forces', 'Ships and Shipping', 'Maritime Accidents and Safety', 'Fires and Firefighters', 'Refineries', 'Sabotage (Crime)', 'Espionage and Intelligence Services', 'United States International Relations', 'Nuclear Weapons']"
The Lazy Person’s Guide to Domestic Equality,2021-06-02,article,News,"No lists, no charts.",The New York Times,Parenting,Parenting,"['Parenting', 'Marriages']"
Exploring the City on Two Feet or Two Wheels,2021-06-02,article,News,"After a remarkably sedentary year, this might be the time to explore New York City’s hiking and biking trails.",The New York Times,Metro,New York,"['Parks and Other Recreation Areas', 'Bicycles and Bicycling', 'Hikes and Hiking', 'Summer (Season)']"
The Longevity Benefit of a Physically Demanding Job,2021-06-02,article,News,"Men who had physically strenuous jobs lived, on average, about a year longer than those who were deskbound.",The New York Times,Well,Well,"['Exercise', 'Labor and Jobs', 'Longevity', 'Heart', 'Deaths (Fatalities)']"
2 Leading Manhattan D.A. Candidates Face the Trump Question,2021-06-02,article,News,Alvin Bragg and Tali Farhadian Weinstein both had dealings with President Donald J. Trump’s administration that Mr. Trump could try to use against them.,The New York Times,Metro,New York,"['Elections, District Attorneys', 'Courts and the Judiciary']"
"For Many Workers, Change in Mask Policy Is a Nightmare",2021-06-02,article,News,"After a shift by the C.D.C., employers withdrew mask policies that workers felt were protecting them from unvaccinated customers.",The New York Times,Business,Business Day,"['Workplace Hazards and Violations', 'Masks', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Shopping and Retail', 'Supermarkets and Grocery Stores', 'United States Politics and Government']"
"‘Come On In, Boys’: A Wave of the Hand Sets Off Spain-Morocco Migrant Fight",2021-06-02,article,News,"Spanish officials say Morocco increasingly sees migrants as currency for financial and political gains after it let up to 12,000 flood into a Spanish enclave in North Africa over two days.",The New York Times,Foreign,World,"['Illegal Immigration', 'Politics and Government', 'Defense and Military Forces', 'International Relations', 'Demonstrations, Protests and Riots', 'Middle East and Africa Migrant Crisis']"
Here Are America’s Top Methane Emitters. Some Will Surprise You.,2021-06-02,article,News,Oil and gas giants are selling off their most-polluting operations to small private companies. Most manage to escape public scrutiny.,The New York Times,Climate,Climate,"['Global Warming', 'Greenhouse Gas Emissions', 'Methane', 'Oil (Petroleum) and Gasoline', 'Natural Gas', 'Hydraulic Fracturing', 'Private Equity']"
Portugal Is Riding a Boom in Bicycles,2021-06-02,article,News,"To meet a jump in demand, the country’s bike-making industry is building new factories, hiring workers and dealing with parts shortages.",The New York Times,Business,World,"['Bicycles and Bicycling', 'International Trade and World Market', 'Factories and Manufacturing', 'Customs (Tariff)', 'Labor and Jobs', 'Coronavirus (2019-nCoV)']"
"Upended by the Pandemic, Haute Chefs Move Into Hotels",2021-06-02,article,News,Hotels not necessarily known for fine dining are drawing award-winning chefs seeking opportunities for reinvention.,The New York Times,Business,Travel,"['Restaurants', 'Chefs', 'Hotels and Travel Lodgings', 'Travel and Vacations', 'Quarantine (Life and Culture)']"
"The Promise and Pressures of Deb Haaland, the First Native American Cabinet Secretary",2021-06-02,article,News,"As interior secretary, Ms. Haaland runs an agency once responsible for eradicating the homes, the culture and often the lives of Indigenous people.",The New York Times,Washington,U.S.,"['Native Americans', 'Federal Lands', 'Land Use Policies', 'United States Politics and Government', 'Content Type: Personal Profile', 'audio-neutral-informative']"
They Kept Schools Running as Covid Raged: ‘We Had to Be Here’,2021-06-02,article,News,"Last year, one million students and their teachers emptied out of New York City’s school buildings as the pandemic took hold of the city. These are the staff members who stayed.",The New York Times,Metro,New York,"['Coronavirus Reopenings', 'Teachers and School Employees', 'Education (K-12)', 'Content Type: Personal Profile', 'audio-positive-happy']"
"Sparta, N.J.: Lakeside Living With an Alpine Vibe",2021-06-02,article,News,Fifty miles from Times Square is a lakefront community with a boardwalk and a picturesque downtown. And the market is just as hot as you’d expect.,The New York Times,RealEstate,Real Estate,['Real Estate and Housing (Residential)']
The pandemic boom in bicycles is a boon to Portugal’s manufacturers.,2021-06-02,article,News,,The New York Times,Foreign,World,['internal-essential']
"When Covid raged in New York, these people helped keep the schools running.",2021-06-02,article,News,,The New York Times,Foreign,World,['internal-essential']
"A man in China is found to have H10N3 bird flu, a reminder of a continued ‘concern for pandemic flu.’",2021-06-02,article,News,The World Health Organization said that such an infection was “a vivid reminder that the threat of an influenza pandemic is persistent.”,The New York Times,Foreign,World,"['internal-essential', 'Avian Influenza', 'Birds', 'Influenza']"
"Spared for Months, Vietnam Faces a Wave of New Infections",2021-06-02,article,News,The nation has prided itself on containing the coronavirus. But an outbreak at a church in Ho Chi Minh City and the emergence of a deadly new variant suggest its luck may be running out.,The New York Times,Foreign,World,"['Disease Rates', 'Ministers (Protestant)', 'Coronavirus (2019-nCoV)', 'Quarantines']"
