headline,date,doc_type,type_of_material,snippet,source,news_desk,section_name,keywords
"As China Strengthens Grip on Hong Kong, Taiwan Sees a Threat",2020-07-01,article,News,The sweeping new security law in Hong Kong has further eroded what little support there was in Taiwan for unifying with the mainland.,The New York Times,Foreign,World,"['Politics and Government', 'Defense and Military Forces', 'Secession and Independence Movements', 'International Relations']"
"U.S. Reports Nearly 50,000 New Coronavirus Cases, Another Single-Day Record",2020-07-01,article,News,"New Zealand’s health minister resigned. As nations try to rebuild their economies, many economists say that Europe may have the edge over the U.S.",The New York Times,National,World,"['Coronavirus (2019-nCoV)', 'Disease Rates']"
It Isn’t Summer Without Hydrangeas,2020-07-01,article,News,But they’re not all created equal. Here are some uncommon varieties you may not have considered.,The New York Times,AtHome,Real Estate,"['Real Estate and Housing (Residential)', 'Gardens and Gardening', 'Flowers and Plants', 'Content Type: Service']"
An Epic Reversal of Fortune,2020-07-01,article,News,"The stock market recorded its best quarter in decades, and the biggest quarter-to-quarter swing since 1932.",The New York Times,Business,Business Day,"['United States Economy', 'Coronavirus (2019-nCoV)', 'Masks', 'Protective Clothing and Gear', 'Mergers, Acquisitions and Divestitures', 'Coronavirus Reopenings', ""Standard & Poor's 500-Stock Index""]"
Biden Says Trump ‘Waved the White Flag’,2020-07-01,article,News,The Democratic challenger goes on offense over the coronavirus: This is your morning tip sheet.,The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings']"
Stock Markets Edge Higher,2020-07-01,article,News,The latest on stock market and business news during the coronavirus outbreak.,The New York Times,Business,Business Day,"['Coronavirus (2019-nCoV)', ""Standard & Poor's 500-Stock Index"", 'Economic Conditions and Trends', 'United States Economy', 'Stocks and Bonds']"
"In Hong Kong, Arrests and Fear Mark First Day of New Security Law",2020-07-01,article,News,"Protesters deleted social media accounts, as formerly allowed speech suddenly became a potential crime. The chill over the city has booksellers, professors and nonprofits questioning their future.",The New York Times,Foreign,World,"['Politics and Government', 'Hong Kong Protests (2019)', 'News and News Media', 'Human Rights and Human Rights Violations', 'Freedom of Speech and Expression', 'Freedom of the Press', 'Book Trade and Publishing']"
"As New NAFTA Takes Effect, Much Remains Undone",2020-07-01,article,News,"The beginning of a new trade deal does not signal an end to trade disputes between United States, Canada and Mexico.",The New York Times,Washington,Business Day,"['United States International Relations', 'United States-Mexico-Canada Agreement', 'Politics and Government', 'Labor and Jobs', 'International Trade and World Market', 'North American Free Trade Agreement']"
"$360,000 Homes in Rhode Island, Michigan and Pennsylvania",2020-07-01,article,News,"A Dutch colonial-style house in Westerly, a condo in a converted commercial building in Grand Rapids and a goat farm in Lancaster County.",The New York Times,RealEstate,Real Estate,['Real Estate and Housing (Residential)']
Air Force Pilot Killed in South Carolina Crash Is Identified,2020-07-01,article,News,"First Lt. David Schmitz was the only person on board the F-16 fighter jet, according to the Shaw Air Force Base.",The New York Times,Express,U.S.,"['Military Aircraft', 'Deaths (Fatalities)', 'Aviation Accidents, Safety and Disasters']"
"House Hunting on Anguilla: An Oceanfront Retreat for $985,000",2020-07-01,article,News,"With a tiny market and a new residency-by-investment program, the British island is trying to make itself an alternative to pricier neighbors.",The New York Times,RealEstate,Real Estate,['Real Estate and Housing (Residential)']
Fox News Fires Ed Henry Over Sexual Misconduct Claim,2020-07-01,article,News,A lawyer for the veteran Washington correspondent and anchor said Mr. Henry “is confident that he will be vindicated.”,The New York Times,Business,Business Day,"['Television', 'News and News Media', 'Sexual Harassment', 'Workplace Hazards and Violations', 'Appointments and Executive Changes']"
Police Clear Seattle’s Protest ‘Autonomous Zone’,2020-07-01,article,News,The so-called Capitol Hill Organized Protest area was taken over by protesters after the death of George Floyd in Minneapolis. It was the site of at least four shootings last month.,The New York Times,National,U.S.,"['George Floyd Protests (2020)', 'Black Lives Matter Movement', 'Police Reform', 'Police']"
"N.Y. Officials Halt Indoor Dining, Alarmed by Virus Rise in Other States",2020-07-01,article,News,"Indoor dining in New York City had been expected to resume on Monday. Now, a return to summer normalcy will have to wait a little longer.",The New York Times,Metro,New York,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Shutdowns (Institutional)', 'Restaurants', 'Bars and Nightclubs', 'Politics and Government']"
The Fear Factor: Bringing the Beijing Treatment to Hong Kong,2020-07-01,article,News,"With the passage of the national security law, pro-democracy activists face the same dilemma as their mainland counterparts: choosing between fear and their ideals.",The New York Times,Business,World,"['Political Prisoners', 'Politics and Government', 'Hong Kong Protests (2019)']"
How to Make Your Tech Last Longer,2020-07-01,article,News,"In a pandemic-induced recession, it’s more important than ever to take care of our smartphones and other gadgets.",The New York Times,Business,Technology,"['Content Type: Service', 'Mobile Applications', 'Batteries', 'Computers and the Internet', 'Smartphones', 'Tools', 'Android (Operating System)', 'iPhone', 'Laptop Computers', 'Do It Yourself']"
"In Japan, the Message of Anti-Racism Protests Fails to Hit Home",2020-07-01,article,News,A view that institutional racism is a faraway problem is keeping the country from more fully confronting entrenched discrimination.,The New York Times,Foreign,World,"['Race and Ethnicity', 'Discrimination', 'George Floyd Protests (2020)', 'Black Lives Matter Movement', 'Black People', 'Blacks', 'Foreign Workers', 'Immigration and Emigration']"
"It’s July 4, but the Firework Shows Won’t Go On",2020-07-01,article,News,As many as 80 percent of the holiday fireworks displays in large cities and small towns have been canceled because of the pandemic.,The New York Times,Business,Business Day,"['Fireworks', 'Independence Day (US) (July 4)', 'Coronavirus (2019-nCoV)', 'Quarantines', 'States (US)']"
Who Will Recover Faster From the Virus? Europe or the U.S.?,2020-07-01,article,News,"The United States, with its readiness to fire and hire, normally bounces back faster after a recession. This time, though, Europe’s model may be better.",The New York Times,Foreign,World,"['United States Economy', 'Labor and Jobs', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Recession and Depression', 'Coronavirus (2019-nCoV)', 'Layoffs and Job Reductions', 'Politics and Government', 'Unemployment Insurance', 'Unemployment', 'Wages and Salaries']"
Hong Kong’s New Weapon Against Protesters: A Purple Warning Flag,2020-07-01,article,News,"The police have long used color-coded banners to warn demonstrators, but the wording on the new flag was a stark reminder of the drastic changes.",The New York Times,Foreign,World,"['Flags, Emblems and Insignia', 'Hong Kong Protests (2019)', 'Secession and Independence Movements']"
How Mount Rushmore Became Mount Rushmore,2020-07-01,article,News,"The South Dakota landmark has drawn criticism over the land it occupies, the main sculptor behind it and the legacies of the men it memorializes.",The New York Times,Express,U.S.,"['Monuments and Memorials (Structures)', 'Race and Ethnicity', 'Native Americans', 'Black People', 'Blacks', 'Presidents and Presidency (US)', 'Indigenous People', 'National Parks, Monuments and Seashores']"
The ‘Rocket Ship’ Economic Recovery Is Crashing,2020-07-01,article,News,Real-time data suggest a quick resurgence of business activity is leveling off nationally — and reversing in states like Arizona and Texas.,The New York Times,Business,Business Day,"['United States Economy', 'Recession and Depression', 'Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Coronavirus Reopenings', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Layoffs and Job Reductions', 'Labor and Jobs', 'Small Business', 'Unemployment']"
Another Reason to Cut Down on Plastics,2020-07-01,article,News,"Also this week, face masks for the environmentally conscious",The New York Times,Climate,Climate,"['Global Warming', 'Plastics', 'Coronavirus (2019-nCoV)', 'Masks', 'Protective Clothing and Gear']"
A Lost Dog’s Brief Stint as Brazil’s Presidential Mascot,2020-07-01,article,News,"A white dog, found near the presidential palace, soon became the presidential mascot, and an Instagram star. But his brief brush with fame came to a quick end — though a happy one.",The New York Times,Foreign,World,"['Dogs', 'Mascots']"
Suspension From European Airspace Is Latest Blow to Pakistan’s Troubled Airline,2020-07-01,article,News,"Pakistan International Airlines has come under fire after a May 22 crash that left 97 people dead, with an inquiry underway into 150 pilots’ credentials.",The New York Times,Foreign,World,"['Aviation Accidents, Safety and Disasters', 'AIRLINES AND AIRPLANES', 'Pilots']"
"College Democrats, Citing Racism, Force Change in Leadership",2020-07-01,article,News,"After a Black executive board member described racism and classism in the leadership ranks of the College Democrats of America, the president of the organization resigned.",The New York Times,Politics,U.S.,"['Appointments and Executive Changes', 'Boards of Directors', 'Colleges and Universities', 'Black People', 'Blacks', 'Discrimination', 'Race and Ethnicity']"
"Bogus Ideas Have Superspreaders, Too",2020-07-01,article,News,Internet companies should treat people with big followings differently.,The New York Times,NewsDesk,Technology,"['Social Media', 'Celebrities', 'Rumors and Misinformation', 'Cyberharassment', 'Discrimination']"
Federal Judge Strikes Down Trump Administration’s Asylum Rule,2020-07-01,article,News,A federal judge has ruled that a regulation that effectively barred many asylum seekers from obtaining protection in the United States violated federal law. It is the latest in a string of defeats.,The New York Times,Washington,U.S.,"['Immigration and Emigration', 'Illegal Immigration', 'Asylum, Right of', 'Decisions and Verdicts', 'Deferred Action for Childhood Arrivals']"
Arrest Is Made in Connection With Missing Fort Hood Soldier,2020-07-01,article,News,"A second suspect killed himself on Tuesday, the Army said. The family of Pfc. Vanessa Guillen called for a congressional investigation into her disappearance in April.",The New York Times,Express,U.S.,"['Missing Persons', 'United States Defense and Military Forces', 'Sexual Harassment']"
"Netanyahu’s Annexation Day Arrives, but All That Emerges Is Delay",2020-07-01,article,News,"Boris Johnson, the British prime minister, added his voice to the chorus of foreign leaders opposing any unilateral annexation of the occupied West Bank.",The New York Times,Foreign,World,"['Palestinians', 'Presidential Election of 2020']"
Researchers Debate Infecting People on Purpose to Test Coronavirus Vaccines,2020-07-01,article,News,"The technique, called a human challenge trial, has been used to evaluate other vaccines.",The New York Times,Science,Health,"['Clinical Trials', 'Vaccination and Immunization', 'Coronavirus Risks and Safety Concerns', 'Coronavirus (2019-nCoV)', 'Research', 'your-feed-healthcare']"
Here’s What Recovery From Covid-19 Looks Like for Many Survivors,2020-07-01,article,News,"Continuing shortness of breath, muscle weakness, flashbacks, mental fogginess and other symptoms may plague patients for a long time.",The New York Times,Science,Health,"['Coronavirus (2019-nCoV)', 'Hospitals', 'Therapy and Rehabilitation', 'Respiratory Distress Syndrome', 'your-feed-healthcare', 'Content Type: Service', 'Chronic Condition (Health)']"
Germany Disbands Special Forces Group Tainted by Far-Right Extremists,2020-07-01,article,News,"For years, far-right extremists were tolerated inside Germany’s most elite military unit. An underground bunker of explosives has woken the authorities to an alarming problem.",The New York Times,Foreign,World,"['Defense and Military Forces', 'Politics and Government', 'Neo Nazi Groups', 'Draft and Recruitment (Military)', 'Fringe Groups and Movements']"
"White House Dismisses Reports of Bounties, but Is Silent on Russia",2020-07-01,article,News,"Robert C. O’Brien, the national security adviser, told Fox News that President Trump knew nothing about the reports because the briefer “decided not to” share unverified intelligence with him.",The New York Times,Washington,U.S.,"['United States International Relations', 'Afghanistan War (2001- )', 'United States Defense and Military Forces', 'Targeted Killings', 'Espionage and Intelligence Services', 'United States Politics and Government']"
Federal Officials Turn to a New Testing Strategy as Infections Surge,2020-07-01,article,News,"Millions of additional coronavirus tests may be processed with “pooling,” enabling widespread surveillance as the country struggles to reopen.",The New York Times,Science,Health,"['Coronavirus (2019-nCoV)', 'Tests (Medical)', 'Shortages', 'Disease Rates', 'Laboratories and Scientific Equipment', 'your-feed-science']"
He Says a Union Fired Him Over His Push for Police Reform,2020-07-01,article,News,"A clash at a Maryland local shows the tensions in a labor movement whose ranks include law enforcement officers along with many nonwhite, nonpolice members.",The New York Times,Business,Business Day,"['Police Reform', 'Police Brutality, Misconduct and Shootings', 'Organized Labor', 'Police', 'Law and Legislation', 'Minorities']"
Late Action on Virus Prompts Fears Over Safety of U.S. Diplomats in Saudi Arabia,2020-07-01,article,News,Surging outbreaks in the U.S. Embassy and the kingdom and quiet congressional pressure led the State Department belatedly to allow voluntary departures. Some demand more action.,The New York Times,Washington,U.S.,"['Coronavirus (2019-nCoV)', 'United States International Relations', 'United States Politics and Government', 'Workplace Hazards and Violations', 'Diplomatic Service, Embassies and Consulates', 'Disease Rates']"
Congress Extends Small-Business Loan Program for 5 Weeks,2020-07-01,article,News,"The House cleared the extension, which would give companies more time to apply for pandemic relief loans, sending it to the White House for President Trump’s signature.",The New York Times,Washington,U.S.,"['Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Federal Aid (US)', 'Small Business', 'United States Politics and Government', 'Law and Legislation', 'Shutdowns (Institutional)', 'Coronavirus Reopenings', 'Coronavirus (2019-nCoV)', 'United States Economy']"
The Fed Sets Out Many Reasons to Worry About the Economy,2020-07-01,article,News,"Minutes from the Federal Reserve’s June meeting show that officials remained seriously concerned, even as states reopened.",The New York Times,Business,Business Day,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Interest Rates', 'Consumer Behavior', 'Banking and Financial Institutions', 'Inflation (Economics)', 'Unemployment', 'United States Economy']"
"Amid Virus Surge, Republicans Abruptly Urge Masks Despite Trump’s Resistance",2020-07-01,article,News,Masks became a political cause for some in the early months of the pandemic. A growing set of Republican leaders are suddenly pushing Americans to wear them.,The New York Times,National,U.S.,"['Masks', 'Coronavirus (2019-nCoV)', 'Governors (US)']"
3-Story Building in Brooklyn That Housed Gym Suddenly Collapses,2020-07-01,article,News,"The building’s owner had been fined at least eight times for violations, most recently for a “dangerously bulging” side. One minor injury was reported.",The New York Times,Metro,New York,"['Buildings (Structures)', 'Accidents and Safety']"
The Young Cut Loose in Myrtle Beach. The Virus Followed Them Home.,2020-07-01,article,News,A popular spring break and summertime destination on the South Carolina coast is linked to clusters of coronavirus cases among teenagers and young adults in several states.,The New York Times,National,U.S.,"['Coronavirus (2019-nCoV)', 'Travel and Vacations', 'Youth', 'Beaches', 'Summer (Season)', 'Coronavirus Reopenings', 'Disease Rates']"
House Passes $1.5 Trillion Infrastructure Package Amid Coronavirus Pandemic,2020-07-01,article,News,Democrats cited the pandemic to argue for a plan that was about double the size of the one they proposed earlier this year.,The New York Times,Washington,U.S.,"['United States Politics and Government', 'Infrastructure (Public Works)', 'Coronavirus (2019-nCoV)', 'Green New Deal']"
When Was the First Time a Woman in Your Family Voted?,2020-07-01,article,News,We want to hear your stories as we mark the 100th anniversary of the 19th Amendment.,The New York Times,SpecialSections,U.S.,"['Nineteenth Amendment (US Constitution)', 'Women and Girls', ""Women's Rights""]"
"Reeling From a Surge in Cases, California Closes Bars for Most Residents",2020-07-01,article,News,"With hospitalizations up by more than 50 percent in the past two weeks, the governor ordered many indoor operations closed. Other states are also slowing their reopening plans.",The New York Times,National,U.S.,"['Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Disease Rates', 'Quarantines', 'Politics and Government']"
Life Without Parole for Detroit Man Who Killed 2 Gay Men and a Transgender Woman,2020-07-01,article,News,The victims were part of what the Human Rights Campaign has called an “epidemic of violence” against L.G.B.T.Q. people in the United States.,The New York Times,Express,U.S.,"['Hate Crimes', 'Murders, Attempted Murders and Homicides', 'Transgender and Transsexuals']"
"Biden Outraises Trump for Second Straight Month, With $141 Million June Haul",2020-07-01,article,News,"Hours after President Trump’s campaign announced an enormous cash influx of $131 million last month, Joe Biden’s team said it had brought in even more.",The New York Times,Politics,U.S.,"['Campaign Finance', 'Presidential Election of 2020']"
"Tell-All Book on Trump Can Move Forward Pending Hearing, Judge Rules",2020-07-01,article,News,"The decision reversed a lower court’s ruling that had temporarily halted publication of the book by the president’s niece, but it didn’t address whether she violated a confidentiality agreement.",The New York Times,Washington,U.S.,"['Suits and Litigation (Civil)', 'Books and Literature', 'Book Trade and Publishing', 'Nondisclosure Agreements']"
"Slotkin, Former Intelligence Briefer, Presses White House on Russia Reports",2020-07-01,article,News,The experience of Representative Elissa Slotkin as an intelligence official told her there was something very unusual in the way the White House handled disturbing reports on Russia.,The New York Times,Washington,U.S.,"['United States Defense and Military Forces', 'United States Politics and Government', 'Espionage and Intelligence Services', 'United States International Relations']"
"In Wisconsin, Every Ruling on Voting Counts",2020-07-01,article,News,Two critical court decisions gave both parties hope in a state where election margins are often razor thin.,The New York Times,Politics,U.S.,"['Voter Registration and Requirements', 'Presidential Election of 2020']"
"PG&E, Troubled California Utility, Emerges From Bankruptcy",2020-07-01,article,News,"The company, which has a new board and chief executive, said it had put $5.4 billion and its stock in a trust for victims of wildfires started by its equipment.",The New York Times,Business,Business Day,"['Wildfires', 'Bankruptcies', 'Appointments and Executive Changes']"
Private and Religious School Backers See Broad Victory in Supreme Court Decision,2020-07-01,article,News,The court drew its decision narrowly when ruling against a Montana tax break that excluded religious schools. But denominational school advocates will push a broad application.,The New York Times,Washington,U.S.,"['Private and Sectarian Schools', 'Education (K-12)', 'Vouchers', 'Tuition', 'Decisions and Verdicts', 'United States Politics and Government', 'Freedom of Religion', 'Religion-State Relations', 'States (US)']"
"Afghan Contractor Handed Out Russian Cash to Kill Americans, Officials Say",2020-07-01,article,News,"A small-time businessman became a key middleman for bounties on coalition troops in Afghanistan, U.S. intelligence reports say. Friends saw him grow rich, but didn’t know how.",The New York Times,Foreign,World,"['Afghanistan War (2001- )', 'United States Defense and Military Forces', 'Espionage and Intelligence Services', 'United States International Relations', 'United States Politics and Government']"
"Four Top Tech C.E.O.s Will Testify in Antitrust Inquiry, Panel Says",2020-07-01,article,News,"The hearing this month would be a central moment in the continuing backlash against the power of Amazon, Facebook, Alphabet and Apple.",The New York Times,Business,Technology,"['United States Politics and Government', 'Antitrust Laws and Competition Issues', 'Computers and the Internet']"
Trump Attacks a Suburban Housing Program. Critics See a Play for White Votes.,2020-07-01,article,News,Proponents of the policy saw the move as an attempt to shore up the president’s sagging support among white suburban voters by stoking racial division.,The New York Times,Washington,U.S.,"['Real Estate and Housing (Residential)', 'Suburbs', 'Discrimination', 'Race and Ethnicity', 'United States Politics and Government']"
HUD Rule Would Dismantle Protections for Homeless Transgender People,2020-07-01,article,News,Homeless shelters would have the right to turn away transgender people from single-sex facilities that correspond to their gender identity.,The New York Times,Washington,U.S.,"['Discrimination', 'Transgender and Transsexuals', 'Homeless Persons', ""Women's Rights"", 'United States Politics and Government', 'Women and Girls']"
A Massachusetts City Decides to Recognize Polyamorous Relationships,2020-07-02,article,News,"The city of Somerville has broadened the definition of domestic partnership to include relationships between three or more adults, expanding access to health care.",The New York Times,National,U.S.,"['Health Insurance and Managed Care', 'Families and Family Life', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships']"
U.S. Watchdog’s Report Faults Boeing’s Disclosures on 737 Max Software,2020-07-02,article,News,"Boeing has completed a series of test flights, but a return to the skies will depend on more safety milestones.",The New York Times,Business,Business Day,"['AIRLINES AND AIRPLANES', 'Boeing 737 Max Groundings and Safety Concerns (2019)']"
Party Guests Wouldn’t Talk After 9 Tested Positive. Then Subpoenas Came.,2020-07-02,article,News,"Rushing to contain a coronavirus cluster tied to a big party in a New York City suburb, officials turned to an unusual legal strategy.",The New York Times,Metro,New York,"['Parties (Social)', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Contact Tracing (Public Health)', 'Subpoenas']"
"It Paid Doctors Kickbacks. Now, Novartis Will Pay a $678 Million Settlement.",2020-07-02,article,News,"The pharmaceutical company spent more than $100 million on lavish meals, fishing junkets, golf outings, sporting events and speaker fees to influence doctors to prescribe its drugs, federal prosecutors said.",The New York Times,Express,Business Day,"['Drugs (Pharmaceuticals)', 'Suits and Litigation (Civil)', 'Bribery and Kickbacks', 'Doctors', 'Diabetes', 'Frauds and Swindling', 'Medicare', 'Speeches and Statements']"
Miami Police Move to Fire Officer Who Struck Woman in Face,2020-07-02,article,News,"The termination process “has been initiated,” the director of the Miami-Dade Police Department said one day after the episode.",The New York Times,Express,U.S.,"['Police', 'Police Brutality, Misconduct and Shootings']"
U.K. Grants Asylum to Ex-Consulate Worker Who Told of Torture in China,2020-07-02,article,News,"Simon Cheng was held during the height of the Hong Kong protests last year, and his treatment highlighted concerns about China’s legal system.",The New York Times,Foreign,World,"['Politics and Government', 'Hong Kong Protests (2019)', 'International Relations']"
"Inquiry Prompted by Trump’s Hurricane Dorian Claim Is Being Blocked, Investigator Says",2020-07-02,article,News,"The Commerce Department is impeding findings into whether it coerced the top NOAA official to support President Trump’s inaccurate claim that Dorian would hit Alabama, the department’s inspector general said.",The New York Times,Climate,Climate,"['Global Warming', 'Environment', 'Greenhouse Gas Emissions', 'Hurricane Dorian (2019)', 'United States Politics and Government', 'Inspectors General', 'Hurricanes and Tropical Storms']"
How Berkshire Hathaway May Have Been Snookered in Germany,2020-07-02,article,News,"A unit of Warren Buffett’s empire paid an inflated price for a pipe maker that used fake sales to look profitable, an arbitration panel concluded. The firm was close to bankruptcy.",The New York Times,Business,Business Day,"['ARBITRATION, CONCILIATION AND MEDIATION', 'Mergers, Acquisitions and Divestitures', 'Frauds and Swindling']"
