headline,date,doc_type,type_of_material,snippet,source,news_desk,section_name,keywords
Biden Faces a Balancing Act in Choosing Top Aides With Business Ties,2020-12-01,article,News,"Jeffrey Zients, a candidate to lead the administration’s coronavirus response team, is arousing resistance from some progressive Democrats.",The New York Times,Washington,U.S.,"['Presidential Transition (US)', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Content Type: Personal Profile']"
Reinventing Workers for the Post-Covid Economy,2020-12-01,article,News,"Especially in service industries, old jobs may not be coming back. Training programs are aiming to provide skills for more resilient occupations.",The New York Times,Business,Business Day,"['Hiring and Promotion', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Coronavirus (2019-nCoV)', 'Vocational Training', 'Labor and Jobs', 'Layoffs and Job Reductions', 'Careers and Professions', 'United States Economy', 'Shutdowns (Institutional)']"
How to Pretend You’re in Tokyo,2020-12-01,article,News,"That Tokyo trip will have to wait for the millions of people who canceled flights and hotel bookings. But there are ways to bring you closer to this sometimes impenetrable, always fascinating, city.",The New York Times,Travel,Travel,"['Travel and Vacations', 'Cooking and Cookbooks', 'Restaurants', 'Music', 'Video Recordings, Downloads and Streaming', 'Movies', 'Books and Literature', 'Pop and Rock Music']"
Who Will Get the Coronavirus Vaccine First?,2020-12-01,article,News,"We answer that and other important questions about the distribution, safety and availability of the shots.",The New York Times,Science,Health,"['your-feed-science', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Drugs (Pharmaceuticals)', 'Elderly']"
‘Georgia Is Not New York’: Progressives Adapt Efforts for Senate Runoffs,2020-12-01,article,News,"The two Democrats running in Georgia don’t share the far-reaching policy goals of their party’s left flank, but progressives are still trying to help them — with modified messages.",The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'United States Politics and Government', 'Elections, Senate', 'Green New Deal']"
That Home You Made With Your Ex? ‘Say Goodbye to Everything’,2020-12-01,article,News,"As one architect discovered after a failed relationship, the best way forward is sometimes getting rid of most of what you own.",The New York Times,RealEstate,Real Estate,"['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Home Repairs and Improvements', 'Furniture', 'Dating and Relationships', 'ARCHITECTURE']"
"In Nagorno-Karabakh Peace Deal, Putin Applied a Deft New Touch",2020-12-01,article,News,"The iron-fisted tactics used against Georgia and Ukraine seem to have fallen out of favor, replaced by a more subtle blend of soft power and an implicit military threat.",The New York Times,Foreign,World,"['Peace Process', 'War and Armed Conflicts', 'International Relations']"
"Goodbye, Blazers; Hello, ‘Coatigans.’ Women Adjust Attire to Work at Home.",2020-12-01,article,News,"With many professional women working remotely, their notions of work wear have transformed, shaking up businesses that have sought to outfit them for the office.",The New York Times,Business,Business Day,"['Telecommuting', 'Fashion and Apparel', 'Quarantine (Life and Culture)', 'Workplace Environment', 'Suits (Apparel)', 'Women and Girls']"
"Vaccines are coming, but pandemic experts expect a ‘horrible’ winter.",2020-12-01,article,News,,The New York Times,Science,World,['internal-essential']
"The World in a Vise: Sounding the Alarm on China, Then Running for Shelter",2020-12-01,article,News,"When Australia’s leader demanded an apology for a tweet by a Chinese official, his response reflected the insecurities facing many countries in dealing with China.",The New York Times,Foreign,World,"['International Trade and World Market', 'United States International Relations']"
"Weeks Late, Biden Gets His Briefings",2020-12-01,article,News,Planning for a Covid-era inauguration intensifies: This is your morning tip sheet.,The New York Times,Politics,U.S.,"['Presidential Transition (US)', 'United States Politics and Government']"
Nasdaq Pushes for Diversity in the Boardroom,2020-12-01,article,News,It will ask the S.E.C. to approve a new rule requiring more diverse corporate directors.,The New York Times,Business,Business Day,"['Regulation and Deregulation of Industry', 'Corporate Social Responsibility', 'Banking and Financial Institutions', 'Mergers, Acquisitions and Divestitures']"
Some jobs may never return. Moving those workers into new careers is an enormous challenge.,2020-12-01,article,News,,The New York Times,Business,Business Day,[]
British Hiker Goes Missing in the Pyrenees,2020-12-01,article,News,"Esther Dingley, who had written extensively about traveling through Europe for the past six years with her partner, was last seen on Nov. 22.",The New York Times,Express,World,"['Hikes and Hiking', 'Missing Persons']"
Airbnb seeks valuation of nearly $35 billion in I.P.O.,2020-12-01,article,News,,The New York Times,Business,Business Day,"['Venture Capital', 'Initial Public Offerings', 'Hotels and Travel Lodgings', 'Start-ups', 'Stocks and Bonds', 'Computers and the Internet']"
"In a Pandemic, Creative and Mostly Virtual Socializing",2020-12-01,article,News,"With Covid looming again, some rental buildings are creating programming that is safe and also captures the imaginations of tenants.",The New York Times,RealEstate,Real Estate,"['Real Estate and Housing (Residential)', 'Quarantine (Life and Culture)', 'Renting and Leasing (Real Estate)', 'Parties (Social)', 'Coronavirus (2019-nCoV)', 'Content Type: Personal Profile']"
Nasdaq wants companies to have more diverse boards — or get kicked out.,2020-12-01,article,News,,The New York Times,Business,Business Day,[]
Biden’s team is planning a pared-down inauguration that keeps spectators ‘healthy and safe.’,2020-12-01,article,News,,The New York Times,Washington,U.S.,[]
"As Senate runoffs approach, Trump’s attacks on Georgia Republicans have worried some in his party.",2020-12-01,article,News,,The New York Times,Washington,U.S.,[]
Biden introduces his economic team at a moment of big risks.,2020-12-01,article,News,,The New York Times,Washington,U.S.,[]
The pandemic has made New York City streets more dangerous for blind people.,2020-12-01,article,News,,The New York Times,Metro,New York,['internal-essential']
Biden faces a balancing act in choosing a top aide with business ties.,2020-12-01,article,News,,The New York Times,Washington,U.S.,[]
"Even with vaccines, a global recovery will be slow, the O.E.C.D. says.",2020-12-01,article,News,,The New York Times,Business,Business Day,[]
"Their agenda on the line, progressives descend on Georgia — but with modified messages.",2020-12-01,article,News,,The New York Times,Washington,U.S.,[]
Recent Commercial Real Estate Transactions,2020-12-01,article,News,Recent commercial real estate transactions in New York.,The New York Times,Business,Business Day,"['Real Estate and Housing (Residential)', 'Real Estate (Commercial)']"
"Drunken Man Plows Car Into Pedestrians in Germany, Killing 4",2020-12-01,article,News,"The police in the southwestern city of Trier arrested a German man who sped through a pedestrian shopping area, killing four people. Prosecutors say there is no indication of a political or religious motive.",The New York Times,Foreign,World,['Deaths (Fatalities)']
Federal prosecutor fired by Trump will lead firm’s white-collar practice.,2020-12-01,article,News,,The New York Times,Business,Business Day,"['Legal Profession', 'Appointments and Executive Changes', 'Politics and Government']"
Trump has raised $170 million since Election Day.,2020-12-01,article,News,,The New York Times,Washington,U.S.,[]
Watch live: Mnuchin and Powell testify before a Senate panel.,2020-12-01,article,News,,The New York Times,Business,Business Day,[]
Another Official Is Ousted From the Pentagon,2020-12-01,article,News,"The Defense Department said Christopher Maier resigned, but his supporters say he was forced out of a job leading military efforts to combat ISIS.",The New York Times,Washington,U.S.,"['United States Defense and Military Forces', 'Appointments and Executive Changes', 'United States Politics and Government', 'Terrorism']"
"In Britain, a ‘retail house of cards’ begins to fall.",2020-12-01,article,News,,The New York Times,Business,Business Day,[]
NASA Launched a Rocket 54 Years Ago. Has It Finally Come Home?,2020-12-01,article,News,Surveyor 2 crashed on the moon in 1966. Astronomers think they’ve spotted a piece of the mission that kept going deeper into space.,The New York Times,Science,Science,"['Rocket Science and Propulsion', 'Space and Astronomy', 'Telescopes and Observatories', 'Asteroids', 'Moon', 'Earth']"
Officials Say Peace Accord Between Sudan and Israel Is Already at Risk of Unraveling,2020-12-01,article,News,Representatives for Sudan say the East African country will exit the accords brokered by the Trump administration if Congress refuses to give it immunity from future terrorism claims in court.,The New York Times,Washington,U.S.,"['International Relations', 'Terrorism', 'Embargoes and Sanctions', 'September 11 (2001)']"
China Lands Chang’e-5 Spacecraft on Moon to Gather Lunar Rocks and Soil,2020-12-01,article,News,"The mission will now collect samples, aiming to return with them to Earth by mid-December.",The New York Times,Science,Science,"['Moon', 'Rocket Science and Propulsion', 'Space and Astronomy']"
C-Sections May Increase the Risk of Childhood Infections,2020-12-01,article,News,"Babies born by cesarean section were at higher risk of being hospitalized with gastrointestinal, respiratory and other infections.",The New York Times,Well,Well,"['Babies and Infants', 'Infections', 'Hospitals', 'Pregnancy and Childbirth', 'Caesarean Section']"
Amazon and Apple Are Powering a Shift Away From Intel’s Chips,2020-12-01,article,News,Amazon’s cloud computing business and Apple’s Macs are increasingly using the companies’ homegrown chips.,The New York Times,Business,Technology,"['Computer Chips', 'Computers and the Internet', 'Cloud Computing', 'Cellular Telephones', 'Laptop Computers', 'Data Centers', 'Smartphones']"
"As uncertainty grows, Congress kick-starts stimulus talks.",2020-12-01,article,News,,The New York Times,Washington,U.S.,[]
The Arecibo Observatory in Puerto Rico Collapses,2020-12-01,article,News,Astronomers and residents of Puerto Rico mourned as an eye on the cosmos shuttered unexpectedly on Tuesday morning.,The New York Times,Express,Science,"['Space and Astronomy', 'Telescopes and Observatories']"
"Biden Pick for Treasury’s No. 2, a Moderate Voice, Breaks Racial Barrier",2020-12-01,article,News,Adewale Adeyemo’s role in the Trans-Pacific Partnership negotiations and work at BlackRock could complicate his confirmation hearings.,The New York Times,Washington,U.S.,"['United States Politics and Government', 'Regulation and Deregulation of Industry', 'Appointments and Executive Changes']"
Why WhatsApp Matters,2020-12-01,article,News,What Facebook does to WhatsApp could change how we shop and use the internet forever.,The New York Times,SundayBusiness,Technology,"['Instant Messaging', 'Social Media', 'Computers and the Internet', 'E-Commerce']"
"Trump’s virus czar resigned, drawing cheers from health officials who say his ideas are dangerous.",2020-12-01,article,News,,The New York Times,Washington,U.S.,[]
6.4-Magnitude Earthquake Hits Off Southern Alaska,2020-12-01,article,News,"The earthquake was reported near a sparsely populated area of the Aleutian Islands, a seismically active area.",The New York Times,Express,U.S.,['Earthquakes']
The head of the Pentagon’s Defeat ISIS Task Force was ousted and his office disbanded.,2020-12-01,article,News,,The New York Times,Washington,U.S.,[]
Trump Has Discussed With Advisers Pardons for His 3 Eldest Children and Giuliani,2020-12-01,article,News,"Rudolph W. Giuliani, who is promoting baseless claims of widespread election fraud, talked about a pardon with President Trump as recently as last week.",The New York Times,Washington,U.S.,"['Amnesties, Commutations and Pardons', 'Presidential Election of 2020', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government', 'Presidents and Presidency (US)']"
"In England, Rumbles of Discontent as Parliament Votes to Exit Lockdown",2020-12-01,article,News,"Lawmakers approved new coronavirus restriction rules, but members of Prime Minister Boris Johnson’s Conservative Party showed growing opposition to the measures.",The New York Times,Foreign,World,"['Quarantine (Life and Culture)', 'Politics and Government', 'Quarantines', 'Coronavirus (2019-nCoV)']"
Hungarian Politician Resigns After Brussels Party Is Raided by Police,2020-12-01,article,News,"Jozsef Szajer, a top politician with the conservative Fidesz party, will leave the European Parliament after attending a gathering in Brussels that violated coronavirus restrictions.",The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Diplomatic Immunity', 'Politics and Government']"
The U.S. and Britain race to authorize Covid-19 vaccines.,2020-12-01,article,News,,The New York Times,Foreign,World,['internal-essential']
"No, it isn’t unusual that Kamala Harris is still in the Senate.",2020-12-01,article,News,"In the past half century, it has been common for vice presidents-elect to resign from their previous posts in late December or January.",The New York Times,Business,Technology,"['Inaugurations', 'Vice Presidents and Vice Presidency (US)', 'Appointments and Executive Changes', 'Presidential Election of 2020', 'Rumors and Misinformation']"
Salesforce to Acquire Slack for $27.7 Billion,2020-12-01,article,News,The move caps an acquisitive streak by Salesforce and ends Slack’s run as an independent publicly traded company.,The New York Times,Business,Technology,"['Computers and the Internet', 'Mergers, Acquisitions and Divestitures', 'Enterprise Computing', 'Software', 'Quarantine (Life and Culture)', 'Coronavirus (2019-nCoV)', 'Telecommuting']"
"Virus May Have Arrived in U.S. in December, but Didn’t Spread Until Later",2020-12-01,article,News,"Blood samples collected in mid-December indicate possible infections more than a month before the known first case of Covid-19, but do not show community transmission.",The New York Times,Science,Health,"['Coronavirus (2019-nCoV)', 'Antibodies', 'Blood Donation']"
"Mark Walker jumps into North Carolina Senate race, hoping to ward off Lara Trump and other potential rivals.",2020-12-01,article,News,,The New York Times,Washington,U.S.,[]
Worried About Erectile Dysfunction? A Mediterranean-Style Diet May Help,2020-12-01,article,News,"Men who ate a diet high in vegetables, fruits, nuts, fish and unsaturated fats, and low in meats and whole-fat dairy, had a lower risk of erectile dysfunction.",The New York Times,Well,Well,"['Diet and Nutrition', 'Impotence']"
"Rapid Testing for Children Barrels Ahead, Despite a Lack of Data",2020-12-01,article,News,Testing companies have revealed little about how their products perform in minors. That could be a problem.,The New York Times,Science,Health,"['Disease Rates', 'Coronavirus (2019-nCoV)', 'Microbiology', 'your-feed-health', 'your-feed-science', 'Tests (Medical)', 'Children and Childhood']"
"Retail Cornerstones Fall in Britain, Pushed by Fast Fashion and Pandemic",2020-12-01,article,News,"Debenhams and Arcadia Group, the owner of Topshop, collapsed despite extensive government programs meant to shore up British businesses.",The New York Times,Business,Business Day,"['Shopping and Retail', 'Fashion and Apparel', 'Bankruptcies', 'Shutdowns (Institutional)', 'E-Commerce', 'Coronavirus (2019-nCoV)', 'Economic Conditions and Trends', 'Quarantine (Life and Culture)']"
"Long-Term-Care Residents and Health Workers Should Get Vaccine First, C.D.C. Panel Says",2020-12-01,article,News,"The C.D.C. director will decide by Wednesday whether to accept the recommendation. States aren’t required to follow it, but most are expected to.",The New York Times,Science,Health,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'States (US)', 'Nursing Homes', 'your-feed-science', 'your-feed-healthcare']"
Supreme Court Seems Ready to Limit Human Rights Suits Against Corporations,2020-12-01,article,News,"Six citizens of Mali sued Nestlé USA and Cargill, saying the firms had profited from child slavery on Ivory Coast cocoa farms.",The New York Times,Washington,U.S.,"['Corporations', 'Human Rights and Human Rights Violations', 'Alien Tort Statute (1789)', 'Child Labor', 'Agriculture and Farming', 'Cocoa']"
What Do You Want to Know About Coronavirus Vaccines?,2020-12-01,article,News,"Ask us your questions, and we’ll pose a selection of them to Times reporters and public health experts.",The New York Times,NYTNow,Briefing,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization']"
Biden Shows Off a New Accessory: A Walking Boot,2020-12-01,article,News,The president-elect has to wear it because of the hairline fractures in his right foot he suffered while playing with a German shepherd shelter dog named Major over the weekend.,The New York Times,Washington,U.S.,"['Major (Dog)', 'United States Politics and Government', 'Presidential Election of 2020', 'Medicine and Health']"
Biden and His Economic Team Urge Quick Action on Stimulus as Risks Mount,2020-12-01,article,News,"The president-elect introduced key nominees in Delaware, while lawmakers exchanged new proposals with prospects for a deal still dim.",The New York Times,Washington,Business Day,"['United States Politics and Government', 'Income Inequality', 'Recession and Depression', 'States (US)', 'Unemployment', 'United States Economy', 'Stimulus (Economic)', 'Coronavirus (2019-nCoV)', 'Presidential Transition (US)', 'Law and Legislation']"
Four Women Who Will Handle the Media in the Biden White House,2020-12-01,article,News,President-elect Joe Biden is entering office with the stated intent of restoring credibility to government — and to the White House briefing room.,The New York Times,Washington,U.S.,"['News and News Media', 'Presidential Transition (US)', 'Women and Girls', 'United States Politics and Government', 'Content Type: Personal Profile']"
"It’s Holiday Party Season at the White House. Masks Are Encouraged, but Not Required.",2020-12-01,article,News,More coronavirus restrictions will be in place for the 20 holiday parties that are planned than there were for the White House party on election night.,The New York Times,Washington,U.S.,"['United States Politics and Government', 'White House Building (Washington, DC)', 'White House Coronavirus Outbreak (2020)', 'Quarantine (Life and Culture)', 'Coronavirus (2019-nCoV)']"
Republican Resistance to Tanden Illustrates Trouble Ahead for Biden,2020-12-02,article,News,The swift and bitter pushback to President-elect Joe Biden’s choice to lead his budget office left some wondering if the incoming administration recognizes the depth of polarization it is confronting on Capitol Hill.,The New York Times,Washington,U.S.,"['United States Politics and Government', 'Presidential Transition (US)']"
Biden’s New Top Economist Has a Longtime Focus on Workers,2020-12-02,article,News,"Cecilia Rouse has studied education and discrimination, with a particular focus on the struggles of the long-term unemployed.",The New York Times,Washington,Business Day,"['United States Economy', 'United States Politics and Government', 'Unemployment', 'Academic and Scientific Journals', 'Labor and Jobs', 'Content Type: Personal Profile']"
Surging Virus Exposes California’s Weak Spot: A Lack of Hospital Beds and Staff,2020-12-02,article,News,Many of the state’s hospitals have maintained lower numbers of beds in part to limit the length of patient stays and lower costs. But that approach is now being tested.,The New York Times,National,U.S.,"['Coronavirus (2019-nCoV)', 'Hospitals', 'Disease Rates', 'Shortages']"
Barr Acknowledges Justice Dept. Has Found No Widespread Voter Fraud,2020-12-02,article,News,The attorney general’s comments were a rebuke of the president’s increasingly spurious claims about election fraud.,The New York Times,Washington,U.S.,"['Voter Fraud (Election Fraud)', 'Presidential Election of 2020', 'United States Politics and Government', 'Voting Machines']"
‘It Has to Stop’: Georgia Election Official Lashes Trump,2020-12-02,article,News,"Gabriel Sterling, a voting system official in Georgia, harshly criticized the president for failing to condemn threats of violence against people overseeing the election in his state.",The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Threats and Threatening Messages', 'Cyberharassment', 'Voter Fraud (Election Fraud)', 'Rumors and Misinformation', 'United States Politics and Government', 'Politics and Government', 'Elections, Senate']"
Barr Makes Durham a Special Counsel in a Bid to Entrench Scrutiny of the Russia Inquiry,2020-12-02,article,News,The move would leave the investigation into the Trump-Russia inquiry open when the Biden administration takes over.,The New York Times,Washington,U.S.,"['Presidential Election of 2020', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Special Prosecutors (Independent Counsel)', 'United States Politics and Government', 'Appointments and Executive Changes', 'Attorneys General']"
Ex-Arizona Official Gets More Than 6 Years in Prison in Adoption Fraud Scheme,2020-12-02,article,News,"Paul D. Petersen, who served as Maricopa County’s assessor, arranged for women from the Marshall Islands to fly to the United States to give birth, prosecutors said.",The New York Times,Express,U.S.,"['Adoptions', 'Smuggling', 'Frauds and Swindling', 'Women and Girls', 'Pregnancy and Childbirth', 'Human Trafficking']"
"In a Fox News interview, Parscale blames Trump’s lack of coronavirus empathy for his election loss.",2020-12-02,article,News,,The New York Times,Washington,U.S.,[]
California Boat Captain Charged With Manslaughter in Fire That Killed 34,2020-12-02,article,News,"Federal officials said the captain of the Conception, who was indicted on charges of seaman’s manslaughter, neglected key safety measures that contributed to the deaths of passengers.",The New York Times,National,U.S.,"['Murders, Attempted Murders and Homicides', 'Boats and Boating', 'Ships and Shipping', 'Fires and Firefighters', 'Maritime Accidents and Safety']"
"Is China Laying Claim to Kimchi, Too? Some South Koreans Think So",2020-12-02,article,News,"When a state tabloid suggested that China had set a global standard for kimchi, social media users accused Beijing of misappropriating a Korean culinary staple.",The New York Times,Foreign,World,"['Kimchi (South Korean Food)', 'Standards and Standardization', 'International Relations']"
Justice Dept. Investigating Potential Bribery Scheme for Trump Pardon,2020-12-02,article,News,"Heavily redacted court documents unsealed by a judge offered only scant clues to the potential scheme, and nothing directly tied the president to it.",The New York Times,Washington,U.S.,"['Amnesties, Commutations and Pardons', 'Bribery and Kickbacks']"
Exhume the Body of Warren G. Harding? A Judge Says That Won’t Be Necessary,2020-12-02,article,News,"A grandson, whose grandmother Nan Britton had an affair with the 29th president, was attempting to confirm his presidential lineage.",The New York Times,Express,U.S.,"['Genealogy', 'Suits and Litigation (Civil)', 'ADULTERY', 'Forensic Science']"
"U.K. Approves Pfizer Coronavirus Vaccine, a First in the West",2020-12-02,article,News,"The emergency approval, ahead of the United States and the European Union, clears the way for Britain to begin mass inoculations. “Help is on its way,” one official said.",The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Regulation and Deregulation of Industry', 'Politics and Government']"
Joshua Wong and Agnes Chow Are Sentenced to Prison Over Hong Kong Protest,2020-12-02,article,News,Activists denounced the prison terms for illegal assembly charges over a 2019 demonstration outside Police Headquarters.,The New York Times,Foreign,World,"['Hong Kong Protests (2019)', 'Demonstrations, Protests and Riots']"
Louisville Is Clamoring for Police Reform. Can an Interim Chief Deliver?,2020-12-02,article,News,"Yvette Gentry won’t be in the job long, but her city is hoping for swift progress after a series of scandals and police shootings.",The New York Times,National,U.S.,"['Police Reform', 'Police Brutality, Misconduct and Shootings', 'George Floyd Protests (2020)', 'Content Type: Personal Profile']"
Pantyhose and Trash Bags: How Music Programs Are Surviving in the Pandemic,2020-12-02,article,News,"Concerned about spreading the virus through instruments or singing, student music groups are finding innovative ways to perform together.",The New York Times,National,U.S.,"['Coronavirus Risks and Safety Concerns', 'Music', 'Colleges and Universities', 'Education (K-12)', 'Coronavirus (2019-nCoV)', 'Musical Instruments', 'Marching Bands', 'Quarantine (Life and Culture)']"
Only 9 Trials in 9 Months: Virus Wreaks Havoc on N.Y.C. Courts,2020-12-02,article,News,"The coronavirus has upended criminal trials in the city, infiltrating courtrooms in ways that threaten both health and justice.",The New York Times,Metro,New York,"['Jury System', 'Coronavirus (2019-nCoV)', 'Prisons and Prisoners', 'Criminal Justice', 'Courts and the Judiciary']"
‘He Is a Thug’: Polarizing Muslim Cleric Returns to Indonesia,2020-12-02,article,News,Rizieq Shihab and his vigilante movement have spent decades calling for harsh Islamic rule. Now he’s back from self-imposed exile and promising a “moral revolution.”,The New York Times,Foreign,World,"['Muslims and Islam', 'Shariah (Islamic Law)', 'Coronavirus (2019-nCoV)', 'Defense and Military Forces', 'Vigilantes']"
Killer Robot? Assassination of Iranian Scientist Feeds Conflicting Accounts,2020-12-02,article,News,Contradictory reports from Iran expose tensions between competing factions of the government as each seeks to avoid blame for a major security lapse.,The New York Times,Foreign,World,"['Assassinations and Attempted Assassinations', 'Remote Control Systems', 'Defense and Military Forces', 'Politics and Government', 'Espionage and Intelligence Services']"
"With cases on the rise, California faces a severe shortage of hospital staff and beds.",2020-12-02,article,News,,The New York Times,National,U.S.,['internal-essential']
11 Minutes of Exercise a Day May Help Counter the Effects of Sitting,2020-12-02,article,News,The sweet spot for physical activity and longevity seemed to arrive at about 35 minutes a day of brisk walking or other moderate activities.,The New York Times,Well,Well,"['Exercise', 'Longevity', 'Research', 'Walking']"
Outdoor Dining Is a Hit. What About Outdoor Shopping?,2020-12-02,article,News,"New York City’s Open Storefronts initiative lets retailers use sidewalk space in a manner similar to restaurants. So far, the program is a flop.",The New York Times,Metropolitan,New York,"['Shopping and Retail', 'Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'Sidewalks']"
Nobody Is Going to Conventions. Convention Centers Are Growing Anyway.,2020-12-02,article,News,"The pandemic is intensifying the competition among cities, which are rushing to build bigger, more alluring event spaces.",The New York Times,Business,Business Day,"['Conventions, Fairs and Trade Shows', 'Travel and Vacations', 'Hotels and Travel Lodgings', 'Coronavirus (2019-nCoV)', 'Government Bonds']"
"As Trump Rages, Voters in a Key County Move On: ‘I’m Not Sweating It’",2020-12-02,article,News,"Pre-election tensions ran high in Bucks County, Pa. But Biden supporters there are increasingly comfortable tuning President Trump out and moving on, with an eye toward January.",The New York Times,Politics,U.S.,['Presidential Election of 2020']
"After Biden Win, Nation’s Republicans Fear the Economy Ahead",2020-12-02,article,News,"Polling shows that Republicans have turned bearish on the outlook for their family finances since the election, while Democratic optimism is rising.",The New York Times,Business,Business Day,"['Presidential Election of 2020', 'United States Economy', 'Polls and Public Opinion', 'Recession and Depression', 'Coronavirus (2019-nCoV)']"
