headline,date,doc_type,type_of_material,snippet,source,news_desk,section_name,keywords
An Interview With the Pac-12 Commissioner,2020-10-01,article,News,The conference announced last week that it would try to play football beginning Nov. 6.,The New York Times,National,U.S.,['College Athletics']
Unemployment claims in the U.S. show little relief from pandemic layoffs.,2020-10-01,article,News,,The New York Times,Foreign,World,[]
Fauci pushes back against Trump for misrepresenting his stance on masks.,2020-10-01,article,News,,The New York Times,Foreign,World,[]
Three charts about the markets in the third quarter.,2020-10-01,article,News,,The New York Times,Business,Business Day,[]
"Plenty of work for homebuilders, but few commercial construction jobs.",2020-10-01,article,News,,The New York Times,Business,Business Day,[]
Which Cities Are Converting the Most Factories Into Homes?,2020-10-01,article,News,Conversions of commercial and institutional buildings to residences has accelerated to an all-time high in the past decade.,The New York Times,RealEstate,Real Estate,"['Real Estate and Housing (Residential)', 'Real Estate (Commercial)', 'Shopping and Retail']"
"Homes for Sale in Brooklyn, Queens and Manhattan",2020-10-01,article,News,"This week’s properties are in Prospect-Lefferts Gardens, Forest Hills and Kips Bay.",The New York Times,RealEstate,Real Estate,['Real Estate and Housing (Residential)']
Homes for Sale in New York and New Jersey,2020-10-01,article,News,"This week’s properties are six-bedroom homes in Armonk, N.Y., and Washington Township, N.J.",The New York Times,RealEstate,Real Estate,['Real Estate and Housing (Residential)']
"Her hours cut to almost nothing, she spent the time trying to launch a new career.",2020-10-01,article,News,,The New York Times,Business,Business Day,[]
These people’s job is making sure Nov. 3 isn’t a disaster.,2020-10-01,article,News,"As the top elections officials in many states, secretaries of state are managing a level of chaos they never expected.",The New York Times,Politics,U.S.,[]
Subsidized furlough programs keep a lid on eurozone unemployment.,2020-10-01,article,News,,The New York Times,Business,Business Day,[]
Where You Carry Body Fat May Affect How Long You Live,2020-10-01,article,News,Extra weight in some places may lower your risk of dying prematurely.,The New York Times,Well,Well,"['Weight', 'Deaths (Fatalities)']"
"After a layoff, a couple struggles to get by on one salary and jobless benefits.",2020-10-01,article,News,,The New York Times,Business,Business Day,[]
Google commits $1 billion to license content from news publishers.,2020-10-01,article,News,,The New York Times,Business,Business Day,[]
"On China’s National Day, Hong Kong Police Quash Protests",2020-10-01,article,News,"One year ago, an important political anniversary in China was met with chaotic demonstrations in Hong Kong. This year, police quickly silenced expressions of dissent.",The New York Times,Foreign,World,"['Demonstrations, Protests and Riots', 'Hong Kong Protests (2019)', 'Coronavirus (2019-nCoV)']"
"After 2 Years of Paralysis, Belgium Forms a (Very Fragile) Government",2020-10-01,article,News,"A coalition, cobbled together from seven political parties, will try to keep a growing far-right movement at bay and look to finally pass a budget and a pandemic recovery package.",The New York Times,Foreign,World,"['Politics and Government', 'Legislatures and Parliaments', 'Appointments and Executive Changes', 'Right-Wing Extremism and Alt-Right', 'Coronavirus (2019-nCoV)']"
"Italy’s daily new cases topped 2,000 for the first time since April.",2020-10-01,article,News,,The New York Times,Foreign,World,[]
"Facing 200 Abuse Claims, Diocese Becomes U.S.’s Largest to Seek Bankruptcy",2020-10-01,article,News,The move by the Diocese of Rockville Centre on Long Island came after numerous lawsuits were filed under the Child Victims Act.,The New York Times,Metro,New York,"['Sex Crimes', 'Child Abuse and Neglect', 'Bankruptcies', 'New York Child Victims Act (2019)', 'Suits and Litigation (Civil)', 'Coronavirus (2019-nCoV)']"
Fraud Schemes Exploit Weak Spots in Unemployment Claims System,2020-10-01,article,News,"Pandemic programs have lowered the barriers to collecting benefits, and the usual security methods haven’t kept up.",The New York Times,Business,Business Day,"['Unemployment Insurance', 'Frauds and Swindling', 'Identity Theft', 'States (US)', 'Coronavirus (2019-nCoV)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)']"
Brennan Rebuffed Requests to Lower Confidence in Key Russia Finding,2020-10-01,article,News,"The revelation that the former C.I.A. director sided with analysts over senior officers, contained in his new book, has been a focus of the Justice Department review of the Russia inquiry.",The New York Times,Washington,U.S.,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Classified Information and State Secrets', 'National Intelligence Estimates', 'Espionage and Intelligence Services', 'Cyberwarfare and Defense', 'United States Politics and Government', 'Books and Literature']"
"A day after refusing to condemn white supremacists, Trump aims a xenophobic attack at Ilhan Omar.",2020-10-01,article,News,"President Trump aimed a xenophobic attack at Representative Ilhan Omar at a rally, one day after he refused to denounce white supremacists.",The New York Times,Politics,U.S.,[]
H&M will close stores and ramp up digital efforts as online sales rise.,2020-10-01,article,News,,The New York Times,Business,Business Day,[]
The Postal Service Needs Fixing. Here’s How It Could Happen.,2020-10-01,article,News,"Even as it becomes a focus of debate in a sharply partisan election year, the agency is crippled by economic forces outside its control. But a number of proposals, new and old, could chart a path forward.",The New York Times,Washington,U.S.,"['Postal Service and Post Offices', 'Presidential Election of 2020']"
"The White House press secretary declines to explicitly denounce white supremacy, saying the president has already done so.",2020-10-01,article,News,"Trump’s press secretary would not explicitly denounce white supremacists, saying that the president had already done so.",The New York Times,Politics,U.S.,[]
"In Supreme Court Fight, McSally Sees a Chance to Reboot Her Senate Campaign",2020-10-01,article,News,"Martha McSally, the Arizona Republican, spent months trailing her opponent. By embracing Trump’s strategy to replace Ginsburg, can she close the gap?",The New York Times,Politics,U.S.,"['Elections, Senate', 'Appointments and Executive Changes', 'United States Politics and Government']"
Amy Coney Barrett signed an ad in 2006 urging overturning the ‘barbaric legacy’ of Roe v. Wade.,2020-10-01,article,News,,The New York Times,Politics,U.S.,[]
An Uber Wage Experiment Worked,2020-10-01,article,News,New York shows that Uber drivers can have higher wages without triggering an Armageddon.,The New York Times,NewsDesk,Technology,"['Car Services and Livery Cabs', 'Prices (Fares, Fees and Rates)', 'Minimum Wage', 'Smartphones']"
House Democrats pushed through an aid package with little chance of becoming law.,2020-10-01,article,News,,The New York Times,Business,Business Day,[]
Help for the jobless has also been a bonanza for criminals.,2020-10-01,article,News,,The New York Times,Business,Business Day,[]
Companies Ditch Plans for Rapid Coronavirus Spit Tests at Home,2020-10-01,article,News,You won’t be buying a rapid spit test anytime soon. But nose-swab versions might be on the way.,The New York Times,Science,Health,"['Tests (Medical)', 'Coronavirus (2019-nCoV)', 'your-feed-healthcare', 'Research']"
Membership of Anti-Mask Facebook Groups Jumps Sharply,2020-10-01,article,News,Many of the posts on the pages include false or misleading information.,The New York Times,Business,Technology,"['Masks', 'Social Media', 'Computers and the Internet', 'Rumors and Misinformation', 'Coronavirus (2019-nCoV)']"
Fires and Storms Push Demand for Emergency Shelter to a New High,2020-10-01,article,News,"The Red Cross has provided more nights of shelter to Americans this year than at any point on record, a sign of the widening human toll of climate change.",The New York Times,Climate,Climate,"['Global Warming', 'Environment', 'Greenhouse Gas Emissions', 'Disasters and Emergencies', 'Hurricanes and Tropical Storms', 'Wildfires', 'Evacuations and Evacuees']"
Gas Tax Spikes in N.J. Because of Pandemic’s Impact,2020-10-01,article,News,Taxes on gasoline and diesel increased by 9.3 cents a gallon on Thursday in a state once known for bargain fuel. The increase came a month after tolls on major roadways also went up.,The New York Times,Metro,New York,"['Gasoline Tax (US)', 'Oil (Petroleum) and Gasoline', 'Infrastructure (Public Works)', 'Bridges and Tunnels', 'Roads and Traffic', 'Politics and Government', 'Budgets and Budgeting']"
New York and New Jersey join a growing list of states with contact-tracing apps residents can use.,2020-10-01,article,News,,The New York Times,Foreign,World,[]
"Despite Billions in Fees, Banks Predict Meager Profits on P.P.P. Loans",2020-10-01,article,News,"Banks collected at least $13 billion in fees on Paycheck Protection Program loans, according to a New York Times analysis. But the largest lenders say costs wiped out most of what they took in.",The New York Times,Business,Business Day,"['Banking and Financial Institutions', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Coronavirus (2019-nCoV)', 'Philanthropy']"
Why Male Baboons Benefit From Female Friends,2020-10-01,article,News,"These male monkeys lived longer if they socialized with females, with or without benefits.",The New York Times,Science,Science,"['Monkeys and Apes', 'Animal Behavior', 'Reproduction (Biological)', 'Friendship', 'Research', 'your-feed-science', 'your-feed-animals']"
"Turkey Jumps Into Another Foreign Conflict, This Time in the Caucasus",2020-10-01,article,News,"President Recep Tayyip Erdogan has already intervened militarily in Syria, Libya and Iraq this year. His aggressive policies put him increasingly at odds with Russia.",The New York Times,Foreign,World,"['International Relations', 'Defense and Military Forces', 'Politics and Government']"
How California’s Diablo Winds Could Worsen Wildfires,2020-10-01,article,News,"Strong, gusty winds could hamper firefighting efforts by fanning flames that have already destroyed tens of thousands of acres in the northern part of the state.",The New York Times,Express,U.S.,"['Wildfires', 'Weather', 'Evacuations and Evacuees']"
"Owners of BitMEX, a Leading Bitcoin Exchange, Face Criminal Charges",2020-10-01,article,News,"BitMEX made itself a haven for hackers and illegal transactions, American prosecutors said.",The New York Times,Business,Technology,"['Virtual Currency', 'Money Laundering', 'Computers and the Internet']"
"Citing security, Texas governor limits counties to one spot each for in-person ballot drop-offs.",2020-10-01,article,News,"With voting rights emerging as a major election issue, Gov. Greg Abbott of Texas ordered counties to offer only one location for voters to drop off mail-in ballots in person.",The New York Times,Politics,U.S.,[]
"Stanley McChrystal, a Top General Fired Over Insults to Biden, Says He’ll Vote for Him",2020-10-01,article,News,"Fired after an article portrayed him and senior aides as disrespectful of Obama administration officials, General McChrystal added a coda to the story: He endorsed Joe Biden to be the next commander in chief.",The New York Times,Washington,U.S.,"['Presidential Election of 2020', 'United States Defense and Military Forces', 'Afghanistan War (2001- )', 'United States Politics and Government', 'Endorsements']"
Republicans Sow Doubts About Debate Fairness,2020-10-01,article,News,"After Tuesday’s debacle, right-wing activists and politicians accused Chris Wallace and the Commission on Presidential Debates of being biased against President Trump.",The New York Times,Business,Technology,['Presidential Election of 2020']
Companies ditch plans for rapid spit tests at home.,2020-10-01,article,News,Companies ditch plans for rapid spit tests at home.,The New York Times,Foreign,World,[]
"Government Lawsuit Over John Bolton’s Memoir May Proceed, Judge Rules",2020-10-01,article,News,"The Justice Department is seeking to seize a $2 million advance because President Trump’s former top aide published the book, which criticizes Mr. Trump, without written permission.",The New York Times,Washington,U.S.,"['Books and Literature', 'Decisions and Verdicts', 'Classified Information and State Secrets', 'United States Politics and Government', 'Suits and Litigation (Civil)']"
The Trump campaign relocates one of Saturday’s Wisconsin rallies after criticism over a spike in coronavirus cases.,2020-10-01,article,News,Mr. Trump relocated a Wisconsin rally after the mayor of La Crosse pleaded for the event to be canceled amid a spike in coronavirus cases.,The New York Times,Politics,U.S.,[]
"Airlines, Facing a Painfully Slow Recovery, Begin Furloughing Thousands",2020-10-01,article,News,"With few people traveling and lawmakers deadlocked on a stimulus package, American Airlines and United Airlines are cutting more than 30,000 jobs.",The New York Times,Business,Business Day,"['AIRLINES AND AIRPLANES', 'Layoffs and Job Reductions', 'Coronavirus (2019-nCoV)', 'United States Economy', 'United States Politics and Government', 'Law and Legislation', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Stimulus (Economic)', 'Travel and Vacations']"
"100,000 New Mail-In Ballots Go Out, but N.Y. Voters Are Now Wary",2020-10-01,article,News,The mishap in absentee ballots in Brooklyn raises questions about the ability of the Board of Elections to handle a pandemic-era presidential election.,The New York Times,Metro,New York,"['Absentee Voting', 'Presidential Election of 2020']"
Trump Virtually Cuts Off Refugees as He Unleashes a Tirade on Immigrants,2020-10-01,article,News,The Trump administration said it would lower the annual cap on refugees further into rock-bottom record territory as President Trump pursues pre-election xenophobic attacks.,The New York Times,Washington,U.S.,"['Refugees and Displaced Persons', 'Immigration and Emigration', 'Presidential Election of 2020', 'United States Politics and Government', 'Asylum, Right of']"
"Lebanon and Israel, Officially Enemies, Agree to Talks on Sea Border",2020-10-01,article,News,The negotiations will be their first on nonsecurity issues in three decades but officials do not expect them to lead to peace talks.,The New York Times,Foreign,World,"['International Relations', 'Natural Gas', 'Offshore Drilling and Exploration', 'Politics and Government', 'Economic Conditions and Trends', 'United States International Relations', 'Territorial Disputes']"
Biden breaks the $365 million fund-raising record that he set in August.,2020-10-01,article,News,,The New York Times,Politics,U.S.,[]
Federal Prisons Will Let Inmates Have Visitors During Pandemic,2020-10-01,article,News,Some workers and families say they fear that the coronavirus will spread after the nation’s largest prison system allows visitors beginning on Saturday.,The New York Times,National,U.S.,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Disease Rates', 'Prisons and Prisoners']"
Data Shows Fewer Afghan Women Than Men Get Covid. That’s Bad News.,2020-10-01,article,News,The number of women reported to have tested positive for the virus is so far below the male average that experts believe it is likely the result of gender inequalities that shut women out of the health care system.,The New York Times,Gender,U.S.,"['Women and Girls', 'Coronavirus (2019-nCoV)', 'Afghanistan War (2001- )', 'Medicine and Health']"
New Layoffs Add to Worries Over U.S. Economic Slowdown,2020-10-01,article,News,A standoff over further federal aid and concern over the pandemic’s duration are pushing companies to eliminate jobs.,The New York Times,Business,Business Day,"['United States Economy', 'Layoffs and Job Reductions', 'Stimulus (Economic)', 'Coronavirus (2019-nCoV)', 'Unemployment Insurance', 'United States Politics and Government', 'Unemployment', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Recession and Depression']"
"Amy Coney Barrett, Trump’s Supreme Court Pick, Signed Anti-Abortion Ad",2020-10-01,article,News,"Her statement appears to be the most direct evidence of her personal views, ones she has vowed to set aside on the bench.",The New York Times,Washington,U.S.,"['Appointments and Executive Changes', 'ABORTION', 'Roe v Wade (Supreme Court Decision)', 'United States Politics and Government']"
"Spotlighting Health Care, Democrats Seek to Use Court Fight to Damage Republicans",2020-10-01,article,News,"Senate Democrats forced a mostly symbolic vote on the Affordable Care Act, previewing their strategy of making the Supreme Court confirmation fight a referendum on health care, a top voter concern.",The New York Times,Washington,U.S.,"['United States Politics and Government', 'Appointments and Executive Changes', 'Patient Protection and Affordable Care Act (2010)', 'Elections, Senate', 'Courts and the Judiciary']"
Politically Connected N.Y. Union Boss Is Accused of ‘Shocking’ Corruption,2020-10-01,article,News,"Federal prosecutors say James W. Cahill and 10 others accepted more than $100,000 in bribes in return for using their influence to help employers who had hired nonunion labor.",The New York Times,Metro,New York,"['Organized Labor', 'Racketeering and Racketeers', 'Bribery and Kickbacks', 'Corruption (Institutional)', 'Building (Construction)', 'Infrastructure (Public Works)', 'Politics and Government']"
Wisconsin Is Frazzled by Surging Virus Cases and Growing Campaign Frenzy,2020-10-01,article,News,"The state, up for grabs in the presidential election, has become a coronavirus hot spot. “It’s too late” to solve, one mayor says.",The New York Times,National,U.S.,"['Coronavirus (2019-nCoV)', 'Disease Rates', 'Presidential Election of 2020', 'Shutdowns (Institutional)', 'Masks']"
"McMaster, Mostly Silent Until Now, Says Trump Is ‘Aiding and Abetting Putin’s Efforts’",2020-10-01,article,News,"“This sustained campaign of disruption, disinformation, and denial, is aided by any leader who doesn’t acknowledge it,” President Trump’s former national security adviser said.",The New York Times,Washington,U.S.,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government', 'United States Defense and Military Forces', 'Books and Literature']"
Michigan charges two right-wing operatives with felonies over voter suppression scheme.,2020-10-01,article,News,Two right-wing political operatives were charged with felonies in connection with a robocall scheme that Michigan’s attorney general said was part of a broad voter suppression effort.,The New York Times,Politics,U.S.,[]
"Facing Grim Polls, Trump Leans Into Playing the Victim",2020-10-01,article,News,"Be it congressional Democrats, the news media, the standards enforcers at Twitter or, now, the debate commission, President Trump has repeatedly blamed others for problems and self-inflicted wounds.",The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Polls and Public Opinion', 'Debates (Political)']"
"As Trump Sows Doubts on Mail, Some Democrats Push In-Person Voting",2020-10-01,article,News,"In Philadelphia, officials are encouraging voting in person. In Wisconsin, there are ballot-return events in city parks. They reflect an unease over President Trump’s war on mail-in voting.",The New York Times,Politics,U.S.,"['Absentee Voting', 'Presidential Election of 2020', 'United States Politics and Government']"
How Likely Is Election Doomsday?,2020-10-01,article,News,"Election law experts have some reassuring, and not so reassuring, assessments for us: “It’s reasonable to worry about low-probability, high-loss events.”",The New York Times,Politics,U.S.,['Presidential Election of 2020']
Judge Blocks Trump’s Ban on Foreign Workers,2020-10-02,article,News,The court overruled limits on visas for hundreds of thousands of foreign workers during the coronavirus pandemic.,The New York Times,National,U.S.,"['Foreign Workers', 'Immigration and Emigration', 'Visas', 'Decisions and Verdicts', 'Executive Orders and Memorandums', 'United States Politics and Government']"
"With Bipartisan Deal Elusive, Democrats Push Through Their Own Stimulus Bill",2020-10-02,article,News,"Lawmakers approved the measure along party lines, even as Speaker Nancy Pelosi said a late-stage agreement with the administration was still possible.",The New York Times,Washington,U.S.,"['United States Politics and Government', 'United States Economy', 'Stimulus (Economic)', 'Law and Legislation', 'Unemployment Insurance', 'AIRLINES AND AIRPLANES', 'Coronavirus (2019-nCoV)']"
A top Trump aide has tested positive for the virus.,2020-10-02,article,News,,The New York Times,Foreign,World,[]
Trump Says He’ll Begin ‘Quarantine Process’ After Hope Hicks Tests Positive for Coronavirus,2020-10-02,article,News,"Ms. Hicks, a senior aide and the closest known person to the president to have contracted the virus, traveled with him this week aboard Air Force One.",The New York Times,Washington,U.S.,"['White House Coronavirus Outbreak (2020)', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Presidential Election of 2020']"
"Judge Overturns Murder Conviction, Citing ‘Racial Animus’ in Prosecutors’ Emails",2020-10-02,article,News,"New evidence emerged in the case of Frances Choy, who spent half of her life imprisoned in Massachusetts for a fire that killed her parents.",The New York Times,Express,U.S.,"['ARSON', 'False Arrests, Convictions and Imprisonments', 'Murders, Attempted Murders and Homicides', 'Asian-Americans', 'Discrimination', 'Decisions and Verdicts', 'Prosecutorial Misconduct']"
"In Profane Rant, Melania Trump Takes Aim at Migrant Children and Critics",2020-10-02,article,News,The audio recording puts the first lady’s frustrations on full display just weeks before President Trump faces the voters in his bid for a second term.,The New York Times,Washington,U.S.,"['First Ladies (US)', 'Audio Recordings, Downloads and Streaming', 'Family Separation Policy (US Immigration)', 'Illegal Immigration', 'Books and Literature', 'United States Politics and Government']"
Real Estate Sales Continue to Stagnate in Manhattan,2020-10-02,article,News,The number of apartments sold in the last three months was down by 46 percent compared to the same period in 2019.,The New York Times,RealEstate,Real Estate,"['Real Estate and Housing (Residential)', 'Quarantine (Life and Culture)', 'Shutdowns (Institutional)', 'Condominiums']"
"30 Years After Reunification, Old German-German Border Is a Green Oasis",2020-10-02,article,News,Crossing the militarized border that split Germany into east and west once meant risking death. Now? It’s a literal walk in the park.,The New York Times,Foreign,World,"['Wildlife Sanctuaries and Nature Reserves', 'Land Use Policies', 'Berlin Wall', 'Cold War Era', 'Birdwatching']"
