headline,date,doc_type,type_of_material,snippet,source,news_desk,section_name,keywords
Tucson Moves to Fire Officer Seen Fatally Shooting Man in Wheelchair,2021-12-01,article,News,"A man who was said to have stolen a toolbox from a Walmart and flashed a knife at an employee was shot in the back and side in a confrontation captured on video, the police said.",The New York Times,Express,U.S.,"['Police Brutality, Misconduct and Shootings']"
E.U. Interpreter Says Greece Expelled Him to Turkey in Migrant Roundup,2021-12-01,article,News,The man’s story echoes complaints from human-rights groups that Greek authorities often expel asylum seekers indiscriminately and violently.,The New York Times,Foreign,World,"['Middle East and Africa Migrant Crisis', 'Immigration and Emigration', 'Politics and Government', 'Asylum, Right of', 'Human Rights and Human Rights Violations']"
3 Students Are Killed in Michigan School Shooting,2021-12-01,article,News,A 15-year-old sophomore was taken into custody with a semiautomatic handgun that was bought by his father four days before the fatal shooting.,The New York Times,National,U.S.,"['School Shootings and Armed Attacks', 'Oxford Charter Township, Mich, Shooting (2021)']"
The Next Challenge to Vaccinating Africa: Overcoming Skepticism,2021-12-01,article,News,"Vaccines are finally available in many African countries, but an underfunded public health system has slowed their delivery, and some people there, as well as in South Asia, are wary of taking them.",The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Third World and Developing Countries']"
Police Officer and 2 Women Are Killed in Atlanta-Area Shooting,2021-12-01,article,News,"A suspect was shot and killed during an “exchange of gunfire” with officers responding to a domestic violence call, the police said. A 12-year-old boy and an officer were also injured.",The New York Times,Express,U.S.,"['Domestic Violence', 'Murders, Attempted Murders and Homicides']"
Why the Discredited Dossier Does Not Undercut the Russia Investigation,2021-12-01,article,News,Donald J. Trump and his backers say revelations about the Steele dossier show the Russia investigation was a “hoax.” That is not what the facts indicate.,The New York Times,Washington,U.S.,"['Presidential Election of 2016', 'Russian Interference in 2016 US Elections and Ties to Trump Associates']"
How Staying Physically Active May Protect the Aging Brain,2021-12-01,article,News,Simple activities like walking boost immune cells in the brain that may help to keep memory sharp and even ward off Alzheimer’s disease.,The New York Times,Well,Well,"[""Alzheimer's Disease"", 'Memory', 'Exercise', 'Brain', 'Elderly', 'Content Type: Service', 'Rodents', 'Age, Chronological', 'Longevity']"
Why It Might Be Difficult to Convict Andrew Cuomo of Forcible Touching,2021-12-01,article,News,"Will a relatively new misdemeanor sex charge, crafted to prosecute stranger gropings, lead to a conviction of a former governor?",The New York Times,Metro,New York,"['Sex Crimes', 'Sexual Harassment', '#MeToo Movement', 'Workplace Hazards and Violations']"
"Trust in Science and Scientists Increased Globally, Poll Finds",2021-12-01,article,News,"An international survey found that the pandemic had enhanced public faith in researchers and science, up from 2018.",The New York Times,Science,Science,"['Science and Technology', 'Polls and Public Opinion', 'Coronavirus (2019-nCoV)', 'Rumors and Misinformation']"
How to Carry Your Covid Health Data on a Smartphone,2021-12-01,article,News,"To plan for safe travels and gatherings this holiday season, here are some simple ways to take your Covid-related health data with you.",The New York Times,Business,Technology,"['Content Type: Service', 'Vaccination Proof and Immunization Records', 'Vaccination and Immunization', 'States (US)', 'Computers and the Internet', 'Smartphones', 'Mobile Applications', 'Quarantine (Life and Culture)', 'Coronavirus (2019-nCoV)', 'Travel and Vacations']"
A Game Designer in Beijing Bought Toy Guns. China Imprisoned Him.,2021-12-01,article,News,"San Cheng bought toy guns online as props for video game design. Then the police arrived, and he was jailed under China’s strict but messy gun laws.",The New York Times,Business,World,"['Firearms', 'Gun Control', 'Toys', 'E-Commerce', 'Regulation and Deregulation of Industry']"
Lawmakers Target Big Tech ‘Amplification.’ What Does That Mean?,2021-12-01,article,News,"Some lawmakers from both parties argue that when social media sites boost the performance of hateful or violent posts, the sites become accomplices.",The New York Times,Business,Technology,"['Social Media', 'Rumors and Misinformation', 'Law and Legislation', 'Freedom of Speech and Expression', 'Computers and the Internet', 'Constitution (US)', 'Regulation and Deregulation of Industry', 'United States Politics and Government']"
"While Politics Consume School Board Meetings, a Very Different Crisis Festers",2021-12-01,article,News,"In a wealthy suburban Philadelphia district, schools are struggling with shortages of all sorts. Behavioral problems have mushroomed. “We are in triage mode,” one teacher said.",The New York Times,National,U.S.,"['Education (K-12)', 'School Boards', 'Teachers and School Employees', 'Shortages', 'Masks', 'Coronavirus (2019-nCoV)']"
"Kingston, N.Y.: A Historic Hudson City ‘Preparing for Better Opportunities’",2021-12-01,article,News,"With its thriving arts scene, bucolic setting and Revolution-era architecture, the Ulster County seat is increasingly a magnet for expatriate New Yorkers.",The New York Times,RealEstate,Real Estate,['Real Estate and Housing (Residential)']
Those Cute Cats Online? They Help Spread Misinformation.,2021-12-01,article,News,A mainstay of the internet is regularly used to build audiences for people and organizations pushing false and misleading information.,The New York Times,Business,Technology,"['Animals', 'Social Media', 'Video Recordings, Downloads and Streaming', 'Computers and the Internet', 'Rumors and Misinformation', 'internal-storyline-no']"
Democrats’ Bill Would Go Far Toward ‘Patching the Holes’ in Health Coverage,2021-12-01,article,News,"Taken together, the provisions in the social policy bill represent the biggest step toward universal coverage since the passage of the Affordable Care Act.",The New York Times,Washington,U.S.,"['Health Insurance and Managed Care', 'Law and Legislation', 'Drugs (Pharmaceuticals)', 'Patient Protection and Affordable Care Act (2010)', 'Medicare', 'Medicaid', 'Federal Budget (US)']"
What We Know About the Michigan High School Shooting,2021-12-01,article,News,A 15-year-old student was charged with four counts of first-degree murder and terrorism. His parents face involuntary manslaughter charges.,The New York Times,National,U.S.,"['Oxford Charter Township, Mich, Shooting (2021)']"
"Stocks and oil drop again, as Omicron’s arrival in the U.S. whips markets.",2021-12-01,article,News,"Investors are considering the risk of a new variant of the coronavirus, and its potential impact on the global economy, and are grappling with a shifting outlook for interest rates.",The New York Times,Business,Business Day,"['Stocks and Bonds', 'Banking and Financial Institutions']"
The Debate Over Whether Omicron Will Make Inflation Worse,2021-12-01,article,News,There is more than one school of thought on the matter.,The New York Times,Business,Business Day,"['Coronavirus Omicron Variant', 'International Trade and World Market', 'Inflation (Economics)', 'Virtual Currency']"
What did Planned Parenthood v. Casey say?,2021-12-01,article,News,,The New York Times,Washington,U.S.,"['Roe v Wade (Supreme Court Decision)', 'Pregnancy and Childbirth', 'Abortion']"
"Scott Stewart, the lawyer representing Mississippi, was at the center of a 2017 abortion controversy.",2021-12-01,article,News,Mr. Stewart helped defend a Trump administration order that a 17-year-old in a federal refugee center continue her pregnancy or leave the country. The order was overruled.,The New York Times,Washington,U.S.,['Abortion']
Venture Capital Funding for Crypto Companies Is Surging,2021-12-01,article,News,"It has risen more than in any other year, partly driven by the investing arms of large firms already in the crypto industry.",The New York Times,Business,Business Day,"['Virtual Currency', 'Venture Capital', 'Blockchain (Technology)']"
Here’s how two flights to the Netherlands could have helped Omicron spread.,2021-12-01,article,News,,The New York Times,Foreign,World,[]
"The global economic recovery has been fast but uneven, a new report shows.",2021-12-01,article,News,"The organization predicted the global economy would grow 5.6 percent this year, but said a new virus-related downturn would hurt the United States and Europe differently.",The New York Times,Business,Business Day,"['United States Economy', 'International Trade and World Market', 'Coronavirus (2019-nCoV)', 'Labor and Jobs']"
What did Roe v. Wade say?,2021-12-01,article,News,,The New York Times,Washington,U.S.,"['Abortion', 'Roe v Wade (Supreme Court Decision)']"
"$500,000 Homes in Georgia, the District of Columbia and Florida",2021-12-01,article,News,"A Craftsman bungalow in Atlanta, a two-bedrooom condominium in Washington and 1943 ranch house in Tampa.",The New York Times,RealEstate,Real Estate,['Real Estate and Housing (Residential)']
Gov. Charlie Baker of Massachusetts Says He Won’t Run for Re-election,2021-12-01,article,News,"Mr. Baker, a moderate Republican in a deep-blue state, faced a Trump-backed primary challenge and a potentially difficult general election.",The New York Times,Politics,U.S.,"['Elections, Governors', 'United States Politics and Government']"
The C.F.P.B. says it will scrutinize banks that rely heavily on overdraft charges.,2021-12-01,article,News,The consumer bureau’s chief says too many banks are hooked on “exploitive junk fees.”,The New York Times,Business,Business Day,[]
Germany’s incoming chancellor wants vaccinations to be mandatory.,2021-12-01,article,News,"Mainstream German politicians have long dismissed the idea of a vaccine mandate, but are rethinking the issue as cases rise.",The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Disease Rates', 'Vaccination and Immunization']"
‘Stare decisis’ is likely to be much discussed in the abortion case. Here’s what it means.,2021-12-01,article,News,,The New York Times,Washington,U.S.,[]
Viability has shifted slightly as medicine has advanced.,2021-12-01,article,News,,The New York Times,Washington,U.S.,"['Babies and Infants', 'Pregnancy and Childbirth', 'Abortion']"
W.H.O. members agree to begin talks on a global pandemic treaty.,2021-12-01,article,News,They agreed to set up an intergovernmental negotiating body that is to meet no later than March to begin negotiating an international agreement intended to ensure a more coherent and equitable response to future pandemics.,The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Treaties', 'Coronavirus Omicron Variant']"
The Michigan shooting was the deadliest on school property in the U.S. this year.,2021-12-01,article,News,"The rampage at Oxford High School was the deadliest shooting on school property in 2021, according to Education Week, which tracks such shootings in the U.S.",The New York Times,National,U.S.,"['Education (K-12)', 'School Shootings and Armed Attacks', 'Oxford Charter Township, Mich, Shooting (2021)']"
Putin and West Spar Over NATO’s Military Ties to Ukraine,2021-12-01,article,News,"Tensions over Ukraine escalated as Russia’s leader demanded “legal guarantees” that the Western military alliance would not expand to the east, a position NATO regards as untenable.",The New York Times,Foreign,World,"['United States International Relations', 'Defense and Military Forces', 'Politics and Government', 'Embargoes and Sanctions']"
Ghana and Nigeria are the latest African countries to detect the Omicron variant.,2021-12-01,article,News,"At least 23 countries have reported cases, and that number is likely to grow as more samples are tested, the World Health Organization said on Wednesday.",The New York Times,Foreign,World,"['Coronavirus Omicron Variant', 'Coronavirus Delta Variant', 'Disease Rates']"
This Dinosaur Found in Chile Had a Battle Ax for a Tail,2021-12-01,article,News,"While ankylosaurs are already known for their armor and club tails, this specimen from South America had a unique way of fighting predators.",The New York Times,Science,Science,"['Dinosaurs', 'Fossils', 'Paleontology', 'Research', 'your-feed-science', 'your-feed-animals']"
Floods Are Threatening a Treasure Trove of American Heritage,2021-12-01,article,News,Water is seeping into storage rooms at the Smithsonian’s American History Museum. A fix appears years away.,The New York Times,Climate,Climate,"['Global Warming', 'Greenhouse Gas Emissions']"
Why isn’t the Ghislaine Maxwell trial being televised?,2021-12-01,article,News,"Unlike other high-profile trials in recent months, Ms. Maxwell is being tried in federal court, where cameras are prohibited.",The New York Times,Metro,New York,[]
An Integration Plan Leads a Student to a New School: ‘His Whole Life Changed’,2021-12-01,article,News,About a third of public school students in Minneapolis were assigned to new schools this year. Here is the story of one family.,The New York Times,National,U.S.,"['School Shootings and Armed Attacks', 'Education (K-12)', 'Admissions Standards', 'Segregation and Desegregation', 'Black People', 'Blacks', 'Race and Ethnicity', 'Education', 'Colleges and Universities', 'Oxford Charter Township, Mich, Shooting (2021)', 'Coronavirus (2019-nCoV)', 'Scholarships and Fellowships', 'Mass Shootings', 'Education (Secondary)']"
New E.U. Measures Set to Restrict Asylum Rights at the Belarus Border,2021-12-01,article,News,"Poland, Latvia and Lithuania could take up to four months to process asylum requests at the border, a delay that aid groups said would leave migrants in unsafe conditions as winter sets in.",The New York Times,Foreign,World,"['Belarus-Poland Border Crisis (2021- )', 'Asylum, Right of', 'Human Rights and Human Rights Violations']"
"Trump Tested Positive for Virus Days Before Debate, 2 Ex-Officials Say",2021-12-01,article,News,"The former president first received a positive coronavirus test days ahead of his first debate with Joseph R. Biden Jr., and then received a negative result, two former officials say.",The New York Times,Washington,U.S.,"['Coronavirus (2019-nCoV)', 'White House Coronavirus Outbreak (2020)', 'Debates (Political)', 'United States Politics and Government']"
A Top Official Says the Fed Will ‘Grapple’ With a Faster Bond-Buying Taper,2021-12-01,article,News,"The president of the New York Federal Reserve said Omicron could prolong supply and demand mismatches, causing some inflation pressures to last.",The New York Times,Business,Business Day,"['United States Economy', 'Coronavirus Omicron Variant', 'Inflation (Economics)', 'Stimulus (Economic)', 'Quantitative Easing', 'Labor and Jobs', 'Shortages']"
The U.S. tells airlines to identify travelers from southern Africa.,2021-12-01,article,News,"The agency said it was “issuing this directive to prevent the importation and spread of a communicable disease of public health importance,” an apparent reference to the new Omicron variant.",The New York Times,Science,Health,"['Coronavirus (2019-nCoV)', 'AIRLINES AND AIRPLANES', 'Coronavirus Omicron Variant']"
6 Hurt as Midnight Explosion Rocks Brooklyn Block,2021-12-01,article,News,"Dozens were displaced by the blast. Its cause was not yet clear, but a neighbor said he reported smelling gas the day before.",The New York Times,Metro,New York,"['Fires and Firefighters', 'Explosions (Accidental)']"
The first Omicron case has been detected in the U.S.,2021-12-01,article,News,Much remains unknown about the new variant of the coronavirus. Experts had said it was only a matter of time before the variant showed up in the United States.,The New York Times,Science,Health,"['Coronavirus Omicron Variant', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization']"
Senate Republicans Threaten Shutdown Over Vaccine Mandate,2021-12-01,article,News,"With federal funding set to lapse on Friday, President Biden’s requirement for large employers is a sticking point over a stopgap spending bill.",The New York Times,Washington,U.S.,"['United States Politics and Government', 'Law and Legislation', 'Shutdowns (Institutional)', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Federal Budget (US)']"
OPEC Faces Omicron Uncertainty and Rebellious Customers,2021-12-01,article,News,The oil cartel and Russia want to bolster prices after a 10 percent drop last week. But they also need to consider the release of reserves by the U.S. and other countries.,The New York Times,Business,Business Day,"['Coronavirus Omicron Variant', 'Oil (Petroleum) and Gasoline', 'Production', 'Prices (Fares, Fees and Rates)', 'Strategic Petroleum Reserve (US)']"
"The Michigan school attack was ‘absolutely’ premeditated, a prosecutor says.",2021-12-01,article,News,Prosecutors said they were reviewing “a mountain of digital evidence” and were also considering charges against the suspect’s parents.,The New York Times,National,U.S.,"['Oxford Charter Township, Mich, Shooting (2021)', 'School Shootings and Armed Attacks', 'Education (K-12)']"
What is known about Jeffrey Epstein’s suicide.,2021-12-01,article,News,"In the more than two years since Mr. Epstein’s death, investigative records have shed new light on his last days.",The New York Times,Metro,New York,[]
"Inditex, a Spanish fashion giant, will be led by Marta Ortega, the founder’s daughter.",2021-12-01,article,News,"Ms. Ortega, 37, will become chairwoman in a generational handoff as the global fashion retailer faces supply chain issues.",The New York Times,Business,Business Day,"['Appointments and Executive Changes', 'Fashion and Apparel']"
Stacey Abrams Says She’s Running for Georgia Governor,2021-12-01,article,News,"Ms. Abrams, a Democratic voting rights activist, will aim to unseat Gov. Brian Kemp in a rematch of their contentious 2018 race for governor.",The New York Times,Politics,U.S.,"['Elections, Governors']"
Fauci uses Omicron as a reason to press vaccines.,2021-12-01,article,News,"He said he did not necessarily favor vaccine requirements for domestic air travelers, preferring a push to inoculate the unvaccinated.",The New York Times,Washington,U.S.,"['Coronavirus Omicron Variant', 'Vaccination and Immunization']"
Getting Better at Uncertainty,2021-12-01,article,News,"It’s not easy, but it’s familiar.",The New York Times,AtHome,At Home,"['Content Type: Service', 'internal-sub-only-nl', 'Anxiety and Stress', 'Quarantine (Life and Culture)']"
An Israeli doctor with Omicron met dozens of people. Just one tested positive.,2021-12-01,article,News,"In the days leading up to his positive test, Elad Maor interacted with about 100 people. So far, only one contact has tested positive.",The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Coronavirus Omicron Variant', 'Medicine and Health']"
Here’s what we know about the students who were killed at Oxford High.,2021-12-01,article,News,One was a star football player. Another was on the school’s bowling team.,The New York Times,National,U.S.,"['Oxford Charter Township, Mich, Shooting (2021)', 'Deaths (Fatalities)']"
Long-Ago Victim of Vesuvius May Shed Light on Ancient Rome,2021-12-01,article,News,"Archaeologists found the remains of a person buried at Herculaneum in the eruption of 79 A.D., and hope that with modern technology it will yield fresh insights.",The New York Times,Foreign,World,"['Volcanoes', 'Archaeology and Anthropology', 'Roman Civilization']"
W.H.O. Reopens Debate Over Fairness of Pandemic Response,2021-12-01,article,News,"As wealthy countries react to the new Omicron virus variant with travel bans and booster shots, the World Health Organization scolded them, calling the steps ineffective and unfair.",The New York Times,Foreign,World,"['Coronavirus Omicron Variant', 'Coronavirus Delta Variant', 'Disease Rates', 'Vaccination and Immunization', 'Travel Warnings', 'Third World and Developing Countries']"
What Are Your Omicron Questions?,2021-12-01,article,News,We’ll have Times health and science reporters answer them.,The New York Times,National,New York,[]
Coronavirus Briefing: What Happened Today,2021-12-01,article,News,Omicron in the U.S.,The New York Times,National,U.S.,[]
Woman Who Sued Walmart Over Shoplifting Arrest Is Awarded $2.1 Million,2021-12-01,article,News,"Lesleigh Nurse said she was wrongfully accused of stealing groceries from the Walmart in Semmes, Ala., in 2016.  The retailer said it would contest the verdict.",The New York Times,Express,U.S.,"['Shopping and Retail', 'Shoplifting and Employee Theft (Retail)', 'Compensation for Damages (Law)', 'Suits and Litigation (Civil)', 'False Arrests, Convictions and Imprisonments', 'Decisions and Verdicts']"
"Square, Jack Dorsey’s payments company, changes its name to Block.",2021-12-01,article,News,Mr. Dorsey has in recent years grown more fascinated by cryptocurrencies and the promise of technological decentralization that blockchain technology could allow for.,The New York Times,Business,Technology,"['Names, Organizational', 'Mobile Commerce and Payments', 'Computers and the Internet', 'Virtual Currency', 'Blockchain (Technology)']"
"Peter DeFazio, House Transportation Committee Chairman, Will Retire",2021-12-01,article,News,"The Oregon Democrat, who has served for nearly 35 years, is the third House committee leader to announce his retirement this year, as the party braces for a grueling midterm election.",The New York Times,Washington,U.S.,"['United States Politics and Government', 'Elections, House of Representatives', 'Transportation', 'Infrastructure (Public Works)']"
Is New York City Ready for the Omicron Variant?,2021-12-01,article,News,"New York has already weathered three variants this year — Iota, Alpha and Delta. Will Omicron be different?",The New York Times,Metro,New York,"['Coronavirus Omicron Variant', 'Coronavirus Delta Variant', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization']"
‘So Many Dimensions’: A Drought Study Underlines the Complexity of Climate,2021-12-01,article,News,"Low rainfall has caused a humanitarian crisis in Madagascar, but common assumptions about drought didn’t hold up to scrutiny.",The New York Times,Climate,Climate,"['Drought', 'Global Warming', 'Rain', 'Research']"
Biden Projects Normalcy and Optimism as Omicron Poses New Threat,2021-12-01,article,News,The president tried to convey holiday cheer as he celebrated Hanukkah and downplayed virus concerns as the variant was detected in California.,The New York Times,Washington,Business Day,"['United States Economy', 'Coronavirus Omicron Variant', 'Coronavirus Delta Variant', 'Coronavirus (2019-nCoV)', 'Shopping and Retail', 'Holidays and Special Occasions']"
"Jacqueline Avant, Philanthropist and Wife of Music Producer Clarence Avant, Is Fatally Shot",2021-12-01,article,News,"Ms. Avant, 81, was found with a gunshot wound after the police received a report of a shooting at her home in Beverly Hills early Wednesday, the police said.",The New York Times,Express,U.S.,"['Black People', 'Blacks', 'Pop and Rock Music', 'Philanthropy']"
Prints Long Thought to Be Bear Tracks May Have Been Made by Human Ancestor,2021-12-01,article,News,"New research published in the journal Nature suggests that the prints, discovered in Tanzania in 1976, were left by an unidentified hominin, or early human ancestor, more than 3.6 million years ago.",The New York Times,Express,Science,"['Paleontology', 'Archaeology and Anthropology', 'Evolution (Biology)', 'Research', 'Australopithecines']"
Omicron Prompts Swift Reconsideration of Boosters Among Scientists,2021-12-01,article,News,Many public health experts were opposed to a boosters-for-all approach. The new variant is changing some minds.,The New York Times,Science,Health,"['Coronavirus Omicron Variant', 'Vaccination and Immunization', 'Immune System', 'Disease Rates', 'your-feed-science']"
Cuomo Nemesis Is Charged With Campaign Fraud,2021-12-01,article,News,"Steve McLaughlin, a Republican county executive and a former state lawmaker, was accused of using campaign funds to pay a personal debt.",The New York Times,Metro,New York,"['Politics and Government', 'State Legislatures', 'Campaign Finance', 'Frauds and Swindling', 'Sexual Harassment']"
"U.N. Seats Denied, for Now, to Afghanistan’s Taliban and Myanmar’s Junta",2021-12-01,article,News,"A powerful United Nations committee deferred a decision on applications by the ruling authorities of both countries, widely regarded as pariahs, to replace envoys of the governments they had toppled.",The New York Times,Foreign,World,['International Relations']
"In Israel, the New U.S. Ambassador’s Home Lacks a Certain View",2021-12-01,article,News,The Trump administration sold the luxurious estate where envoys had lived for decades when it moved the U.S. Embassy to Jerusalem.,The New York Times,Washington,U.S.,"['United States International Relations', 'Diplomatic Service, Embassies and Consulates', 'Renting and Leasing (Real Estate)']"
4 takeaways from the third day of the Ghislaine Maxwell trial.,2021-12-01,article,News,"The defense cross-examined a woman identified only as “Jane” for hours, attempting to poke holes in her story of abuse.",The New York Times,Metro,New York,[]
CNN and Chris Cuomo Face Difficult Questions After Anchor’s Suspension,2021-12-01,article,News,"The network said it was pursuing a “further evaluation” of evidence regarding its star anchor’s efforts to help stave off a sexual harassment scandal that his brother, former Gov. Andrew M. Cuomo, was facing.",The New York Times,Business,Business Day,"['News and News Media', 'Cable Television', 'Sexual Harassment', 'Conflicts of Interest']"
Supreme Court Seems Poised to Uphold Mississippi’s Abortion Law,2021-12-02,article,News,"It was less clear whether the court’s conservative majority would overrule Roe v. Wade, the decision establishing a constitutional right to abortion.",The New York Times,Washington,U.S.,"['Abortion', 'Roe v Wade (Supreme Court Decision)', 'Law and Legislation']"
Roberts Searches for Middle Ground in Abortion Case,2021-12-02,article,News,"The chief justice, known for his incremental approach to contentious issues, explored on Wednesday whether the court could uphold Mississippi’s law without totally throwing out Roe v. Wade.",The New York Times,Washington,U.S.,"['Abortion', 'Roe v Wade (Supreme Court Decision)', 'Pregnancy and Childbirth']"
"U.S. Reports Its 1st Omicron Case, in a California Traveler",2021-12-02,article,News,"The discovery in San Francisco County prompted the Biden administration to renew calls for everyone to get fully vaccinated and receive a booster, if eligible.",The New York Times,Washington,U.S.,"['Coronavirus Omicron Variant', 'Disease Rates', 'Vaccination and Immunization', 'Travel Warnings', 'United States Politics and Government']"
Here are all the charges against the suspect in the Oxford High School shooting.,2021-12-02,article,News,"The 15-year-old suspect faces 24 felony counts, including terrorism causing death.",The New York Times,National,U.S.,"['Oxford Charter Township, Mich, Shooting (2021)', 'Mass Shootings']"
Abortion Decision Could Spill Into Midterm Elections,2021-12-02,article,News,"Both sides anticipate that a Supreme Court decision scaling back abortion rights would roil next year’s elections, with Democrats sensing an advantage.",The New York Times,Washington,U.S.,"['Abortion', 'Roe v Wade (Supreme Court Decision)', 'United States Politics and Government', 'Elections, House of Representatives', 'Elections, Senate']"
Canada Goose workers vote to unionize in Winnipeg.,2021-12-02,article,News,"After a decisive election, about 1,200 employees of the parka maker will be represented by an affiliate of the Service Employees International Union.",The New York Times,Business,Business Day,"['Fashion and Apparel', 'Coats and Jackets', 'Organized Labor', 'Elections', 'Labor and Jobs', 'Factories and Manufacturing']"
Possible Contempt Charge Hangs Over Trump Justice Dept. Official,2021-12-02,article,News,The House committee investigating the Capitol riot agreed to delay action against Jeffrey Clark until after he could be interviewed again.,The New York Times,Washington,U.S.,"['United States Politics and Government', 'Storming of the US Capitol (Jan, 2021)', 'Executive Privilege, Doctrine of']"
Suspect in Michigan School Shooting Faces Murder and Terrorism Charges,2021-12-02,article,News,"A 15-year-old accused of killing four of his classmates and wounding seven other people had described wanting to attack the school in cellphone videos and a journal, the authorities said.",The New York Times,National,U.S.,"['School Shootings and Armed Attacks', 'Oxford Charter Township, Mich, Shooting (2021)', 'Terrorism']"
"Planned Parenthood Says Hacker Compromised Information for 400,000 Patients",2021-12-02,article,News,The group’s Los Angeles affiliate said it did not know who was responsible for the ransomware attack and did not believe any information had been used for “fraudulent purposes.”,The New York Times,Express,U.S.,"['Computers and the Internet', 'Abortion', 'Cyberattacks and Hackers']"
"Citing Covid-19, Climate and Wars, U.N. Asks Donors for Big Jump in Funding",2021-12-02,article,News,The world body said it needed $41 billion to fund humanitarian aid to help 183 million people in 63 countries.,The New York Times,Foreign,World,"['Humanitarian Aid', 'Coronavirus (2019-nCoV)', 'Famine', 'Global Warming']"
Omicron Could Knock a Fragile Economic Recovery Off Track,2021-12-02,article,News,"The latest zigzag in the pandemic has already curtailed travel, but its broader impact on growth and inflation isn’t likely to be known for several weeks.",The New York Times,Business,Business Day,"['Coronavirus Omicron Variant', 'Disease Rates', 'Vaccination and Immunization', 'Quarantines', 'Economic Conditions and Trends', 'Travel Warnings', 'Travel and Vacations', 'United States Economy']"
‘Call Me Dog Tag Man’: Pacific Island Is Full of War Relics and Human Remains,2021-12-02,article,News,"More than 75 years after the Battle of Biak ended, collectors are still finding remnants of the fight, and U.S. authorities are hoping to bring closure to families of soldiers still missing.",The New York Times,Foreign,World,"['United States Defense and Military Forces', 'Defense and Military Forces', 'Collectors and Collections', 'World War II (1939-45)']"
