headline,date,doc_type,type_of_material,snippet,source,news_desk,section_name,keywords
The 18 Best TV Shows for Vicarious Travel Thrills,2020-04-01,article,News,"Circle the globe with these international thrillers, comedies, dramas and documentaries.",The New York Times,Travel,Travel,"['Television', 'Travel and Vacations']"
"It’s April Fools’ Day, So a K-Pop Star Pulled a Coronavirus Prank",2020-04-01,article,News,"Jaejoong of JYJ told his fans he had the virus, then admitted he had made up the diagnosis. His devastated fans were unamused.",The New York Times,Express,World,"['Hoaxes and Pranks', ""APRIL FOOL'S DAY"", 'Coronavirus (2019-nCoV)', 'Pop and Rock Music']"
Welcome to the Second Quarter. Brace Yourself.,2020-04-01,article,News,The first quarter was one of the worst in history for many stock markets around the world. The start of the second isn’t looking any better.,The New York Times,Business,Business Day,"['Coronavirus (2019-nCoV)', 'Delivery Services']"
On Politics: The Country Keeps Reeling,2020-04-01,article,News,The death toll mounts as House Democrats consider their next move: This is your morning tip sheet.,The New York Times,Politics,U.S.,"['Coronavirus (2019-nCoV)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)']"
"N.Y.C. Virus Death Toll Nears 1,400 as a Key Date Looms",2020-04-01,article,News,"Mayor de Blasio has often said April 5 was a “demarcation line” in the coronavirus fight. Now it is just days away, and supplies are still badly needed.",The New York Times,Metro,New York,['Coronavirus (2019-nCoV)']
"To Enforce Coronavirus Rules, U.K. Police Use Drones, Shaming and Easter Egg Bans",2020-04-01,article,News,The actions have stirred a debate about the powers of the authorities and the limits of individual liberty.,The New York Times,Foreign,World,"['Magna Carta (1215)', 'Coronavirus (2019-nCoV)', 'Police', 'Quarantines']"
What Happened After ‘Tiger King’,2020-04-01,article,News,"The former zookeeper known as Joe Exotic filed a lawsuit. Carole Baskin, who runs Big Cat Rescue, condemned how the series handled her husband’s disappearance. And activists pushed for new wildlife protections.",The New York Times,Express,U.S.,"['Animal Abuse, Rights and Welfare', 'Tigers', 'Lions', 'Zoos']"
Start-Ups Are Pummeled in the ‘Great Unwinding’,2020-04-01,article,News,"Dozens have laid off thousands, slashed costs and changed their businesses to try to survive the pandemic. All that may not work.",The New York Times,Business,Technology,"['Coronavirus (2019-nCoV)', 'Start-ups', 'Computers and the Internet', 'Layoffs and Job Reductions', 'Venture Capital', 'Coronavirus Aid, Relief, and Economic Security Act (2020)']"
"$500,000 Homes in Mississippi, Missouri and New York",2020-04-01,article,News,"A 1916 Tudor Revival in Jackson, a condo in a landmark Kansas City Beaux-Arts building and a log cabin in Pawling.",The New York Times,RealEstate,Real Estate,['Real Estate and Housing (Residential)']
"House Hunting on Curaçao: A Circular Villa on the Sea for $979,000",2020-04-01,article,News,"A cheaper alternative to its Caribbean neighbors, the Dutch island lures tourists and buyers with its remote location and hurricane-free climate.",The New York Times,RealEstate,Real Estate,['Real Estate and Housing (Residential)']
France Tries Limiting Joblessness to Confront Coronavirus Recession,2020-04-01,article,News,Can countries recover better from the pandemic-induced downturn by preventing companies and workers from going under to begin with? France is making a big bet.,The New York Times,Business,Business Day,"['Coronavirus (2019-nCoV)', 'Layoffs and Job Reductions', 'Shutdowns (Institutional)', 'Quarantines', 'Politics and Government', 'Unemployment', 'Recession and Depression']"
"Malaria Drug Helps Virus Patients Improve, in Small Study",2020-04-01,article,News,"A group of moderately ill people were given hydroxychloroquine, which appeared to ease their symptoms quickly, but more research is needed.",The New York Times,Science,Health,"['Coronavirus (2019-nCoV)', 'Hydroxychloroquine (Drug)', 'Drugs (Pharmaceuticals)', 'Quarantines', 'Shortages', 'Autoimmune Diseases', 'Pneumonia', 'Immune System', 'Malaria', 'your-feed-healthcare']"
"Bolsonaro, Isolated and Defiant, Dismisses Coronavirus Threat to Brazil",2020-04-01,article,News,"President Jair Bolsonaro, who has called the virus a “measly cold,” is the sole major world leader continuing to question the merits of lockdown measures to fight the pandemic.",The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Epidemics', 'Deaths (Fatalities)', 'Politics and Government', 'Indigenous People']"
"Zantac Products Should Not Be Sold or Used, F.D.A. Warns, Citing Cancer Danger",2020-04-01,article,News,"Although most drugmakers had already pulled the heartburn products months ago, the agency told consumers they should throw out any over-the-counter medications they still had.",The New York Times,Science,Health,"['Drugstores', 'Cancer', 'Drugs (Pharmaceuticals)', 'Recalls and Bans of Products', 'Heartburn', 'Hazardous and Toxic Substances', 'your-feed-healthcare']"
Are You Unemployed Because of the Coronavirus Outbreak?,2020-04-01,article,News,"The New York Times would like to hear from workers who are unemployed or who lost hours, or business owners who have had to make changes in response to Covid-19.",The New York Times,National,Business Day,"['Unemployment', 'Coronavirus (2019-nCoV)', 'Layoffs and Job Reductions']"
Patient Has Virus and Serious Cancer. Should Doctors Withhold Ventilator?,2020-04-01,article,News,"With a looming shortage of equipment for coronavirus patients in New York City, doctors say they may soon need to make difficult choices.",The New York Times,Metro,New York,"['Coronavirus (2019-nCoV)', 'Doctors', 'Hospitals', 'Emergency Medical Treatment', 'Ventilators (Medical)', 'Shortages', 'Living Wills and Health Care Proxies', 'Rationing and Allocation of Resources', 'Quarantines', 'Epidemics', 'Ethics and Official Misconduct']"
"Former Hulu Boss Will Lead WarnerMedia, Home of HBO and CNN",2020-04-01,article,News,"Just before the start of HBO Max, AT&T names Jason Kilar as the head of its entertainment and news unit. He replaces John Stankey, who remains AT&T’s president.",The New York Times,Business,Business Day,"['Appointments and Executive Changes', 'Television', 'Movies', 'News and News Media']"
"Democrats Fear for Their Convention. For Republicans, ‘The Show Must Go On.’",2020-04-01,article,News,"As the virus disrupts the campaign, G.O.P. officials are taking their cue from President Trump, while Joe Biden said “it’s hard to envision” the Democrats holding an in-person convention in July.",The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Republican National Convention', 'Democratic National Convention', 'United States Politics and Government']"
"In Stressful Times, Make Stress Work for You",2020-04-01,article,News,Research shows we can actually use stress to improve our health and well-being. Here’s how.,The New York Times,Well,Well,"['Anxiety and Stress', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Emotions', 'Work-Life Balance']"
Japan’s climate plan sends ‘wrong signal’,2020-04-01,article,News,"Also this week, a bright spot in locked-down cities",The New York Times,Climate,Climate,"['Greenhouse Gas Emissions', 'Global Warming', 'United Nations Framework Convention on Climate Change', 'Birds', 'Coronavirus (2019-nCoV)']"
Iran Says U.S. Sanctions Are Taking Lives. U.S. Officials Disagree.,2020-04-01,article,News,"Iran, devastated by the coronavirus, is asking the U.S. to lift sanctions on humanitarian grounds. U.S. officials say sanctions aren’t to blame; Iran is.",The New York Times,Foreign,World,"['Embargoes and Sanctions', 'United States International Relations', 'Politics and Government', 'Coronavirus (2019-nCoV)', 'Ventilators (Medical)', 'Medical Devices', 'Humanitarian Aid', 'United States Politics and Government', 'Epidemics']"
Taking Baths May Be Good for Your Heart,2020-04-01,article,News,Daily baths reduced the risk of heart disease and stroke.,The New York Times,Well,Well,"['Bathing and Showering', 'Heart', 'Blood Pressure']"
How Are You Feeling? Surveys Aim to Detect Covid-19 Hot Spots Early,2020-04-01,article,News,"Scientists have persuaded Britons and Israelis to fill out questionnaires about their health, to get ahead of the coronavirus by getting resources to the right place. The U.S. is next.",The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Research', 'Mobile Applications']"
44 Texas Students Have Coronavirus After Spring Break Trip,2020-04-01,article,News,"A group of about 70 students from the University of Texas at Austin celebrated spring break in Mexico, then returned to find that dozens had tested positive.",The New York Times,National,U.S.,"['Coronavirus (2019-nCoV)', 'Colleges and Universities', 'Travel and Vacations', 'Spring (Season)', 'Quarantines', 'Epidemics']"
The Coronavirus Patients Betrayed by Their Own Immune Systems,2020-04-01,article,News,"A “cytokine storm” becomes an all-too-frequent phenomenon, particularly among the young. But treatments are being tested.",The New York Times,Science,Health,"['Coronavirus (2019-nCoV)', 'Immune System', 'Drugs (Pharmaceuticals)', 'Epidemics', 'Respiratory Distress Syndrome', 'Autoimmune Diseases', 'your-feed-science']"
Auto Sales Plummet in First Quarter as Coronavirus Keeps Buyers Away,2020-04-01,article,News,"After a strong first two months of the year, sales tumbled in March as Americans stayed home.",The New York Times,Business,Business Day,"['Automobiles', 'Shutdowns (Institutional)', 'United States Economy', 'Company Reports', 'Coronavirus (2019-nCoV)']"
"When Humans Are Sheltered in Place, Wild Animals Will Play",2020-04-01,article,News,"Goats in Wales; coyotes in San Francisco; rats, rats, everywhere: With much of the world staying home to prevent the spread of the coronavirus, animals have ventured out where normally the presence of people would keep them away.",The New York Times,Science,Science,"['Animal Behavior', 'Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)']"
One of Europe’s Most Polluted Towns Stages a Noisy Revolt,2020-04-01,article,News,"Residents of Fos-sur-Mer accepted a trade-off for decades: good jobs for foul air. But when the health costs became impossible to ignore, they went to court, a groundbreaking move in France.",The New York Times,Foreign,World,"['Pollution', 'Factories and Manufacturing', 'Labor and Jobs', 'Suits and Litigation (Civil)', 'Steel and Iron']"
"Florida Governor, at Long Last, Orders Residents to Stay Home to Avoid Coronavirus",2020-04-01,article,News,Gov. Ron DeSantis said the decision corresponded with the “national pause” effectively recommended by the White House.,The New York Times,National,U.S.,"['Coronavirus (2019-nCoV)', 'Politics and Government', 'Quarantines', 'Travel and Vacations', 'Epidemics', 'Beaches', 'Deaths (Fatalities)', 'Federal-State Relations (US)', 'United States Politics and Government']"
Acupuncture May Ease Migraines,2020-04-01,article,News,A Chinese study found that acupuncture reduced the number of headache attacks in migraine sufferers.,The New York Times,Well,Well,"['ACUPUNCTURE', 'Migraine Headaches']"
How 2 Very Different Los Angeles Hospitals Are Facing Coronavirus,2020-04-01,article,News,One is a top-ranked research hospital that draws celebrities and royalty. The other serves some of the city’s most vulnerable communities. Neither says it has the equipment it will need when virus cases surge.,The New York Times,National,U.S.,"['Coronavirus (2019-nCoV)', 'Hospitals', 'Ventilators (Medical)', 'Protective Clothing and Gear', 'Doctors']"
How to Donate Your N95 Masks to New York Doctors,2020-04-01,article,News,Medical professionals on the front lines in New York and its suburbs are facing a shortage of masks and other personal protection equipment. Here are easy ways residents can donate supplies.,The New York Times,Express,New York,"['Coronavirus (2019-nCoV)', 'Masks', 'Protective Clothing and Gear', 'Hospitals']"
"Notion, Maker of Collaboration Software, Raises $50 Million",2020-04-01,article,News,"While many start-ups grapple with the fallout from the pandemic, this San Francisco company raised more cash to survive.",The New York Times,Business,Technology,"['Venture Capital', 'Computers and the Internet', 'Enterprise Computing', 'Software', 'Start-ups', 'Mobile Applications', 'Productivity']"
Why a Pandemic Is Bringing Out Our Best Online,2020-04-01,article,News,"Welcome to On Tech, a daily newsletter on how technology is changing all of our lives — for better or worse.",The New York Times,Business,Technology,"['Computers and the Internet', 'Social Media', 'Coronavirus (2019-nCoV)', 'Boredom']"
Remembering Coronavirus Victims: Tell Us About People You Knew.,2020-04-01,article,News,"The pandemic has claimed people from all walks of life, knowing no boundaries.",The New York Times,Obits,Obituaries,"['Coronavirus (2019-nCoV)', 'Deaths (Obituaries)']"
Coronavirus Delays Key Global Climate Talks,2020-04-01,article,News,"This year’s United Nations-sponsored climate talks, widely regarded as the most important climate meeting of the last four years, were postponed because of the coronavirus pandemic.",The New York Times,Climate,Climate,"['Global Warming', 'Environment', 'Greenhouse Gas Emissions', 'United Nations Framework Convention on Climate Change', 'Coronavirus (2019-nCoV)']"
Why State and Local Debt Is Fraught Territory for the Fed,2020-04-01,article,News,The central bank is weighing what it can do to help local bond markets. Here’s why Democrats’ big ask — direct purchases — is so tough.,The New York Times,Business,Business Day,"['Coronavirus (2019-nCoV)', 'Federal-State Relations (US)', 'Municipal Bonds', 'Credit and Debt', 'Local Government', 'States (US)', 'Budgets and Budgeting', 'Stocks and Bonds', 'Money Market Mutual Funds', 'United States Politics and Government']"
It’s the Official Start to the 2020 Census. But No One Counted On a Pandemic.,2020-04-01,article,News,The Census Bureau faced enormous hurdles in transforming the census for the digital age. The coronavirus epidemic upended a huge part of its plans.,The New York Times,National,U.S.,"['Population', 'Census', 'Coronavirus (2019-nCoV)']"
Prepare for War or Fight Coronavirus? U.S. Military Battles Competing Instincts,2020-04-01,article,News,"The Navy has so far refused to completely evacuate the Theodore Roosevelt, an aircraft carrier where 93 service members have been confirmed to be infected.",The New York Times,Washington,U.S.,"['Coronavirus (2019-nCoV)', 'United States Defense and Military Forces', 'Aircraft Carriers', 'United States Politics and Government']"
Pro-Trump Super PAC to Spend $10 Million on Attack Ads Against Biden,2020-04-01,article,News,"The ads bought by the group, America First, will air in three Rust Belt states that were pivotal to President Trump’s victory in 2016.",The New York Times,Politics,U.S.,['Presidential Election of 2020']
Some Coronavirus Patients Show Signs of Brain Ailments,2020-04-01,article,News,"Doctors have observed neurological symptoms, including confusion, stroke and seizures, in a small subset of Covid-19 patients.",The New York Times,Science,Health,"['Coronavirus (2019-nCoV)', 'Brain', 'Fever', 'Seizures (Medical)', 'Nerves and Nervous System', 'your-feed-science', 'your-feed-health']"
Man Wanted in Triple Killing Is Arrested After Armed Standoff on Florida Highway,2020-04-01,article,News,"The authorities said that Caesar Zamien Lamar Crockett Jr. had kidnapped his 2-year-old son after fatally shooting three family members in Macon, Ga., on Tuesday night.",The New York Times,Express,U.S.,"['Murders, Attempted Murders and Homicides', 'Fugitives']"
Needy Will Face Hurdles to Getting Coronavirus Stimulus,2020-04-01,article,News,"The Treasury reversed guidance that would have required millions of Social Security recipients to file returns, but many other low-income people will have to submit them.",The New York Times,Business,Business Day,"['Banking and Financial Institutions', 'United States Economy', 'Income', 'Federal Taxes (US)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Social Security (US)', 'Coronavirus (2019-nCoV)', 'Poverty']"
Cuomo Is a Media Hero in the Pandemic. De Blasio Is a Scapegoat.,2020-04-01,article,News,"The mayor of New York, who is often disdainful of the media, has become an irresistible punching bag.",The New York Times,Business,Business Day,"['Politics and Government', 'News and News Media', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Shutdowns (Institutional)']"
Trump Rebuffs Demands to Lift Tariffs as Economy Falters,2020-04-01,article,News,"The calls by corporate leaders have intensified as the coronavirus inflicts financial pain, but President Trump has argued that the levies do not hurt American companies.",The New York Times,Washington,Business Day,"['International Trade and World Market', 'United States Economy', 'Customs (Tariff)', 'United States Politics and Government', 'Executive Orders and Memorandums', 'Coronavirus (2019-nCoV)', 'Steel and Iron', 'Factories and Manufacturing']"
Get Unstuck When You Feel You Don’t Have Time to Do Anything,2020-04-01,article,News,Most of us feel we’re so busy we don’t have time to start on our dream (or everyday) projects. Here’s how to find the time.,The New York Times,Smarter Living,Smarter Living,"['Productivity', 'Time']"
"Lorena Borjas, Transgender Immigrant Activist, Dies at 59",2020-04-01,article,News,"She helped transgender women in Queens contend with human trafficking, health issues and possible deportation. Her death was attributed to the coronavirus.",The New York Times,Obits,Obituaries,"['Deaths (Obituaries)', 'Transgender and Transsexuals', 'Immigration and Emigration', 'Illegal Immigration', 'Human Trafficking', 'Coronavirus (2019-nCoV)']"
‘Infrastructure Week’ Returns as Trump and Democrats Eye Post-Virus Jobs Plan,2020-04-01,article,News,Democrats and President Trump are discussing a multitrillion-dollar infrastructure plan that could create thousands of jobs to salve an economy battered by the coronavirus.,The New York Times,Washington,U.S.,"['United States Politics and Government', 'Infrastructure (Public Works)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'United States Economy', 'Labor and Jobs', 'Law and Legislation', 'Coronavirus (2019-nCoV)']"
Juggling Lessons From Katie Porter,2020-04-01,article,News,The congresswoman is pushing for oversight of the bailout as she self-quarantines with three kids.,The New York Times,Politics,U.S.,"['Coronavirus (2019-nCoV)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'United States Politics and Government']"
"T-Mobile Closes Merger With Sprint, and a Wireless Giant Is Born",2020-04-01,article,News,The new T-Mobile will have over 100 million customers and plans to take on AT&T and Verizon.,The New York Times,Business,Business Day,"['Wireless Communications', 'Cellular Telephones', '5G (Wireless Communications)', 'Mergers, Acquisitions and Divestitures', 'Regulation and Deregulation of Industry', 'Prices (Fares, Fees and Rates)']"
"A Ventilator Stockpile, With One Hitch: Thousands Do Not Work",2020-04-01,article,News,"While President Trump has assured states that thousands of ventilators remain at the ready, thousands more are in storage, unmaintained or otherwise unusable.",The New York Times,Washington,U.S.,"['Coronavirus (2019-nCoV)', 'Ventilators (Medical)', 'Medical Devices', 'Stockpiling', 'United States Politics and Government', 'States (US)', 'Federal-State Relations (US)', 'Hospitals', 'Masks', 'Shortages']"
Retailers Under Growing Pressure to Let Workers Wear Masks,2020-04-01,article,News,Restrictions that follow current C.D.C. guidelines have become a source of tension at many stores supplying essential goods during the coronavirus pandemic.,The New York Times,Business,Business Day,"['Coronavirus (2019-nCoV)', 'Shopping and Retail', 'Protective Clothing and Gear', 'Masks']"
Loeffler’s Wealth Becomes a Risk as Rivals Charge She Profited on the Coronavirus,2020-04-01,article,News,"Millions of dollars in stock trades by the freshman senator have drawn intense scrutiny for potential insider trading, and it could reshape a contested Senate race in Georgia.",The New York Times,Washington,U.S.,"['Elections, Senate', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Stocks and Bonds', 'Insider Trading']"
Devin Nunes Says Decision to Cancel School in California Was ‘Overkill’,2020-04-01,article,News,"Mr. Nunes, a Republican representative from California, urged the country to start getting people back to work in one to two weeks despite the coronavirus outbreak.",The New York Times,Express,U.S.,"['United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Epidemics', 'Quarantines', 'Education (K-12)', 'Labor and Jobs']"
Friend Who Trump Says Has Coronavirus Is a New York Developer,2020-04-01,article,News,"Stanley Chera, 78, is hospitalized and believed to be in a coma.",The New York Times,Washington,U.S.,"['Coronavirus (2019-nCoV)', 'United States Politics and Government']"
"Alarm, Denial, Blame: The Pro-Trump Media’s Coronavirus Distortion",2020-04-01,article,News,"Sean Hannity, Rush Limbaugh and other right-wing commentators turned a pandemic into a battle of us vs. them — the kind of battle President Trump has waged for much of his life.",The New York Times,Politics,U.S.,"['Coronavirus (2019-nCoV)', 'Deaths (Fatalities)', 'News and News Media', 'Rumors and Misinformation', 'Propaganda', 'Fringe Groups and Movements', 'United States Politics and Government']"
Cooped-Up Children Lose Refuge as N.Y.C. Playgrounds Are Closed,2020-04-01,article,News,"Governor orders shutdown of playgrounds and basketball courts to maintain social distancing, but parks remain open.",The New York Times,Metro,New York,"['Coronavirus (2019-nCoV)', 'Playgrounds', 'Shutdowns (Institutional)', 'Quarantines', 'Children and Childhood']"
The Many Times It’s Been ‘Infrastructure Week’ in Washington,2020-04-02,article,News,"Since President Trump vowed to tackle infrastructure during the 2016 campaign, it has been an elusive, bipartisan goal.",The New York Times,Washington,U.S.,"['Infrastructure (Public Works)', 'United States Politics and Government', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Coronavirus (2019-nCoV)']"
Trump Warns Iran of Heightened Retaliation for Any Attacks on U.S. Troops,2020-04-02,article,News,Democratic leaders cautioned the president privately that he must consult lawmakers before taking military action.,The New York Times,Washington,U.S.,"['United States International Relations', 'United States Defense and Military Forces', 'United States Politics and Government']"
SoftBank Won’t Buy $3 Billion in WeWork Stock,2020-04-02,article,News,"The move is a blow to shareholders like Adam Neumann, the company’s co-founder, and venture capital firms that had hoped to cash out of the troubled office space company.",The New York Times,Business,Business Day,"['Stocks and Bonds', 'Co-Working']"
"Home Depot Halts Sales of N95 Masks Amid Shortage, Company Says",2020-04-02,article,News,The retailer said it had redirected shipments of the masks to health care providers and emergency responders.,The New York Times,Express,Business Day,"['Masks', 'Protective Clothing and Gear', 'Coronavirus (2019-nCoV)', 'Stockpiling', 'Medical Devices', 'Shopping and Retail']"
12 Fraught Hours With E.M.T.s in a City Under Siege,2020-04-02,article,News,"Special units of emergency medical workers in Paterson, N.J., respond to 911 calls for suspected coronavirus, entering homes and putting themselves at risk.",The New York Times,Science,Health,"['Coronavirus (2019-nCoV)', 'Emergency Medical Treatment', 'AMBULANCES', 'Protective Clothing and Gear', 'Masks', 'Fires and Firefighters', 'Nine-One-One (911) (Emergency Phone Number)', 'your-feed-healthcare']"
"After Threats, Anthony Fauci to Receive Enhanced Personal Security",2020-04-02,article,News,Dr. Fauci has become a target of online conspiracy theorists after advocating social distancing rules.,The New York Times,Washington,U.S.,"['United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Presidential Election of 2020', 'Fringe Groups and Movements']"
