headline,date,doc_type,type_of_material,snippet,source,news_desk,section_name,keywords
Mass Shooting in Queens Leaves 10 Wounded,2021-08-01,article,News,"As seven bystanders were injured in a shooting, Eric Adams called on New York City authorities to intensify efforts against gangs and guns.",The New York Times,Metro,New York,['Mass Shootings']
A Fight Over Zoning Tests Charlottesville’s Progress on Race,2021-08-01,article,News,"Four years after a white supremacist march, the Virginia city is reconsidering its housing and zoning rules.",The New York Times,National,U.S.,"['Black People', 'Blacks', 'Zoning', 'Area Planning and Renewal', 'Real Estate and Housing (Residential)', 'Race and Ethnicity', 'Charlottesville, Va, Violence (August, 2017)', 'Discrimination', 'Population', 'Affordable Housing', 'Politics and Government', 'Monuments and Memorials (Structures)']"
"In addition to Covid, more children are getting a respiratory virus more commonly seen in winter.",2021-08-01,article,News,"An outbreak of respiratory syncytial virus, combined with growing Covid-19 pediatric cases, is straining hospital resources in some U.S. cities.",The New York Times,Express,World,"['Coronavirus (2019-nCoV)', 'Children and Childhood', 'Vaccination and Immunization', 'Hospitals']"
Sunken ‘Jungle Cruise’ Sales Reflect Hollywood’s Delta Variant Troubles,2021-08-01,article,News,The mega-budget comedic adventure took in $34 million in North America and $30 million on Disney+ worldwide.,The New York Times,Culture,Business Day,"['Movies', 'Quarantine (Life and Culture)', 'Box Office Sales']"
"To Fight Vaccine Lies, Authorities Recruit an ‘Influencer Army’",2021-08-01,article,News,"The White House has teamed up with TikTok stars, while some states are paying “local micro influencers” for pro-vaccine campaigns.",The New York Times,Business,Technology,"['Social Media', 'Vaccination and Immunization', 'Computers and the Internet', 'Rumors and Misinformation', 'Coronavirus (2019-nCoV)', 'Generation Z']"
How Local Media Spreads Misinformation From Vaccine Skeptics,2021-08-01,article,News,"Facebook and other social media have been under scrutiny for vaccine misinformation, but local outlets have also sometimes been active.",The New York Times,Business,Technology,"['Rumors and Misinformation', 'Vaccination and Immunization', 'News and News Media', 'Coronavirus (2019-nCoV)', 'Radio', 'Newspapers', 'Computers and the Internet', 'Social Media', 'Television', 'Podcasts']"
Payments App Square to Acquire Australian Company Afterpay,2021-08-01,article,News,"The deal, for $29 billion, would introduce Afterpay’s “buy now, pay later” service to U.S. consumers and the small businesses that process their credit card transactions on Square.",The New York Times,Business,Business Day,"['Mobile Commerce and Payments', 'Mergers, Acquisitions and Divestitures']"
Biden’s Climate Plans Are Stunted After Dejected Experts Fled Trump,2021-08-01,article,News,Hundreds of scientists and policy experts left the government during the Trump administration. The jobs remain unfilled six months into President Biden’s term.,The New York Times,Climate,Climate,"['Global Warming', 'Greenhouse Gas Emissions', 'United States Politics and Government', 'Appointments and Executive Changes', 'Careers and Professions', 'Research', 'Environment']"
Zoom Agrees to Settle Lawsuit Over ‘Zoombombing’,2021-08-01,article,News,"The videoconferencing company said it would pay $85 million to settle the suit, which claimed that it violated users’ privacy, in part by allowing hackers to interrupt online meetings.",The New York Times,Business,Technology,"['Suits and Litigation (Civil)', 'Privacy', 'Videophones and Videoconferencing', 'Computer Security', 'Quarantine (Life and Culture)', 'Coronavirus (2019-nCoV)']"
New York Is Pushing Homeless People Off the Streets. Where Will They Go?,2021-08-02,article,News,"Cleanup crews are clearing encampments, but advocates say the sweeps just move people from one place to another and fail to address the housing crisis.",The New York Times,Metro,New York,"['Homeless Persons', 'Coronavirus (2019-nCoV)', 'Mental Health and Disorders', 'Group Homes and Supportive Housing']"
Where a Vast Global Vaccination Program Went Wrong,2021-08-02,article,News,"After months of struggle, the U.N.-backed Covax alliance will soon have many more doses, promising relief for vaccine shortages in poorer countries. But it faces a deepening crisis: difficulties getting shots into arms as the Delta variant spreads...",The New York Times,Foreign,World,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Disease Rates', 'Humanitarian Aid', 'Third World and Developing Countries', 'Shortages', 'United States Politics and Government']"
A Wall Street Dressing Down: Always. Be. Casual.,2021-08-02,article,News,"As workers return to the financial district, longstanding dress codes have been relaxed. Right now, almost anything goes. Even jeans.",The New York Times,Business,Business Day,"['Banking and Financial Institutions', 'Quarantine (Life and Culture)', 'Dress Codes', 'Fashion and Apparel', 'Suits (Apparel)']"
He Sang 2 Songs at an Election Rally. Hong Kong Says He Violated the Law.,2021-08-02,article,News,"Anticorruption officials arrested Anthony Wong Yiu-ming, a Cantopop singer, who has publicly supported the Chinese territory’s pro-democracy opposition.",The New York Times,Foreign,World,"['Hong Kong Protests (2019)', 'Politics and Government', 'Corruption (Institutional)']"
"In N.Y.C., a push to bring back tourists includes razing homeless encampments.",2021-08-02,article,News,,The New York Times,Foreign,World,[]
"Covax, the vast global vaccination program, struggles to get shots into arms.",2021-08-02,article,News,,The New York Times,Foreign,World,[]
Her Latest Trick: Finding an Affordable One-Bedroom in Manhattan,2021-08-02,article,News,"After a year in New Jersey, a fashion designer who moonlights as a magician discovered to her surprise that she could afford to move back to the city.",The New York Times,RealEstate,Real Estate,"['Renting and Leasing (Real Estate)', 'Real Estate and Housing (Residential)', 'Quarantine (Life and Culture)', 'Magic and Magicians', 'Content Type: Personal Profile', 'Fashion and Apparel']"
Lack of Foreign Workers Has Seasonal Businesses Scrambling,2021-08-02,article,News,"Even with a visa cap increased, the pandemic’s disruption has left a dearth of landscapers, crabbers and restaurant help.",The New York Times,Business,Business Day,"['Foreign Workers', 'Labor and Jobs', 'Shortages', 'Summer (Season)', 'Immigration and Emigration', 'Migrant Labor (Non-Agriculture)', 'Visas']"
Solving the Mystery of I.B.S.,2021-08-02,article,News,Experts are starting to untangle the biological underpinnings of this common yet perplexing disorder. What they’re finding could offer clues on how to treat it.,The New York Times,Science,Well,"['Digestive Tract', 'Research', 'Bowels', 'Stomach', 'Irritable Bowel Syndrome', 'Content Type: Service']"
2 House Races in Ohio Will Test Democratic Divisions and Trump’s Sway,2021-08-02,article,News,"In the Cleveland area, a bitter primary election is pitting the left against the Democratic establishment. Near Columbus, a Trump-endorsed candidate faces a crowded Republican field.",The New York Times,Politics,U.S.,"['Elections, House of Representatives', 'Primaries and Caucuses', 'Midterm Elections (2022)', 'Political Advertising', 'United States Politics and Government']"
Queen Guitarist’s Flooded London Basement Foretells a Climate Under Pressure,2021-08-02,article,News,"After a heat wave and two Southeast Asia-style rainstorms that flooded the capital’s streets, subways and Brian May’s cellar, it seems timely to ask if the city is prepared to deal with wild weather.",The New York Times,Foreign,World,"['Floods', 'Basements and Cellars', 'Sewers and Sewage', 'Global Warming']"
Fleeting Glimpses of Indonesia’s Endangered Orangutans,2021-08-02,article,News,"On the island of Sumatra, a devoted group of conservationists is grasping for a solution that will benefit both the animals and the people who live around them.",The New York Times,Travel,Travel,"['Monkeys and Apes', 'Conservation of Resources', 'Endangered and Extinct Species', 'Eco-Tourism', 'Elephants', 'Photography', 'Travel and Vacations']"
"The Bootleg Fire in Oregon is 84 percent contained, officials say.",2021-08-02,article,News,"Several days of rain have helped in the fight against the fire, which has consumed more than 400,000 acres.",The New York Times,National,U.S.,['Wildfires']
"After a scorching, parched summer across much of the U.S., what will August bring?",2021-08-02,article,News,The heart of both hurricane and wildfire season is yet to come.,The New York Times,National,U.S.,"['Weather', 'Summer (Season)', 'Hurricanes and Tropical Storms', 'Heat and Heat Waves', 'Floods', 'Fires and Firefighters', 'Wildfires', 'Drought', 'Monsoons', 'Global Warming']"
Belarusian Sprinter Who Feared for Her Safety Is Offered Asylum in Poland,2021-08-02,article,News,Kristina Timanovskaya sought help at a Tokyo airport as her country tried to forcibly send her home from the Olympics.,The New York Times,Foreign,World,"['Asylum, Right of', 'Olympic Games (2020)', 'Politics and Government', 'Track and Field']"
State Dept. Offers Potential Refugee Status to More Afghans Who Worked With U.S.,2021-08-02,article,News,"As the Taliban make territorial gains, more Afghans, including those who helped U.S. news outlets, will become eligible for visas.",The New York Times,Washington,U.S.,"['Visas', 'Immigration and Emigration', 'Refugees and Displaced Persons', 'AFGHAN-AMERICANS', 'Afghanistan War (2001- )', 'United States Defense and Military Forces', 'United States Politics and Government', 'News and News Media']"
"The death toll from flooding in China rises sharply, to more than 300.",2021-08-02,article,News,"The total more than tripled since last week, suggesting delays in reporting other deaths.",The New York Times,Foreign,World,"['Deaths (Fatalities)', 'Floods']"
Pfizer and Moderna raised their vaccine prices in their latest E.U contracts.,2021-08-02,article,News,,The New York Times,Foreign,World,[]
The Corporate Vaccine Gap,2021-08-02,article,News,Partial mandates at Walmart and others may widen a class divide.,The New York Times,Business,Business Day,"['Coronavirus Reopenings', 'Vaccination and Immunization']"
Senators finish writing bipartisan infrastructure bill in rare weekend session.,2021-08-02,article,News,Democratic leaders say the Senate will vote on the $1 trillion infrastructure bill and a $3.5 trillion budget blueprint before leaving Washington for the August recess.,The New York Times,Washington,U.S.,"['United States Politics and Government', 'Infrastructure (Public Works)']"
"Home Depot, SoulCycle and other businesses tighten pandemic restrictions.",2021-08-02,article,News,Equinox and Walmart are requiring some employees to be vaccinated. Home Depot and Lowes are reinstating mask requirements for workers.,The New York Times,Business,Business Day,"['Coronavirus Reopenings', 'Workplace Hazards and Violations', 'Masks', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)']"
Workplace vaccine mandates reveal a divide among workers.,2021-08-02,article,News,"Corporate requirements for vaccinations have so far tended to cover the white-collar workers, not the lower-income workers on the front lines who are less likely to be vaccinated.",The New York Times,Business,Business Day,"['Vaccination and Immunization', 'Coronavirus Reopenings', 'Labor and Jobs']"
"Haitians Investigating President’s Death, Under Threat, Go Into Hiding",2021-08-02,article,News,"The officials, two court clerks and an investigative judge who collected evidence in President Jovenel Moïse’s assassination, are now in hiding.",The New York Times,Foreign,World,"['Assassinations and Attempted Assassinations', 'Threats and Threatening Messages']"
$3.5 Million Homes in California,2021-08-02,article,News,"A modern farmhouse in Ventura, a three-bedroom home in West Hollywood and a six-acre retreat with dramatic water views near Mendocino.",The New York Times,RealEstate,Real Estate,['Real Estate and Housing (Residential)']
Looking for St. Mark’s Square? You May Find Yourself in a Shipyard Instead.,2021-08-02,article,News,"As Venice’s ban on cruise ships took effect this weekend, some tourists were surprised to be docked hours away from the city’s famous sights.",The New York Times,Foreign,World,"['Cruises', 'Travel and Vacations', 'Environment']"
"A brush fire in Hawaii exceeds 40,000 acres and prompts evacuations.",2021-08-02,article,News,Residents were allowed to return home on Sunday but could be required to evacuate again if conditions worsen.,The New York Times,National,U.S.,['Wildfires']
"Despite social media bans, Trump has been the G.O.P.’s top fund-raiser this year.",2021-08-02,article,News,,The New York Times,Politics,U.S.,[]
Cryptocurrency in the infrastructure bill: The industry won last-minute concessions.,2021-08-02,article,News,Cryptocurrency lobbyists had expressed alarm at the prospect of far-reaching scrutiny from the I.R.S.,The New York Times,Washington,U.S.,"['Virtual Currency', 'Lobbying and Lobbyists', 'Law and Legislation']"
De Blasio urges vaccinated New Yorkers to wear masks indoors but balks at a mandate.,2021-08-02,article,News,"The mayor said vaccinated New Yorkers needed to mask up inside because of C.D.C. guidance involving areas of high transmission, but he did not require masks.",The New York Times,Metro,New York,"['Masks', 'Coronavirus (2019-nCoV)']"
The App With the Unprintable Name That Wants to Give Power to Creators,2021-08-02,article,News,"Fed up with the imbalance between online influencers and brands, Lindsey Lee Lugrin and Isha Mehra created a platform to change that.",The New York Times,Business,Technology,"['Social Media', 'Advertising and Marketing', 'Online Advertising', 'Computers and the Internet', 'Mobile Applications', 'Start-ups', 'Labor and Jobs', 'Wages and Salaries', 'Discrimination', 'Women and Girls']"
It Was His Day Off. Then the Space Station Went for a Spin.,2021-08-02,article,News,Zebulon Scoville and others at NASA’s mission control in Houston spent Thursday righting the International Space Station after a new Russian module unexpectedly fired its thrusters.,The New York Times,Science,Science,"['International Space Station', 'Space and Astronomy', 'Aviation Accidents, Safety and Disasters', 'Rocket Science and Propulsion']"
Why Migraine Sufferers May Want to Eat More Fish,2021-08-02,article,News,"A diet high in omega-3s, the fats found in fish, and low in omega-6s, found in many vegetable oils, led to fewer headaches.",The New York Times,Well,Well,"['Oils and Fats', 'Migraine Headaches', 'Diet and Nutrition', 'Omega-3 Fatty Acids', 'Seafood', 'Pain']"
"With #MeToo Case, China Takes a Swipe at Celebrity Obsession",2021-08-02,article,News,"The detention of Kris Wu, a popular Canadian singer, has been hailed as a rare victory for the movement. But Beijing, wary of social activism, has cast it as a warning to celebrities.",The New York Times,Foreign,World,"['Sex Crimes', 'Celebrities', '#MeToo Movement', 'Women and Girls', 'Sexual Harassment', 'Fans (Persons)']"
Climate in the infrastructure bill: A substantial investment in resilience.,2021-08-02,article,News,The legislation contains what could be the largest investment in climate resilience in American history.,The New York Times,Washington,U.S.,"['Global Warming', 'Infrastructure (Public Works)']"
Homeowners without traditional mortgages are eligible for federal aid.,2021-08-02,article,News,The Treasury Department expanded its guidance to allow states to use the $10 billion Homeowner Assistance Fund to help those with nontraditional home loans.,The New York Times,Business,Business Day,"['Real Estate and Housing (Residential)', 'American Rescue Plan (2021)', 'Mortgages', 'Federal Aid (US)']"
"Amtrak in the infrastructure bill: $66 billion in new funding, and an adjusted mandate.",2021-08-02,article,News,"The new funding would be the largest investment in passenger rail since Amtrak was created in 1971, according to the administration.",The New York Times,Washington,U.S.,"['United States Politics and Government', 'Transit Systems']"
Britain Rethinks Letting China Enter Its Nuclear Power Industry,2021-08-02,article,News,Financing and security issues are clouding new power station projects.,The New York Times,Business,Business Day,"['Nuclear Energy', 'Electric Light and Power', 'Politics and Government']"
Will You Know if Your Co-workers Are Vaccinated? Tell Us About It.,2021-08-02,article,News,"Policies on returning to work are in flux as employers confront questions of privacy, health and safety. We’re curious to know your thoughts.",The New York Times,National,Business Day,"['Workplace Environment', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'internal-open-access']"
The White House calls on states to prevent a crisis after the federal eviction moratorium expired.,2021-08-02,article,News,"The Biden administration, in consultation with tenants’ groups, is considering a range of limited actions to blunt the impact of the expiration.",The New York Times,Washington,U.S.,"['Evictions', 'Renting and Leasing (Real Estate)', 'Landlords', 'Real Estate and Housing (Residential)', 'American Rescue Plan (2021)']"
Climate in the infrastructure bill: $73 billion for the electric grid but less for electric vehicles and lead pipes.,2021-08-02,article,News,The bill falls short of the transformational climate measures that President Biden has requested.,The New York Times,Washington,U.S.,['Electric and Hybrid Vehicles']
"Roads in the infrastructure bill: Billions for repair, maintenance and safety.",2021-08-02,article,News,The legislation directs funding toward an expansive backlog of needed repairs and aims to shore up infrastructure to withstand climate change.,The New York Times,Washington,U.S.,"['Infrastructure (Public Works)', 'Transportation', 'Federal Aid (US)']"
Senator Lindsey Graham says he has a breakthrough virus infection.,2021-08-02,article,News,The positive test result raised concerns that other senators may have been exposed at a party hosted by Senator Manchin over the weekend.,The New York Times,Foreign,World,"['United States Politics and Government', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)']"
Paying for the infrastructure bill: The plan relies on unused relief money to cover some of the cost.,2021-08-02,article,News,Lawmakers have turned to $200 billion in unused money from previous economic relief programs that Congress approved to combat the pandemic.,The New York Times,Washington,U.S.,"['Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Law and Legislation']"
Germany Will Offer Vaccine Booster Shots Starting in September,2021-08-02,article,News,"In rich countries, the momentum is growing for giving additional doses to the fully vaccinated, though many experts say the focus should be on getting first doses to people around the world.",The New York Times,Foreign,World,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Immune System']"
Broadband in the infrastructure bill: Taking aim at the digital divide.,2021-08-02,article,News,The legislation contains $65 billion to connect rural communities and low-income urban residents who cannot afford high-speed internet service.,The New York Times,Washington,U.S.,['United States Politics and Government']
Coronavirus Briefing: What Happened Today,2021-08-02,article,News,The workplace mandate gap.,The New York Times,NYTNow,U.S.,[]
Schools in the infrastructure bill: Money for cleaner drinking water and greener buses.,2021-08-02,article,News,Billions each year would be allocated to grants to remove lead-contaminated pipes in the nation’s schools.,The New York Times,Washington,U.S.,"['Education (K-12)', 'Infrastructure (Public Works)', 'United States Politics and Government', 'Law and Legislation']"
Florida may face its worst wave ever as the Delta variant spreads.,2021-08-02,article,News,"The state is about a month away from its peak, according to an epidemiologist who tracks the virus there.",The New York Times,National,World,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization']"
Trump plans to fight the release of his tax returns to Congress.,2021-08-02,article,News,"“We’re going to fight this tooth and nail,” said a lawyer for the former president.",The New York Times,Metro,U.S.,"['United States Politics and Government', 'Federal Taxes (US)']"
Bill Gates and Melinda French Gates finalize their divorce,2021-08-02,article,News,Details of how the couple split their assets were not made public. The couple was married for 27 years.,The New York Times,Business,Business Day,"['Philanthropy', 'Suits and Litigation (Civil)', 'Divorce, Separations and Annulments']"
Cuomo Grilled for 11 Hours in Sexual Harassment Inquiry,2021-08-02,article,News,The investigation by the New York State attorney general’s office could determine Gov. Andrew Cuomo’s political future.,The New York Times,Metro,New York,"['Sexual Harassment', '#MeToo Movement', 'Politics and Government']"
The U.S. finally hits Biden’s self-imposed goal of 70 percent of adults partly vaccinated four weeks late.,2021-08-02,article,News,States with low vaccination rates are seeing more people seeking out the shots as the Delta variant creates a new wave of cases.,The New York Times,Foreign,World,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)']"
The Delta Variant in Schools: What to Know,2021-08-02,article,News,Classrooms are opening their doors to a different pandemic. Here is how to think about risk.,The New York Times,National,U.S.,"['Education (K-12)', 'Disease Rates', 'Coronavirus Risks and Safety Concerns', 'Coronavirus Reopenings', 'Vaccination and Immunization', 'Masks', 'Children and Childhood', 'Content Type: Service']"
Mask Mandates Are Returning in Many Cities. N.Y.C. Is Holding Back.,2021-08-02,article,News,"Louisiana and San Francisco brought back indoor mask requirements, but Mayor Bill de Blasio said he wanted New Yorkers to focus on vaccinations.",The New York Times,Metro,New York,"['Masks', 'Coronavirus (2019-nCoV)', 'Coronavirus Risks and Safety Concerns', 'Coronavirus Reopenings', 'Vaccination and Immunization', 'Disease Rates']"
Labor Board Official Backs Union Challenge on Amazon Vote,2021-08-02,article,News,A hearing officer for the National Labor Relations Board found that Amazon illegally discouraged organizing at an Alabama warehouse. The company can appeal to block a new election.,The New York Times,Business,Business Day,"['Organized Labor', 'Workplace Hazards and Violations']"
Administration Seeks to Blunt Effects From End of Eviction Moratorium,2021-08-02,article,News,"After the expiration of the moratorium over the weekend, the White House called on state and local governments to protect renters and sought to speed the flow of federal aid.",The New York Times,Washington,U.S.,"['Evictions', 'United States Politics and Government', 'Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'States (US)', 'Local Government']"
Biden Administration to Keep Using Public Health Rule to Turn Away Migrants,2021-08-02,article,News,"Citing new concerns about the spread of the coronavirus, the administration will continue to rely for now on a Trump-era policy.",The New York Times,Washington,U.S.,"['Illegal Immigration', 'United States Politics and Government', 'Immigration Detention', 'Coronavirus (2019-nCoV)', 'Asylum, Right of']"
Americans Suffer Pandemic Whiplash as Leaders Struggle With Changing Virus,2021-08-02,article,News,"An evolving virus and 18 months of ever-changing pandemic messaging have left Americans angry, exhausted and skeptical of public health advice.",The New York Times,Washington,U.S.,"['Masks', 'Coronavirus Risks and Safety Concerns', 'Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Vaccination and Immunization', 'Disease Rates']"
"Conservative Group, Seizing on Crime as an Issue, Seeks Recall of Prosecutors",2021-08-03,article,News,A group backed by undisclosed donors is targeting three Democratic prosecutors in Northern Virginia for recall campaigns in a test of what could be a national strategy in 2022.,The New York Times,Washington,U.S.,"['Police Reform', 'George Floyd Protests (2020)', 'Police Brutality, Misconduct and Shootings', 'Elections, District Attorneys', 'Criminal Justice', 'United States Politics and Government']"
The Navy is weighing a quarantine for vaccinated visitors to Guantánamo Bay.,2021-08-03,article,News,"About 6,000 people live at the base and more than a third of the adults there have declined vaccination, according to base health officials.",The New York Times,Foreign,U.S.,[]
What’s in the $1 Trillion Infrastructure Bill,2021-08-03,article,News,"The sprawling, 2,702-page bill includes historic investments in traditional projects as well as broadband expansion and funds for some climate projects.",The New York Times,Washington,U.S.,"['Infrastructure (Public Works)', 'American Jobs Plan (2021)', 'Law and Legislation', 'United States Politics and Government', 'Transportation', 'Transit Systems', 'Railroads', 'Bridges and Tunnels', 'Global Warming']"
Ohio House Races: What to Watch For,2021-08-03,article,News,"Two primary contests for special elections, one in a heavily Democratic district and one in a Republican-friendly area, will provide some clues as to where the parties are headed.",The New York Times,Politics,U.S.,"['Elections, House of Representatives', 'Primaries and Caucuses', 'United States Politics and Government', 'Midterm Elections (2022)']"
Karate’s Big Question in Its Olympic Debut: Is It a Sport or a Martial Art?,2021-08-03,article,News,"To Japan’s traditionalists, karate represents qualities fundamental to the national character. But to be a modern sport, the discipline has been forced to adapt.",The New York Times,Foreign,World,"['Karate', 'Olympic Games (2020)']"
"Touring Trinity, the Birthplace of Nuclear Dread",2021-08-03,article,News,"A recent visit to the site of the first atomic bomb explosion offered desert vistas, (mildly) radioactive pebbles and troubling reflections.",The New York Times,Science,Science,"['Space and Astronomy', 'Manhattan Project', 'United States Defense and Military Forces', 'Nuclear Weapons', 'Defense and Military Forces', 'Physics', 'Missiles and Missile Defense Systems', 'Plutonium', 'Radiation', 'your-feed-science', 'audio-neutral-informative']"
Big Economic Challenges Await Biden and the Fed This Fall,2021-08-03,article,News,Expiring unemployment benefits and the Delta variant add uncertainty to a recovery that has brought strong growth but an unusual labor market.,The New York Times,Washington,Business Day,"['United States Economy', 'Labor and Jobs', 'Unemployment Insurance', 'American Rescue Plan (2021)', 'United States Politics and Government', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Interest Rates', 'Stimulus (Economic)', 'American Jobs Plan (2021)']"
