,headline,date,doc_type,type_of_material,snippet,source,news_desk,section_name,keywords
1852,"As Virus Spreads, U.S. Temporarily Bars Foreigners Who’ve Visited China",2020-01-31,article,News,Most foreign nationals will not be allowed to enter the United States if they’ve been to China in the preceding two weeks.,The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Epidemics']"
1853,Pharmacists Make Mistakes. You Can Protect Yourself.,2020-01-31,article,News,Medication errors come in many forms. Check the label. Read the instructions. Ask your pharmacist questions.,The New York Times,Investigative,Health,"['Drugs (Pharmaceuticals)', 'Accidents and Safety', 'Drugstores', 'Medicine and Health']"
1854,My Father the Heartbreaker,2020-01-31,article,News,"When my father was alive and raging and breaking our hearts, I didn’t understand that he had a broken heart, too.",The New York Times,Well,Well,"['Mental Health and Disorders', 'Depression (Mental)', 'Marriages', 'Suicides and Suicide Attempts']"
1855,"How Ulla Johnson, Fashion Designer, Spends Her Sundays",2020-01-31,article,News,"They start with a run around Prospect Park and end with a home-cooked dinner, board games and a cup of tea.",The New York Times,Metropolitan,New York,['Fashion and Apparel']
1856,What We Lose by Hiring Someone to Pick Up Our Avocados for Us,2020-01-31,article,News,Will the proliferation of mobile ordering destroy civic life?,The New York Times,Metropolitan,New York,"['Delivery Services', 'Shopping and Retail', 'Supermarkets and Grocery Stores', 'Freelancing, Self-Employment and Independent Contracting']"
1857,Roommates Forever,2020-01-31,article,News,"For many New Yorkers, a roommate is a necessary evil, something to be tolerated until they can manage the rent on their own. Not everyone sees it that way.",The New York Times,RealEstate,Real Estate,"['Roommates', 'Real Estate and Housing (Residential)']"
1858,How a Convent on a Hill Became a Luxurious Getaway for History Buffs,2020-01-31,article,News,The Abbey Inn and Spa is built on an old Revolutionary War lookout north of New York.,The New York Times,Metropolitan,New York,"['Hotels and Travel Lodgings', 'Restoration and Renovation', 'Revolutionary War, American (1775-83)']"
1859,Taliban’s Continued Attacks Show Limits of U.S. Strategy in Afghanistan,2020-01-31,article,News,"The number of attacks, detailed in a quarterly inspector general report, highlights once more the disparity between talking points and the reality on the ground.",The New York Times,Washington,World,"['United States Defense and Military Forces', 'Afghanistan War (2001- )', 'Deaths (Fatalities)', 'Civilian Casualties']"
1860,No More Doggies in the Window? N.Y. May Ban Retail Pet Sales,2020-01-31,article,News,"After an investigation revealed abuses at a shop in Manhattan, support for a bill to ban retail sales of dogs, cats and rabbits.",The New York Times,Metro,New York,"['Animal Abuse, Rights and Welfare', 'Law and Legislation', 'Suits and Litigation (Civil)', 'Pets', 'Breeding of Animals', 'Shopping and Retail']"
1861,A Traveler’s Guide to the Best Bets in Las Vegas,2020-01-31,article,News,"Take the bus, look for daytime performances, eat tacos and splurge on museums that immerse you in Vegas lore.",The New York Times,Travel,Travel,"['Travel and Vacations', 'Budget Travel']"
1862,Masks Are On. Games Are Canceled. Fear of the Coronavirus Comes to U.S. Colleges.,2020-01-31,article,News,"There has only been one confirmed case of the virus at a college campus, but anxiety is palpable in classes and dorms.",The New York Times,National,U.S.,"['Colleges and Universities', 'Coronavirus (2019-nCoV)', 'Foreign Students (in US)']"
1863,"China Targets the Coronavirus, and Farmers Pay a Price",2020-01-31,article,News,The government’s efforts to stop the outbreak could push the country’s already struggling small businesses over the edge.,The New York Times,Business,Business Day,"['Politics and Government', 'Economic Conditions and Trends', 'Agriculture and Farming', 'Coronavirus (2019-nCoV)']"
1864,Iowa Will Be the First Test Case for 2020 Election Security,2020-01-31,article,News,"The good news is that caucuses are inherently safer than traditional elections. But campaigns remain dangerously exposed to hackers, and election systems in many states are still vulnerable.",The New York Times,Politics,U.S.,"['Cyberwarfare and Defense', 'Primaries and Caucuses', 'Presidential Election of 2020', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Voting and Voters', 'Rumors and Misinformation', 'Computer Security']"
1865,Teens Find a Big Loophole in the New Flavored Vaping Ban,2020-01-31,article,News,"The policy allows mint, dessert and fruit flavors to continue to be sold in disposable e-cigarettes, prompting many teens to switch from Juul to those devices.",The New York Times,Science,Health,"['E-Cigarettes', 'Teenagers and Adolescence', 'Recalls and Bans of Products', 'Nicotine', 'Regulation and Deregulation of Industry', 'your-feed-healthcare']"
1866,How Chaos at Chain Pharmacies Is Putting Patients at Risk,2020-01-31,article,News,"Pharmacists across the U.S. warn that the push to do more with less has made medication errors more likely. “I am a danger to the public,” one wrote to a regulator.",The New York Times,Investigative,Health,"['Drugs (Pharmaceuticals)', 'Drugstores', 'Accidents and Safety', 'Workplace Hazards and Violations', 'Regulation and Deregulation of Industry', 'Health Insurance and Managed Care', 'Medicine and Health']"
1867,"U.K. Leaves E.U., Embarking On an Uncertain Future",2020-01-31,article,News,"Britain formally withdrew from the European Union at 11 p.m. on Friday, after nearly half a century of membership.",The New York Times,Foreign,World,"['Great Britain Withdrawal from EU (Brexit)', 'Politics and Government', 'British Pound (Currency)', 'Referendums']"
1868,"Amid Trump’s Trial, Pompeo Visited Ukraine. Here’s How It Went.",2020-01-31,article,News,"The secretary of state met with President Volodymyr Zelensky in Kyiv, during the impeachment trial of President Trump over a pressure campaign against Ukraine.",The New York Times,Foreign,World,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States International Relations', 'Foreign Aid']"
1869,What We Know About the Helicopter Crash That Killed Kobe Bryant,2020-01-31,article,News,It may take months for federal investigators to determine what caused an aircraft carrying nine people to plummet into a Southern California hillside.,The New York Times,National,U.S.,"['Aviation Accidents, Safety and Disasters', 'Deaths (Fatalities)', 'Helicopters']"
1870,How Amazon Keeps Defying Gravity,2020-01-31,article,News,The internet juggernaut enjoyed a stunning quarter where nearly every business worked. The results increased Jeff Bezos’ wealth by $13 billion in 15 minutes.,The New York Times,Business,Business Day,[]
1871,On Politics: The Sniping Picks Up,2020-01-31,article,News,"A blunter Buttigieg, a waning trial, a dig at an ice cream shop: This is your morning tip sheet.",The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Primaries and Caucuses', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']"
1872,A View of Brexit From the Soccer Field,2020-01-31,article,News,"Political turmoil may have roiled Westminster. But on wet fields across Britain, a fourth-tier team shows what it looks like to just get on with it.",The New York Times,Foreign,World,"['Soccer', 'Great Britain Withdrawal from EU (Brexit)', 'Immigration and Emigration']"
1873,The Best Movies and TV Shows New on Netflix Canada in February,2020-01-31,article,News,New additions include “Road to Roma” and “Better Call Saul: Season 4.”,The New York Times,Foreign,World,"['Movies', 'Television']"
1874,John Delaney Ends Presidential Campaign After Two and a Half Years,2020-01-31,article,News,"Mr. Delaney’s campaign was one of the longest in American history, spanning almost the entirety of the Trump presidency, but he dropped out three days before the Iowa caucuses.",The New York Times,Politics,U.S.,['Presidential Election of 2020']
1875,Britons on Brexit: ‘We’ve Made a Spectacle of Ourselves’,2020-01-31,article,News,"As Britain’s withdrawal from the European Union becomes a reality, some people are celebrating and others are mourning. But for most, it seems, it is a time for recuperation and healing.",The New York Times,Foreign,World,['Great Britain Withdrawal from EU (Brexit)']
1876,The Week in Tech: London Hands Washington a Loss on Huawei,2020-01-31,article,News,The White House couldn’t persuade Boris Johnson to keep Huawei out of Britain’s 5G network.,The New York Times,Business,Technology,"['5G (Wireless Communications)', 'Computers and the Internet', 'United States International Relations', 'Coronavirus (2019-nCoV)', 'Layoffs and Job Reductions']"
1877,Phone Hacks Can Happen to Anyone. Here’s How to Protect Yourself.,2020-01-31,article,News,"Start by knowing what could expose you to an attack, like vacation clues, hotel Wi-Fi and inadequate verification procedures.",The New York Times,Business,Your Money,"['Smartphones', 'Computer Security', 'Wireless Communications', 'Travel and Vacations', 'High Net Worth Individuals', 'Computers and the Internet', 'Cyberattacks and Hackers', 'Phishing (Computer Fraud)']"
1878,Many Adults Are Helping Their Parents Financially Despite Strain,2020-01-31,article,News,"In a new AARP survey, one in three gave money for needs like groceries and housing. “This is not about helping Mom and Dad take another cruise.”",The New York Times,Business,Your Money,"['Elderly', 'Parenting', 'Retirement', 'Personal Finances', 'Pensions and Retirement Plans']"
1879,Pricing Your Apartment in a Slow Market,2020-01-31,article,News,"For sellers with high hopes, the reality of the current market can be deflating.",The New York Times,RealEstate,Real Estate,"['Real Estate and Housing (Residential)', 'Prices (Fares, Fees and Rates)']"
1880,Sackler Family Member Sells Upper East Side Townhouse for $38 Million,2020-01-31,article,News,"The sale, to the hedge fund manager Israel Englander, was New York City’s priciest closing in January.",The New York Times,RealEstate,Real Estate,"['Real Estate and Housing (Residential)', 'Luxury Goods and Services']"
1881,Doctors on TikTok Try to Go Viral,2020-01-31,article,News,"They have M.D.s, but are they up for this challenge?",The New York Times,Science,Health,"['Doctors', 'Rumors and Misinformation', 'Social Media', 'Mobile Applications', 'Children and Childhood', 'Medicine and Health', 'Sex Education', 'Vaccination and Immunization', 'E-Cigarettes', 'your-feed-science']"
1882,Former Actress Testifies in Graphic Detail How Weinstein Raped Her,2020-01-31,article,News,Jessica Mann told a jury that Harvey Weinstein blocked her from leaving a room and forced her to undress: “I was very angry inside and very scared.”,The New York Times,Metro,New York,"['Sex Crimes', 'Sexual Harassment', 'ACTORS AND ACTRESSES', '#MeToo Movement', 'Women and Girls', 'Movies']"
